,target,source,value
53,The A.W. Mellon Educational and Charitable Trust,Meindert Hobbema,3
54,The A.W. Mellon Educational and Charitable Trust,Pietro Perugino,3
55,The A.W. Mellon Educational and Charitable Trust,Sir Joshua Reynolds,3
56,The A.W. Mellon Educational and Charitable Trust,Sandro Botticelli,3
57,The A.W. Mellon Educational and Charitable Trust,George Romney,3
58,The A.W. Mellon Educational and Charitable Trust,Diego Velázquez,3
59,The A.W. Mellon Educational and Charitable Trust,Agnolo Gaddi,3
60,The A.W. Mellon Educational and Charitable Trust,Francisco Goya,4
61,The A.W. Mellon Educational and Charitable Trust,Sir Anthony van Dyck,4
62,The A.W. Mellon Educational and Charitable Trust,Florentine 15th Century,4
63,The A.W. Mellon Educational and Charitable Trust,Thomas Gainsborough,5
64,The A.W. Mellon Educational and Charitable Trust,Frans Hals,5
65,The A.W. Mellon Educational and Charitable Trust,Rembrandt van Rijn,9
66,The A.W. Mellon Educational and Charitable Trust,Johannes Vermeer,3
67,The A.W. Mellon Educational and Charitable Trust,Petrus Christus,1
68,The A.W. Mellon Educational and Charitable Trust,Puccio di Simone,3
69,The A.W. Mellon Educational and Charitable Trust,Antonello da Messina,2
70,The A.W. Mellon Educational and Charitable Trust,Aelbert Cuyp,1
71,The A.W. Mellon Educational and Charitable Trust,Bernardo Daddi,1
72,The A.W. Mellon Educational and Charitable Trust,Gerard David,1
73,The A.W. Mellon Educational and Charitable Trust,Joseph Mallord William Turner,2
74,The A.W. Mellon Educational and Charitable Trust,El Greco,2
75,The A.W. Mellon Educational and Charitable Trust,Titian,2
76,The A.W. Mellon Educational and Charitable Trust,Italian 19th Century,2
77,The A.W. Mellon Educational and Charitable Trust,Milanese 16th Century,2
78,The A.W. Mellon Educational and Charitable Trust,Allegretto Nuzi,3
79,The A.W. Mellon Educational and Charitable Trust,Filippino Lippi,2
80,The A.W. Mellon Educational and Charitable Trust,Benedetto Briosco,2
81,The A.W. Mellon Educational and Charitable Trust,Mino da Fiesole,2
82,The A.W. Mellon Educational and Charitable Trust,Andrea della Robbia,2
83,The A.W. Mellon Educational and Charitable Trust,Hans Memling,2
84,The A.W. Mellon Educational and Charitable Trust,Andrea del Verrocchio,2
85,The A.W. Mellon Educational and Charitable Trust,Rogier van der Weyden,2
86,The A.W. Mellon Educational and Charitable Trust,Spanish 18th Century,2
87,The A.W. Mellon Educational and Charitable Trust,Jean Siméon Chardin,2
88,The A.W. Mellon Educational and Charitable Trust,Hans Holbein the Younger,2
89,"The Mark Rothko Foundation, Inc.",Mark Rothko,1
