,target,source,value
409,Lessing Julius Rosenwald,Helene d' Andlau,2
410,Lessing Julius Rosenwald,Jacques Aliamet,2
411,Lessing Julius Rosenwald,Gerhard Marcks,2
412,Lessing Julius Rosenwald,Francesco Primaticcio,2
413,Lessing Julius Rosenwald,Robert Nanteuil,2
414,Lessing Julius Rosenwald,Jan van de Velde II,14
415,Lessing Julius Rosenwald,Daniele Ricciarelli,2
416,Lessing Julius Rosenwald,Baldassare Peruzzi,2
417,Lessing Julius Rosenwald,Jean-Louis-Ernest Meissonier,2
418,Lessing Julius Rosenwald,Claude Lorrain,2
419,Lessing Julius Rosenwald,Henri Edmond Cross,2
420,Lessing Julius Rosenwald,Charles-François Daubigny,2
421,Lessing Julius Rosenwald,Paul Cézanne,2
422,Lessing Julius Rosenwald,Pieter Bruegel the Elder,2
423,Lessing Julius Rosenwald,Georges Braque,2
424,Lessing Julius Rosenwald,Henri Fantin-Latour,1
425,Lessing Julius Rosenwald,Jean-Louis Forain,1
426,Lessing Julius Rosenwald,Albert Gleizes,1
427,Lessing Julius Rosenwald,Bartolomé Esteban Murillo,1
428,Lessing Julius Rosenwald,Pontormo,1
429,Lessing Julius Rosenwald,Henri Rousseau,1
430,Lessing Julius Rosenwald,Gerard Edelinck,2
431,Lessing Julius Rosenwald,Félix Vallotton,14
432,Lessing Julius Rosenwald,Jean de Gourmont I,2
433,Lessing Julius Rosenwald,Franz Marc,2
434,Lessing Julius Rosenwald,Marcellin-Gilbert Desboutin,2
435,Lessing Julius Rosenwald,Maurice Denis,2
436,Lessing Julius Rosenwald,Robert Delaunay,2
437,Lessing Julius Rosenwald,Federico Castellón,2
438,Lessing Julius Rosenwald,Andrea Zucchi,2
439,Lessing Julius Rosenwald,George Biddle,2
440,Lessing Julius Rosenwald,Georges Bottini,2
441,Lessing Julius Rosenwald,Maurice-Quentin de La Tour,1
442,Lessing Julius Rosenwald,Lorenzo Lotto,1
443,Lessing Julius Rosenwald,Gabriel Max,1
444,Lessing Julius Rosenwald,Gerard Soest,1
445,Lessing Julius Rosenwald,Carlo Cignani,2
446,Lessing Julius Rosenwald,Johann Friedrich Bierlein,2
447,Lessing Julius Rosenwald,Jost Amman,2
448,Lessing Julius Rosenwald,Jean Lurçat,1
449,Lessing Julius Rosenwald,Johann Liss,1
450,Lessing Julius Rosenwald,M.C. Escher,2
451,Lessing Julius Rosenwald,Domenico Campagnola,2
452,Lessing Julius Rosenwald,Claude Mellan,2
453,Lessing Julius Rosenwald,Hendrik Frans de Cort,2
454,Lessing Julius Rosenwald,Thomas Doughty,1
455,Lessing Julius Rosenwald,André Derain,1
456,Lessing Julius Rosenwald,Roger de La Fresnaye,1
457,Lessing Julius Rosenwald,Jan van Goyen,1
458,Lessing Julius Rosenwald,John Taylor Arms,2
459,Lessing Julius Rosenwald,John Chapman,2
460,Lessing Julius Rosenwald,Hermann Struck,2
461,Lessing Julius Rosenwald,Carol Summers,2
462,Lessing Julius Rosenwald,Giuseppi Filippo Liberati Marchi,2
463,Lessing Julius Rosenwald,Ludwig Meidner,2
464,Lessing Julius Rosenwald,Master I.A.M. of Zwolle,2
465,Lessing Julius Rosenwald,Simon de La Boissiere,2
466,Lessing Julius Rosenwald,Jean-Émile Laboureur,2
467,Lessing Julius Rosenwald,Frédéric Auguste La Guillermie,2
468,Lessing Julius Rosenwald,Jakob Christoffel Le Blon,2
469,Lessing Julius Rosenwald,Oskar Kokoschka,2
470,Lessing Julius Rosenwald,Walther Klemm,2
471,Lessing Julius Rosenwald,Spanish 12th Century,2
472,Lessing Julius Rosenwald,French 12th Century,2
473,Lessing Julius Rosenwald,Niccolò di Giacomo da Bologna,2
474,Lessing Julius Rosenwald,Master of the Dominican Effigies,2
475,Lessing Julius Rosenwald,Cornelis Visscher,2
476,Lessing Julius Rosenwald,Bernard Vaillant,2
477,Lessing Julius Rosenwald,Carle Vernet,2
478,Lessing Julius Rosenwald,Ernest William Watson,2
479,Lessing Julius Rosenwald,Cadwallader Washburn,2
480,Lessing Julius Rosenwald,William Walker,2
481,Lessing Julius Rosenwald,Renée Sintenis,2
482,Lessing Julius Rosenwald,Waldemar Sjolander,2
483,Lessing Julius Rosenwald,Moishe Smith,2
484,Lessing Julius Rosenwald,Eugene Spiro,2
485,Lessing Julius Rosenwald,Pieter van der Banck,2
486,Lessing Julius Rosenwald,Wolf Traut,2
487,Lessing Julius Rosenwald,Jean-Baptiste Mallet,2
488,Lessing Julius Rosenwald,Jacob Cats,1
489,Lessing Julius Rosenwald,Erhard Schön,1
490,Lessing Julius Rosenwald,Pier Francesco Mola,1
491,Lessing Julius Rosenwald,Hsiung Ping-Ming,1
492,Lessing Julius Rosenwald,Ferdinand Hodler,1
493,Lessing Julius Rosenwald,Edward Cooper,1
494,Lessing Julius Rosenwald,Israhel van Meckenem,23
495,Lessing Julius Rosenwald,Jean-Baptiste Le Prince,23
496,Lessing Julius Rosenwald,Thomas Vivares,23
497,Lessing Julius Rosenwald,James Dexter Havens,1
498,Lessing Julius Rosenwald,Pieter van der Heyden,1
499,Lessing Julius Rosenwald,Eugene Higgins,1
500,Lessing Julius Rosenwald,Roland Jarvis,1
501,Lessing Julius Rosenwald,Max Kahn,1
502,Lessing Julius Rosenwald,Alexander Kanoldt,1
503,Lessing Julius Rosenwald,Leon Kelly,1
504,Lessing Julius Rosenwald,Norman Kent,1
505,Lessing Julius Rosenwald,Lorenz Janscha,1
506,Lessing Julius Rosenwald,Willy Jaeckel,1
507,Lessing Julius Rosenwald,Victoria Hutson Huntley,1
508,Lessing Julius Rosenwald,Max Hunziker,1
509,Lessing Julius Rosenwald,John Livingston Ihle,1
510,Lessing Julius Rosenwald,Shelia Eaton Isham,1
511,Lessing Julius Rosenwald,Charles Émile Jacque,1
512,Lessing Julius Rosenwald,Eugene M. Frandzen,1
513,Lessing Julius Rosenwald,Isac Friedlander,1
514,Lessing Julius Rosenwald,Edythe Ferris,1
515,Lessing Julius Rosenwald,Hanns Fierst,1
516,Lessing Julius Rosenwald,Earl Horter,1
517,Lessing Julius Rosenwald,Ambroise Vollard,22
518,Lessing Julius Rosenwald,Samuel Howitt,22
519,Lessing Julius Rosenwald,David Loggan,22
520,Lessing Julius Rosenwald,Eugène Carrière,1
521,Lessing Julius Rosenwald,Lucas Cranach the Elder,19
522,Lessing Julius Rosenwald,Heinrich Campendonk,1
523,Lessing Julius Rosenwald,Israël Silvestre,19
524,Lessing Julius Rosenwald,Jan van der Bruggen,1
525,Lessing Julius Rosenwald,Gabriel de Saint-Aubin,20
526,Lessing Julius Rosenwald,Pablo Picasso,20
527,Lessing Julius Rosenwald,Bartolomeo Coriolano,1
528,Lessing Julius Rosenwald,Pierre-Eugene Clairin,1
529,Lessing Julius Rosenwald,Antoni Clave,1
530,Lessing Julius Rosenwald,John Russell Clift,1
531,Lessing Julius Rosenwald,Warrington Colescott,1
532,Lessing Julius Rosenwald,Richard Florsheim,1
533,Lessing Julius Rosenwald,Robert Freemont Conover,1
534,Lessing Julius Rosenwald,Leslie Cope,1
535,Lessing Julius Rosenwald,Michel Ciry,1
536,Lessing Julius Rosenwald,François Chauveau,1
537,Lessing Julius Rosenwald,Martin van den Enden I,1
538,Lessing Julius Rosenwald,James Bulwer,21
539,Lessing Julius Rosenwald,Jacques Androuet du Cerceau,21
540,Lessing Julius Rosenwald,Pierre-Philippe Choffard,1
541,Lessing Julius Rosenwald,Margot Holt Bostick,1
542,Lessing Julius Rosenwald,Ludwig von Hofmann,1
543,Lessing Julius Rosenwald,Gottfried Honegger,1
544,Lessing Julius Rosenwald,Edouard Vuillard,21
545,Lessing Julius Rosenwald,Paulus van Somer I,21
546,Lessing Julius Rosenwald,Paul Gauguin,21
547,Lessing Julius Rosenwald,Jim Forsberg,1
548,Lessing Julius Rosenwald,John Hall,1
549,Lessing Julius Rosenwald,Trude Hanscom,1
550,Lessing Julius Rosenwald,Giovanni Battista Bracelli,42
551,Lessing Julius Rosenwald,Robert White,42
552,Lessing Julius Rosenwald,Anton Maria Zanetti I,43
553,Lessing Julius Rosenwald,Henri Merke,44
554,Lessing Julius Rosenwald,Francis Delaram,47
555,Lessing Julius Rosenwald,Fritz Eichenberg,48
