,target,source,value
79,Joseph E. Widener,North Italian 16th Century,7
80,Joseph E. Widener,Molière,7
81,Joseph E. Widener,Florian,7
82,Joseph E. Widener,Miguel de Cervantes Saavedra,7
83,Joseph E. Widener,Francesco Guardi,1
84,Joseph E. Widener,John Hoppner,1
85,Joseph E. Widener,Jean-Baptiste-Michel Dupreel,7
86,Joseph E. Widener,Augustus John,1
87,Joseph E. Widener,Franco-Flemish 16th Century,1
88,Joseph E. Widener,Jacques-Andre-Joseph-Camelot Aved,1
89,Joseph E. Widener,Augsburg 16th Century,1
90,Joseph E. Widener,Josiah Boydell,1
91,Joseph E. Widener,Etienne Aubry,1
92,Joseph E. Widener,Angélique Allais,1
93,Joseph E. Widener,Jean-Joseph Bernard called Bernard de Paris,1
94,Joseph E. Widener,Kashan 16th Century,1
95,Joseph E. Widener,Charles-Nicolas Cochin I,8
96,Joseph E. Widener,German 19th Century,1
97,Joseph E. Widener,French 15th Century,1
98,Joseph E. Widener,Nicolas Henri Tardieu,1
99,Joseph E. Widener,Jean-Baptiste Tilliard,1
100,Joseph E. Widener,Sir Anthony van Dyck,8
101,Joseph E. Widener,C.-A.-L. Buisson,1
102,Joseph E. Widener,Friedrich Tischbein,1
103,Joseph E. Widener,Francois Valentin Gazard,1
104,Joseph E. Widener,Etienne Brion,1
105,Joseph E. Widener,Joseph Boze,1
106,Joseph E. Widener,Bonnemain (family member),1
107,Joseph E. Widener,Jean-Baptiste-André Gautier-Dagoty,1
108,Joseph E. Widener,Marie-Anne Croisier,1
109,Joseph E. Widener,Jean-Baptiste Chapuy,1
110,Joseph E. Widener,Nicolas Joseph Voyez,4
111,Joseph E. Widener,Jacques Charlier,2
112,Joseph E. Widener,Jacques de Seve,4
113,Joseph E. Widener,Francesco Bartolozzi,4
114,Joseph E. Widener,Antoine Francois Dennel,2
115,Joseph E. Widener,Maurice Blot,2
116,Joseph E. Widener,Jean Florent Defraine,4
117,Joseph E. Widener,Antoine Cosme Giraud,4
118,Joseph E. Widener,Nicolas-Dauphin de Beauvais,2
119,Joseph E. Widener,Laurent Cars,4
120,Joseph E. Widener,Martial Deny,4
121,Joseph E. Widener,Claude-Olivier Gallimard,4
122,Joseph E. Widener,Jean-Baptiste Hüet,4
123,Joseph E. Widener,Charles-Melchior Descourtis,10
124,Joseph E. Widener,Francois-Nicolas-Barthelemy Dequevauviller,10
125,Joseph E. Widener,Robert Delaunay,10
126,Joseph E. Widener,Giovanni Boccaccio,10
127,Joseph E. Widener,Louis-Léopold Boilly,4
128,Joseph E. Widener,Master IO.F.F.,10
129,Joseph E. Widener,François Marie Isidore Queverdo,10
130,Joseph E. Widener,Vivant Denon,4
131,Joseph E. Widener,Pierre Chenu,4
132,Joseph E. Widener,Giovanni Battista Cipriani,4
133,Joseph E. Widener,Quentin-Pierre Chedel,2
134,Joseph E. Widener,Venetian 16th Century,11
135,Joseph E. Widener,Adriano Fiorentino,2
136,Joseph E. Widener,Antoine Louis Romanet,4
137,Joseph E. Widener,Pierre Puvis de Chavannes,2
138,Joseph E. Widener,Augustus Charles Pugin,4
139,Joseph E. Widener,Leone Leoni,2
140,Joseph E. Widener,Edgar Degas,2
141,Joseph E. Widener,Joseph Baumhauer,2
142,Joseph E. Widener,Aelbert Cuyp,2
143,Joseph E. Widener,Sperandio,2
144,Joseph E. Widener,Pietro Antonio Martini,11
145,Joseph E. Widener,Charles Cressent,2
146,Joseph E. Widener,John Constable,2
147,Joseph E. Widener,Andrea Spinelli,2
148,Joseph E. Widener,Jean Marende,2
149,Joseph E. Widener,Pieter de Hooch,2
150,Joseph E. Widener,Severo da Ravenna,2
151,Joseph E. Widener,Jacopo Sansovino,2
152,Joseph E. Widener,El Greco,2
153,Joseph E. Widener,Hans Reinhart the Elder,2
154,Joseph E. Widener,Charles-Clement Bervic,2
155,Joseph E. Widener,Charles Emmanuel Patas,10
156,Joseph E. Widener,Alexandre Chaponnier,1
157,Joseph E. Widener,Louis-Jacques Cathelin,2
158,Joseph E. Widener,Jacques-Firmin Beauvarlet,10
159,Joseph E. Widener,Chinese Ming Dynasty,1
160,Joseph E. Widener,Jean-François Garnerey,1
161,Joseph E. Widener,Jean-Martial Fredou,1
162,Joseph E. Widener,Charles Dupuis,1
163,Joseph E. Widener,Jean Ouvrier,9
164,Joseph E. Widener,Charles-Eugene Duponchel,1
165,Joseph E. Widener,Jean Démosthène Dugourc,1
166,Joseph E. Widener,Pierre Duflos,1
167,Joseph E. Widener,Claude-Louis Desrais,9
168,Joseph E. Widener,Jean Duplessi-Bertaux,2
169,Joseph E. Widener,Jean Devaux,1
170,Joseph E. Widener,vicomte Charles Henri Desfosses,1
171,Joseph E. Widener,Gilles Demarteau the Elder,1
172,Joseph E. Widener,Jean-Baptiste Delafosse,1
173,Joseph E. Widener,Michel-Victor Dassier,1
174,Joseph E. Widener,J.-Louis Darcis,1
175,Joseph E. Widener,Maurice-Quentin de La Tour,1
176,Joseph E. Widener,Unknown 19th Century,9
177,Joseph E. Widener,Pierre de L'Estoile,9
178,Joseph E. Widener,François-Philippe Charpentier,1
179,Joseph E. Widener,Nicolas Lancret,9
180,Joseph E. Widener,Geraud Vidal,9
181,Joseph E. Widener,Wilbrode-Magloire-Nicolas Courbe,2
182,Joseph E. Widener,Netherlandish 17th Century,9
183,Joseph E. Widener,comte de Anne-Claude-Philippe de Tubières Caylus,2
184,Joseph E. Widener,P. Davesne,2
185,Joseph E. Widener,Jean-Baptiste de Grateloup,10
186,Joseph E. Widener,Camligue,2
187,Joseph E. Widener,Jean-Marc Nattier,4
188,Joseph E. Widener,Louis Gabriel Moreau the Elder,4
189,Joseph E. Widener,Francesco Xanto Avelli,4
190,Joseph E. Widener,Pierre Adrien Le Beau,10
191,Joseph E. Widener,Jean Gabriel Caquet,2
192,Joseph E. Widener,Claude Audran III,4
193,Joseph E. Widener,Pisanello,4
194,Joseph E. Widener,Jean Daullé,2
195,Joseph E. Widener,Frédéric Cazenave,2
196,Joseph E. Widener,Pseudo Antonio da Brescia,4
197,Joseph E. Widener,Jean-Louis Delignon,2
198,Joseph E. Widener,Jacques Dumont Le Romain,2
199,Joseph E. Widener,Carle Vernet,2
200,Joseph E. Widener,Nicolas de Larmessin IV,9
201,Joseph E. Widener,Jacques-Louis Copia,2
202,Joseph E. Widener,Alex. Clement,2
203,Joseph E. Widener,Watteau de Lille,2
204,Joseph E. Widener,Pierre-Charles Baquoy,10
205,Joseph E. Widener,Sir Thomas Lawrence,1
206,Joseph E. Widener,Louis Petit,7
207,Joseph E. Widener,Fra Filippo Lippi,1
208,Joseph E. Widener,Pierre Charles Levesque,1
209,Joseph E. Widener,Salomon Gessner,5
210,Joseph E. Widener,Western European 19th Century,5
211,Joseph E. Widener,Andrea del Verrocchio,1
212,Joseph E. Widener,Francesco Durantino,1
213,Joseph E. Widener,Italian 15th Century,5
214,Joseph E. Widener,Jean Charles Le Vacher de Charnois,5
215,Joseph E. Widener,North Italian 15th Century,5
216,Joseph E. Widener,Sienese 16th Century,5
217,Joseph E. Widener,Netherlandish 16th Century,5
218,Joseph E. Widener,Francois de Malherbe,1
219,Joseph E. Widener,Simon-Joseph Pellegrin,1
220,Joseph E. Widener,Charles Perrault,1
221,Joseph E. Widener,"Alexandre-Frédéric-Jacques Masson, marquis de Pezay",1
222,Joseph E. Widener,Charles-Antoine Coypel,5
223,Joseph E. Widener,Pierre-Antoine-Augustin-Chevalier de Piis,1
224,Joseph E. Widener,Chevalier de Querelles,1
225,Joseph E. Widener,Barnabe Farmion de Rosoy,1
226,Joseph E. Widener,A.B. Duhamel,5
227,Joseph E. Widener,Michel Le Bouteux,5
228,Joseph E. Widener,Balthasar Anton Dunker,5
229,Joseph E. Widener,Giovanni Antonio Pellegrini,1
230,Joseph E. Widener,Etienne Fessard,5
231,Joseph E. Widener,Arnaud Berquin,5
232,Joseph E. Widener,Jean Michel Papillon I,1
233,Joseph E. Widener,Mosan 12th Century,1
234,Joseph E. Widener,Jean Antoine Pierron,1
235,Joseph E. Widener,Mosan 13th Century,1
236,Joseph E. Widener,Joseph Petitot,1
237,Joseph E. Widener,Jean Louis Charles Pauquet,1
238,Joseph E. Widener,Jean-Étienne Liotard,1
239,Joseph E. Widener,Antico,5
240,Joseph E. Widener,Jean-Antoine Houdon,5
241,Joseph E. Widener,Jean-Baptiste de Lorraine,1
242,Joseph E. Widener,François Lucas,1
243,Joseph E. Widener,Pierre-Jean Mariette,1
244,Joseph E. Widener,Marie-Therese Martinet,1
245,Joseph E. Widener,Christian von Mechel,1
246,Joseph E. Widener,Nicolas Mignard,1
247,Joseph E. Widener,Martin de Monchy,1
248,Joseph E. Widener,Mme.  de Monchy,1
249,Joseph E. Widener,Antoine Maxime Monsaldy,1
250,Joseph E. Widener,L.C. de Mormantelle,1
251,Joseph E. Widener,Nicolas François Regnault,5
252,Joseph E. Widener,Hyacinthe Rigaud,5
253,Joseph E. Widener,Jean Moyreau,1
254,Joseph E. Widener,Piat Joseph Sauvage,5
255,Joseph E. Widener,Marguerite Gérard,5
256,Joseph E. Widener,Monsieur Scarron,1
257,Joseph E. Widener,Carl Guttenberg,5
258,Joseph E. Widener,Medici Porcelain Factory,1
259,Joseph E. Widener,Lucas Faydherbe,1
260,Joseph E. Widener,Tuscan 14th Century,1
261,Joseph E. Widener,Scandinavian 13th Century,1
262,Joseph E. Widener,Rhenish 12th Century,1
263,Joseph E. Widener,John Boydell,1
264,Joseph E. Widener,Charles Colle,1
265,Joseph E. Widener,Antoinette du Ligier de La * Deshoulieres,1
266,Joseph E. Widener,Paul-Ulric Du Buisson,1
267,Joseph E. Widener,Desiderius Erasmus,1
268,Joseph E. Widener,M. Favart,1
269,Joseph E. Widener,Jean-Francois de La Harpe,1
270,Joseph E. Widener,Jean-Augustin Léveillé,1
271,Joseph E. Widener,Charles Francois Gabriel Levachez,1
272,Joseph E. Widener,French 13th Century,1
273,Joseph E. Widener,Charles Nicolas Varin,1
274,Joseph E. Widener,François-André Vincent,1
275,Joseph E. Widener,Joseph Vivien,1
276,Joseph E. Widener,Nicolas Vleughels,1
277,Joseph E. Widener,Guillaume Voiriot,1
278,Joseph E. Widener,Pierre Alexandre Wille,1
279,Joseph E. Widener,Master of the Triptych of Louis XII,1
280,Joseph E. Widener,Joseph Paul,1
281,Joseph E. Widener,Daniel Gardner,1
282,Joseph E. Widener,Guillaume-Philippe Benoist,1
283,Joseph E. Widener,Theocritus,1
284,Joseph E. Widener,Jean-Joseph Vade,1
285,Joseph E. Widener,Virgil,1
286,Joseph E. Widener,Voltaire,1
287,Joseph E. Widener,Venetian 14th Century,1
288,Joseph E. Widener,Roman 15th Century,1
289,Joseph E. Widener,Venetian 15th Century,1
290,Joseph E. Widener,Lombard 15th Century,1
291,Joseph E. Widener,Ferrarese 16th Century,1
292,Joseph E. Widener,Tuscan 16th Century,1
293,Joseph E. Widener,Giovanni Paolo Negroli,1
294,Joseph E. Widener,Roman 17th Century,1
295,Joseph E. Widener,Anonymous Flemish 15th Century,1
296,Joseph E. Widener,Jean Puget de La Serre,1
297,Joseph E. Widener,Andrea Sansovino,1
298,Joseph E. Widener,duc de François La Rochfoucauld,1
299,Joseph E. Widener,Barthelemy Imbert,1
300,Joseph E. Widener,Saracchi Workshop,1
301,Joseph E. Widener,French 20th Century,1
302,Joseph E. Widener,Willem Drost,1
303,Joseph E. Widener,Bernardo Rossellino,1
304,Joseph E. Widener,Francois-Antoine Aveline,1
305,Joseph E. Widener,Italian 20th Century,1
306,Joseph E. Widener,Juste Chevillet,7
307,Joseph E. Widener,Nicolas de Douai,1
308,Joseph E. Widener,Jacques d'Anchin,1
309,Joseph E. Widener,Jean-Louis Lemoyne,1
310,Joseph E. Widener,Master I.F.P.,1
311,Joseph E. Widener,Mino da Fiesole,1
312,Joseph E. Widener,Vincenzo Onofri,1
313,Joseph E. Widener,Guglielmo della Porta,1
314,Joseph E. Widener,Gerard David,6
315,Joseph E. Widener,Luca della Robbia,1
316,Joseph E. Widener,Titian,6
317,Joseph E. Widener,Lysippus Junior,6
318,Joseph E. Widener,Matteo de' Pasti,6
319,Joseph E. Widener,Philippe Louis Parizeau,6
320,Joseph E. Widener,Antonio Rossellino,1
321,Joseph E. Widener,Gabriel de Saint-Aubin,6
322,Joseph E. Widener,Dutch 17th Century,6
323,Joseph E. Widener,Jean-Francois Marmontel,6
324,Joseph E. Widener,Florentine 15th Century,6
325,Joseph E. Widener,Paduan 15th Century,6
326,Joseph E. Widener,Urbino district 16th Century,6
327,Joseph E. Widener,Nicolas Antoine Taunay,6
328,Joseph E. Widener,Jacques Couché,6
329,Joseph E. Widener,Étienne Ficquet,6
330,Joseph E. Widener,Pierre Paul Prud'hon,1
331,Joseph E. Widener,Abraham Girardet,6
332,Joseph E. Widener,Paulus Potter,1
333,Joseph E. Widener,Albrecht Dürer,1
334,Joseph E. Widener,Jacques Philippe Joseph de Saint-Quentin,4
335,Joseph E. Widener,Johann Liss,1
336,Joseph E. Widener,Simon Charles Miger,7
337,Joseph E. Widener,Nicolaes Maes,1
338,Joseph E. Widener,George Morland,1
339,Joseph E. Widener,Giovanni Battista Moroni,1
340,Joseph E. Widener,Bartolomé Esteban Murillo,1
341,Joseph E. Widener,Neroccio de' Landi,1
342,Joseph E. Widener,Adriaen van Ostade,1
343,Joseph E. Widener,Isack van Ostade,1
344,Joseph E. Widener,Jacques Bonnefoy,1
345,Joseph E. Widener,Pesellino,1
346,Joseph E. Widener,Benozzo Gozzoli,1
347,Joseph E. Widener,Giovanni Bellini,1
348,Joseph E. Widener,Bernardo Bellotto,1
349,Joseph E. Widener,Francesco Benaglio,1
350,Joseph E. Widener,Benvenuto di Giovanni,1
351,Joseph E. Widener,Paris Bordone,1
352,Joseph E. Widener,Agnolo Bronzino,1
353,Joseph E. Widener,Giuliano Bugiardini,1
354,Joseph E. Widener,Andrea del Castagno,1
355,Joseph E. Widener,Ridolfo Ghirlandaio,1
356,Joseph E. Widener,Jean Godefroy,6
357,Joseph E. Widener,Jacques Le Roy,6
358,Joseph E. Widener,Jean Charles Levasseur,6
359,Joseph E. Widener,Benedetto da Rovezzano,1
360,Joseph E. Widener,Giovanni Bologna,1
361,Joseph E. Widener,Caradosso Foppa,1
362,Joseph E. Widener,Clodion,1
363,Joseph E. Widener,Antoine Coysevox,1
364,Joseph E. Widener,Gianfrancesco Enzola,1
365,Joseph E. Widener,Francesco Casanova,1
366,Joseph E. Widener,Govaert Flinck,1
367,Joseph E. Widener,Sir Godfrey Kneller,1
368,Joseph E. Widener,Benoît-Louis Prévost,1
369,Joseph E. Widener,Simon Francois Ravenet I,1
370,Joseph E. Widener,Simon Jacques Rochard,1
371,Joseph E. Widener,Barthelemy Joseph Fulcran Roger,1
372,Joseph E. Widener,Louis Charles Ruotte,1
373,Joseph E. Widener,"Jean-Claude-Richard, Abbé de Saint-Non",1
374,Joseph E. Widener,Manuel Salvador Carmona,1
375,Joseph E. Widener,Johann Eleazar Schenau,1
376,Joseph E. Widener,English 13th Century,1
377,Joseph E. Widener,Spanish 14th Century,1
378,Joseph E. Widener,Beauvais Tapestry Factory,1
379,Joseph E. Widener,Spanish 16th Century,1
380,Joseph E. Widener,Antonio Abondio,1
381,Joseph E. Widener,James McNeill Whistler,1
382,Joseph E. Widener,Élisabeth Louise Vigée Le Brun,1
383,Joseph E. Widener,Jan Steen,1
384,Joseph E. Widener,Pierre Francois Martenasie,6
385,Joseph E. Widener,Pierre Etienne Moitte,6
386,Joseph E. Widener,Jacques-François-Joseph Saly,1
387,Joseph E. Widener,Jacopo Nizzola da Trezzo,1
388,Joseph E. Widener,Master AvB,1
389,Joseph E. Widener,Adriaen de Vries,1
390,Joseph E. Widener,Martin Carlin,1
391,Joseph E. Widener,Jean-Mathieu Chevallier,1
392,Joseph E. Widener,Martial Courteys,1
393,Joseph E. Widener,Guido Durantino of Urbino,1
394,Joseph E. Widener,Jacques de Nivelles,1
395,Joseph E. Widener,Pierre Migeon II,1
396,Joseph E. Widener,Jean I Penicaud,1
397,Joseph E. Widener,François Duquesnoy,1
398,Joseph E. Widener,Ambrogio de Predis,1
399,Joseph E. Widener,Etienne-Maurice Falconet,1
400,Joseph E. Widener,Vincenzo Danti,1
401,Joseph E. Widener,Sir Henry Raeburn,1
402,Joseph E. Widener,Raphael,1
403,Joseph E. Widener,Auguste Renoir,1
404,Joseph E. Widener,Jacob van Ruisdael,1
405,Joseph E. Widener,John Singer Sargent,1
406,Joseph E. Widener,Jean de Court,1
407,Joseph E. Widener,Johannes Vermeer,2
408,Joseph E. Widener,German 17th Century,11
409,Joseph E. Widener,Lodovico Ariosto,4
410,Joseph E. Widener,Chambolle-Duru,2
411,Joseph E. Widener,North Italian (Veneto) 16th Century,2
412,Joseph E. Widener,Master of the Martelli Mirror,2
413,Joseph E. Widener,Valerio Belli,3
414,Joseph E. Widener,Giovanni Bernardi,3
415,Joseph E. Widener,Jeanne Deny,3
416,Joseph E. Widener,Louise Le Doulceur,2
417,Joseph E. Widener,Louis-Claude Vassé,2
418,Joseph E. Widener,William Wynne Ryland,3
419,Joseph E. Widener,François Godefroy,21
420,Joseph E. Widener,Noël Pruneau,3
421,Joseph E. Widener,François Rabelais,3
422,Joseph E. Widener,Jean Racine,3
423,Joseph E. Widener,Restif de La Bretonne,3
424,Joseph E. Widener,comte de Louis-Elisabeth de La Vergne Tressan,3
425,Joseph E. Widener,Roman 16th Century,3
426,Joseph E. Widener,Italian 18th Century,3
427,Joseph E. Widener,André Dutertre,3
428,Joseph E. Widener,Nicolas-Gabriel Dupuis,3
429,Joseph E. Widener,Louis Fabritius Dubourg,3
430,Joseph E. Widener,Laurent Guyot,3
431,Joseph E. Widener,Heinrich Guttenberg,3
432,Joseph E. Widener,Louis-Claude Legrand,22
433,Joseph E. Widener,Jean Victor Dupin,2
434,Joseph E. Widener,E. Guersant,3
435,Joseph E. Widener,Pierre Laujon,3
436,Joseph E. Widener,Bernard Lépicié,22
437,Joseph E. Widener,Gian Paolo Pace,2
438,Joseph E. Widener,Jean-Baptiste-Louis Gresset,3
439,Joseph E. Widener,Pierre-François Cozette,4
440,Joseph E. Widener,Gubbio 16th Century,3
441,Joseph E. Widener,"Queen Marguerite, consort of Henry II",3
442,Joseph E. Widener,Jean-Henri Riesener,3
443,Joseph E. Widener,Jean Desforges,3
444,Joseph E. Widener,South Netherlandish 17th Century,2
445,Joseph E. Widener,Jean-Baptiste Oudry,3
446,Joseph E. Widener,Mantuan 16th Century,2
447,Joseph E. Widener,Louis Bosse,3
448,Joseph E. Widener,Balthasar Bernaerts,3
449,Joseph E. Widener,Milanese 16th Century,2
450,Joseph E. Widener,F. Coutellier,3
451,Joseph E. Widener,Emilian 16th Century,2
452,Joseph E. Widener,Pierre-Francois Courtois,3
453,Joseph E. Widener,Benoît Audran II,18
454,Joseph E. Widener,Etienne Claude Voysard,3
455,Joseph E. Widener,Etienne Jeaurat,18
456,Joseph E. Widener,François Voyez,3
457,Joseph E. Widener,Pierre-Alexandre Aveline,3
458,Joseph E. Widener,Jean-Louis Anselin,3
459,Joseph E. Widener,Nicolas Colibert,3
460,Joseph E. Widener,Richard Earlom,3
461,Joseph E. Widener,Bernard van Orley,3
462,Joseph E. Widener,Sir Joshua Reynolds,3
463,Joseph E. Widener,Italian 19th Century,2
464,Joseph E. Widener,Meindert Hobbema,3
465,Joseph E. Widener,Jacques-Joseph Coiny,20
466,Joseph E. Widener,Frans Hals,3
467,Joseph E. Widener,Jean-Jacques Flipart,20
468,Joseph E. Widener,Thomas Gainsborough,3
469,Joseph E. Widener,the Antique,2
470,Joseph E. Widener,Clément-Pierre Marillier,20
471,Joseph E. Widener,François-Hubert Drouais,3
472,Joseph E. Widener,Jean-Baptiste-Camille Corot,3
473,Joseph E. Widener,Louis Gerard Scotin,19
474,Joseph E. Widener,Claude Lorrain,3
475,Joseph E. Widener,Joseph Mallord William Turner,3
476,Joseph E. Widener,Vincenzo Andreoli,2
477,Joseph E. Widener,Painter of the Three Graces,2
478,Joseph E. Widener,Pierre Filloeul,3
479,Joseph E. Widener,Jacob Folkema,3
480,Joseph E. Widener,North French 13th Century,1
481,Joseph E. Widener,Indian 17th Century,1
482,Joseph E. Widener,Persian 17th Century,1
483,Joseph E. Widener,Parisian 19th Century,1
484,Joseph E. Widener,Freiburg-im-Breisgau 16th Century,1
485,Joseph E. Widener,Freiburg-im-Breisgau 17th Century,1
486,Joseph E. Widener,London 17th Century,1
487,Joseph E. Widener,Various Artists,160
488,Joseph E. Widener,Parisian 14th Century,1
489,Joseph E. Widener,Viguet,1
490,Joseph E. Widener,"Pillet, Paris, France",1
491,Joseph E. Widener,Italian 18th/19th Century,1
492,Joseph E. Widener,Alexandrian 2nd Century B.C.,1
493,Joseph E. Widener,Alexandrian 1st Century B.C.,1
494,Joseph E. Widener,Claude-Augustin Duflos,1
495,Joseph E. Widener,Charles Monnet,94
496,Joseph E. Widener,Rochard,1
497,Joseph E. Widener,Jean-Michel Moreau the Younger,168
498,Joseph E. Widener,Hubert François Gravelot,175
499,Joseph E. Widener,Lorieux,1
500,Joseph E. Widener,Pierre-Francois Berruer,1
501,Joseph E. Widener,Denis Charles Buldet,1
502,Joseph E. Widener,Marcelin Lortic,1
503,Joseph E. Widener,J. B. Martin,1
504,Joseph E. Widener,Guillaume-Francois-Roger Molé,1
505,Joseph E. Widener,Chinese Qing Dynasty,172
506,Joseph E. Widener,Lefebvre,1
507,Joseph E. Widener,Constantijn van Renesse,1
508,Joseph E. Widener,Nicolas Besnier,1
509,Joseph E. Widener,Jacques-Guillaume Legrand,1
510,Joseph E. Widener,Gottfried Eichler the Younger,1
511,Joseph E. Widener,Charles Eisen,190
512,Joseph E. Widener,Northwest Indian 17th Century,1
513,Joseph E. Widener,Arent van Bolten,1
514,Joseph E. Widener,Gobelins Tapestry Factory,17
515,Joseph E. Widener,Nicolas Delaunay,77
516,Joseph E. Widener,Italian 16th Century,61
517,Joseph E. Widener,Jean-François Janinet,34
518,Joseph E. Widener,Antoine-Jean Duclos,34
519,Joseph E. Widener,Louis-Joseph Masquelier,34
520,Joseph E. Widener,Rembrandt van Rijn,33
521,Joseph E. Widener,Nicolas Ponce,31
522,Joseph E. Widener,Louis-Joseph Lefevre,28
523,Joseph E. Widener,French 18th Century,36
524,Joseph E. Widener,Charles-Nicolas Cochin II,28
525,Joseph E. Widener,Gerard Rene Le Vilain,3
526,Joseph E. Widener,Auguste-Claude-Simon Legrand,3
527,Joseph E. Widener,Louis Le Coeur,3
528,Joseph E. Widener,Louis Michel Van Loo,3
529,Joseph E. Widener,Francois-Nicolas Martinet,3
530,Joseph E. Widener,Jean-Baptiste Mallet,3
531,Joseph E. Widener,Jean-Charles Baquoy,27
532,Joseph E. Widener,Noël Le Mire,67
533,Joseph E. Widener,Philibert-Louis Debucourt,36
534,Joseph E. Widener,Emmanuel Jean Nepomucène de Ghendt,38
535,Joseph E. Widener,Jean Honoré Fragonard,54
536,Joseph E. Widener,Nicolas Lavreince,54
537,Joseph E. Widener,Jean-Baptiste Joseph Pater,52
538,Joseph E. Widener,Brion de la Tour,50
539,Joseph E. Widener,Augustin de Saint-Aubin,49
540,Joseph E. Widener,Joseph de Longueil,49
541,Joseph E. Widener,Anonymous Artist,36
542,Joseph E. Widener,Pierre-Antoine Baudouin,47
543,Joseph E. Widener,François Denis Née,43
544,Joseph E. Widener,Jean Jacques Le Veau,43
545,Joseph E. Widener,François Boucher,41
546,Joseph E. Widener,Pierre Louis de Surugue,39
547,Joseph E. Widener,Pierre-Philippe Choffard,39
548,Joseph E. Widener,Jean Massard,38
549,Joseph E. Widener,Jean-Baptiste Blaise Simonet,47
550,Joseph E. Widener,Italian 17th Century,2
