,target,source,value
543,Gemini G.E.L.,Edward Koterba,6
544,Gemini G.E.L.,Raul Mendez,4
545,Gemini G.E.L.,Alan Holoubek,32
546,Gemini G.E.L.,Ann Johnston,3
547,Gemini G.E.L.,Bruce Lowney,6
548,Gemini G.E.L.,Rosamund Felsen,6
549,Gemini G.E.L.,Julie McPherson,6
550,Gemini G.E.L.,David Hockney,64
551,Gemini G.E.L.,Krystine Graziano,46
552,Gemini G.E.L.,Richard Diebenkorn,8
553,Gemini G.E.L.,Sam Francis,44
554,Gemini G.E.L.,Doris Simmelink,46
555,Gemini G.E.L.,Kenneth Farley,63
556,Gemini G.E.L.,Daniel Freeman,47
557,Gemini G.E.L.,William Crutchfield,11
558,Gemini G.E.L.,Wayne Bryan,5
559,Gemini G.E.L.,Diana Kingsley,10
560,Gemini G.E.L.,Herbert Tomkins,3
561,Gemini G.E.L.,Pete Hoefer,3
562,Gemini G.E.L.,Josef Albers,9
563,Gemini G.E.L.,Claes Oldenburg,52
564,Gemini G.E.L.,Jeff Wasserman,66
565,Gemini G.E.L.,Ron Olds,41
566,Gemini G.E.L.,Paul Clinton,5
567,Gemini G.E.L.,Ed Ruscha,9
568,Gemini G.E.L.,Keith Sonnier,9
569,Gemini G.E.L.,Brent Kadlatz,9
570,Gemini G.E.L.,Dan Flavin,9
571,Gemini G.E.L.,Joe Goode,9
572,Gemini G.E.L.,Robbin Geiger,9
573,Gemini G.E.L.,Photo Impact,9
574,Gemini G.E.L.,Donald Saff,13
575,Gemini G.E.L.,Keysor-Century Records,3
576,Gemini G.E.L.,Wayne Nielsen,3
577,Gemini G.E.L.,Ronald Davis,37
578,Gemini G.E.L.,Robert Knisel,49
579,Gemini G.E.L.,Larry Krueger,13
580,Gemini G.E.L.,Robert Motherwell,10
581,Gemini G.E.L.,Edward Kienholz,10
582,Gemini G.E.L.,Mineo Mizuno,10
583,Gemini G.E.L.,George Holzer,5
584,Gemini G.E.L.,Frank Stella,62
585,Gemini G.E.L.,Sarabhai Family,4
586,Gemini G.E.L.,Raul Guerrero,3
587,Gemini G.E.L.,Martin Klein,8
588,Gemini G.E.L.,Robert Dressen,12
589,Gemini G.E.L.,Christine Fox,41
590,Gemini G.E.L.,Chuck DeLong,5
591,Gemini G.E.L.,Hope Weiss,8
592,Gemini G.E.L.,Vija Celmins,10
593,Gemini G.E.L.,John Diniakos,5
594,Gemini G.E.L.,Brad Read,6
595,Gemini G.E.L.,Yasutoshi Ishibashi,8
596,Gemini G.E.L.,John Carlson,14
597,Gemini G.E.L.,Elizabeth Mahoney,6
598,Gemini G.E.L.,Nancy Brett,14
599,Gemini G.E.L.,Graphicstudio,5
600,Gemini G.E.L.,Ron McPherson,125
601,Gemini G.E.L.,Mark Stock,92
602,Gemini G.E.L.,Jasper Johns,137
603,Gemini G.E.L.,George Page,16
604,Gemini G.E.L.,Jeff Sanders,16
605,Gemini G.E.L.,Graphic Press,3
606,Gemini G.E.L.,Philip Guston,25
607,Gemini G.E.L.,Paul Drake,6
608,Gemini G.E.L.,Bruce Porter,3
609,Gemini G.E.L.,Anthony Zepeda,176
610,Gemini G.E.L.,Serge Lozingot,180
611,Gemini G.E.L.,Sidney B. Felsen,6
612,Gemini G.E.L.,Marie Porter,6
613,Gemini G.E.L.,Patrick Foy,22
614,Gemini G.E.L.,James McGowan,20
615,Gemini G.E.L.,Fred Genis,6
616,Gemini G.E.L.,Dorothea Rockburne,3
617,Gemini G.E.L.,Timothy Isham,17
618,Gemini G.E.L.,Kenneth Herrand,7
619,Gemini G.E.L.,Mark di Suvero,7
620,Gemini G.E.L.,James Rosenquist,18
621,Gemini G.E.L.,Malcolm Morley,7
622,Gemini G.E.L.,Octavio Pereira,7
623,Gemini G.E.L.,Robert Rauschenberg,115
624,Gemini G.E.L.,Peter Carlson,23
625,Gemini G.E.L.,Dan Gualdoni,18
626,Gemini G.E.L.,Christopher Rauschenberg,7
627,Gemini G.E.L.,Kieth Stevens,7
628,Gemini G.E.L.,James Webb,112
629,Gemini G.E.L.,Lloyd Baggs,7
630,Gemini G.E.L.,Gary Reams,23
631,Gemini G.E.L.,Richard Hammond,24
632,Gemini G.E.L.,Richard Ewen,14
633,Gemini G.E.L.,Jonathan Borofsky,19
634,Gemini G.E.L.,Bruce Nauman,17
635,Gemini G.E.L.,Nancy Reddin Kienholz,5
636,Gemini G.E.L.,Richard Serra,23
637,Gemini G.E.L.,Stuart Henderson,26
638,Gemini G.E.L.,Donna Rae Hirt,7
639,Gemini G.E.L.,James Reid,83
640,Gemini G.E.L.,William Padien,8
641,Gemini G.E.L.,Charles Ritt,82
642,Gemini G.E.L.,Roy Lichtenstein,81
643,Gemini G.E.L.,Susan Rothenberg,4
644,Gemini G.E.L.,Marius Péraudeau,10
645,Gemini G.E.L.,Ron Adams,28
646,Gemini G.E.L.,Jacob Samuel,21
647,Gemini G.E.L.,Victor Schiro,3
648,Gemini G.E.L.,John Dill,3
649,Gemini G.E.L.,Barbara Thomason,22
650,Gemini G.E.L.,Man Ray,3
651,Gemini G.E.L.,Mr. and Mrs. Stanley Grinstein,6
652,Gemini G.E.L.,Wallace Berman,14
653,Gemini G.E.L.,Sarah Todd,22
654,Gemini G.E.L.,Ken Price,4
655,Gemini G.E.L.,Andrew Vlady,15
656,Gemini G.E.L.,Sharon Cox,4
657,Gemini G.E.L.,Kevin Kennedy,29
658,Gemini G.E.L.,Robert Graham,15
659,Gemini G.E.L.,Ellsworth Kelly,81
660,Gemini G.E.L.,Nancy Jones,5
661,Gemini G.E.L.,Richard Wilke,21
662,Gemini G.E.L.,Chris Sukimoto,69
663,Gemini G.E.L.,Gemini G.E.L.,1005
664,Gemini G.E.L.,Blair Litho,15
665,Gemini G.E.L.,Michelle Ries,3
666,Gemini G.E.L.,John Roberts,8
667,Gemini G.E.L.,Totti D'Angelo,5
668,Gemini G.E.L.,Richard Garst,28
669,George and Frances Armour Foundation,Donn Steward,7
670,George and Frances Armour Foundation,Lee Bontecou,7
671,George and Frances Armour Foundation,Universal Limited Art Editions,7
672,Gerald Cerny,Jaroslav Kaiser,7
673,Gerald Cerny,Pavel Nesleha,3
674,Gerald Cerny,Václav Zykmund,8
675,"Gerhard E. Pinkus and Marianne Pinkus Trustees of the Community Trust created under the Gerhard E. Pinkus and Marianne Pinkus inter, vivos Trust Agreement, dated 10/28/97",Marc Chagall,22
676,Glenstone,Jasper Johns,543
677,Glenstone,Aldo Crommelynck,252
678,Glenstone,Andy Warhol,3
679,Glenstone,Gemini G.E.L.,167
680,Glenstone,Barbara Thomason,19
681,Glenstone,Anthony Zepeda,41
682,Glenstone,Giovanni Anselmo,3
683,Glenstone,Thomas A. Cox,21
684,Glenstone,Edward Henderson,21
685,Glenstone,Petersburg Press,254
686,Glenstone,Fequet et Baudier,3
687,Glenstone,Keith Brintzenhofe,21
688,Glenstone,Hans Haacke,3
689,Glenstone,Mark Stock,28
690,Glenstone,James V. Smith,87
691,Glenstone,Bill Goldston,87
692,Glenstone,Universal Limited Art Editions,88
693,Glenstone,Ron McPherson,39
694,Glenstone,Christine Fox,6
695,Glenstone,Kenjiro Nonaka,16
696,Glenstone,Hiroshi Kawanishi,16
697,Glenstone,James Webb,51
698,Glenstone,Christian Boltanski,7
699,Glenstone,Charles Ritt,49
700,Glenstone,Serge Lozingot,97
701,Glenstone,Takeshi Shimada,15
702,Glenstone,Daniel Freeman,15
703,Glenstone,Victor Schiro,18
704,Glenstone,James Reid,4
705,Glenstone,Simca Print Artists,14
706,Glenstone,Chris Sukimoto,15
707,Graphicstudio,Rauschenberg Overseas Culture Interchange,3
708,Graphicstudio,Patrick Foy,11
709,Graphicstudio,Robert Gordy,14
710,Graphicstudio,Arakawa,10
711,Graphicstudio,James Rosenquist,9
712,Graphicstudio,Chuck Close,6
713,Graphicstudio,Robert Rauschenberg,39
714,Graphicstudio,Greg Burnet,9
715,Graphicstudio,Vito Acconci,51
716,Graphicstudio,Philip Pearlstein,24
717,Graphicstudio,Robert Fichter,3
718,Graphicstudio,Sandro Chia,3
719,Graphicstudio,Graphicstudio,163
720,Graphicstudio,Jim Dine,17
721,Graphicstudio,Mark Stock,4
722,Graphicstudio,Robert Mapplethorpe,7
723,Gregory and Aline Gooding,Ursula Schulz-Dornburg,42
724,Gregory and Aline Gooding,Barbara Kasten,6
725,Harry Callahan,Harry Callahan,13
726,Heather and Tony Podesta,Francesca Woodman,3
727,Heather and Tony Podesta,"Atelier Laage, Ramatuelle, FR",11
728,Heather and Tony Podesta,Guy de Cointet,13
729,Heather and Tony Podesta,Ann Hamilton,12
730,Herbert and Paula Molner,Blythe Bohnen,15
731,Herr Wolfgang Wittrock,"Peter Blum Gallery/Blumarts, Inc.",3
732,Herr Wolfgang Wittrock,Sigmar Polke,5
733,Herr Wolfgang Wittrock,Francois Lafranca,3
734,Herr Wolfgang Wittrock,Gerhard Richter,10
735,Herr Wolfgang Wittrock,Felix Droese,3
736,Herr Wolfgang Wittrock,A.R. Penck,9
737,Ingrid Rose,Reclam Verlag,8
738,Irving Penn,Irving Penn,46
739,Jack Stern,David Vestal,8
740,Jacob Kainen,Tadeusz Lapinski,3
741,Jacob Kainen,James Lesesne Wells,3
742,Jacob Kainen,Wolfgang Gäfgen,4
743,Jacob Kainen,Ming Wang,4
744,Jacob Kainen,Stanley William Hayter,6
745,"James Castle Collection and Archive, LP",James Castle,64
746,James Rosenquist,James Rosenquist,9
747,James Rosenquist,Graphicstudio,9
748,Jane Haslem Gallery,Julian Stanczak,4
749,Jane P. Watkins,Sean Scully,12
750,Jay Finkel,Leonard Baskin,91
751,Jay Finkel,Gehenna Press,36
752,Jay Finkel,Kennedy Galleries,3
753,Jay Finkel,Delphic Arts,5
754,Jay Finkel,Jack Levine,3
755,Jeffrey Fraenkel and Alan Mark,Robert Adams,33
756,Jeffrey Hugh Newman,Dave Heath,3
757,Jenny Holzer Studio,Jenny Holzer,12
758,Jim Dine,Jim Dine,113
759,Jim Dine,Graphicstudio,20
760,Joanne Leonard,Joanne Leonard,31
761,John Randolph Carter,John Randolph Carter,9
762,John Randolph Carter,Kelpra Studio,9
763,John Wilson,John Wilson,5
764,Jonathan Borofsky,Gemini G.E.L.,7
765,Jonathan Borofsky,Jonathan Borofsky,7
766,Jonathan Borofsky,Kenneth Farley,3
767,Jonathan Borofsky,Ron McPherson,3
768,"Joseph H. Hazen Foundation, Inc.",Oskar Kokoschka,7
769,Joseph M. Cohen,Lee Friedlander,8
770,Joshua P. Smith,Valter Rossi,6
771,Joshua P. Smith,Louisa Chase,9
772,Joshua P. Smith,Tom Marioni,9
773,Joshua P. Smith,Edda Renouf,9
774,Joshua P. Smith,Simmelink/Sukimoto Editions,9
775,Joshua P. Smith,Miguel Cervantes,12
776,Joshua P. Smith,Dennis Kardon,3
777,Joshua P. Smith,Rolf Winnewisser,6
778,Joshua P. Smith,Michael Byron,7
779,Joshua P. Smith,Jürgen Partenheimer,13
780,Joshua P. Smith,Gustav Kluge,13
781,Joshua P. Smith,Lewis Baltz,14
782,Joshua P. Smith,Enzo Cucchi,6
783,Joshua P. Smith,Richard Diebenkorn,3
784,Joshua P. Smith,David Storey,5
785,Joshua P. Smith,Eleonora Rossi,6
786,Joshua P. Smith,Crown Point Press,17
787,Joshua P. Smith,Donna Shulman,7
788,Joshua P. Smith,Judith Solodkin,3
789,Joshua P. Smith,Michael Hafftka,5
790,Joshua P. Smith,Michael Heindorff,4
791,Joshua P. Smith,Franz Hitzler,3
792,Joshua P. Smith,Niels Borch Jensen,20
793,Joshua P. Smith,Felix Harlan,8
794,Joshua P. Smith,Troels Wörsel,20
795,Joshua P. Smith,Carol Weaver,8
796,Joshua P. Smith,Doris Simmelink,8
797,Joshua P. Smith,Dieter Appelt,8
798,Judith Walsh,Various Artists,6
799,June Wayne,Judy Chicago,7
800,June Wayne,Tamarind Institute,94
801,June Wayne,Charles White,5
802,June Wayne,James Allen,4
803,June Wayne,George McNeil,5
804,June Wayne,George Rickey,6
805,June Wayne,Pierre Clerk,4
806,June Wayne,Michelle Stuart,7
807,June Wayne,Roy De Forest,7
808,June Wayne,Nathan Oliveira,7
809,June Wayne,David Richard Smyth,7
810,June Wayne,June Wayne,22
811,June Wayne,William Dole,11
812,June Wayne,Samia Asaad Halaby,6
813,June Wayne,Jay McCafferty,4
814,June Wayne,Richard John Haas,3
815,June Wayne,Elaine de Kooning,12
816,June Wayne,John Sommers,3
817,June Wayne,Cheryl Olsen Bowers,8
818,June Wayne,Cirrus Editions,4
819,June Wayne,Emerson Woelffer,8
820,June Wayne,Garo Antreasian,3
821,June Wayne,Matsumi Kanemitsu,13
822,June Wayne,Leonard Lehrer,10
823,Kathan Brown,Tom Holland,8
824,Kathan Brown,Crown Point Press,410
825,Kathan Brown,Robert Barry,14
826,Kathan Brown,Hamish Fulton,4
827,Kathan Brown,Doris Simmelink,6
828,Kathan Brown,Robert Hudson,4
829,Kathan Brown,Pat Steir,20
830,Kathan Brown,Richard Smith,4
831,Kathan Brown,Dan Flavin,20
832,Kathan Brown,Marcia Bartholme,4
833,Kathan Brown,Joel Fisher,4
834,Kathan Brown,Bertrand Lavier,3
835,Kathan Brown,John Slivon,9
836,Kathan Brown,Joan Jonas,13
837,Kathan Brown,Lilah Toland,11
838,Kathan Brown,Tom Marioni,13
839,Kathan Brown,John Cage,57
840,Kathan Brown,Al Held,8
841,Kathan Brown,June Lambla,35
842,Kathan Brown,Italo Scanga,10
843,Kathan Brown,William T. Wiley,7
844,Kathan Brown,Bryan Hunt,3
845,Kathan Brown,Peter Pettengill,42
846,Kathan Brown,Robert Bechtle,5
847,Kathan Brown,William Brice,7
848,Kathan Brown,Iain Baxter,5
849,Kathan Brown,Chuck Close,6
850,Kathan Brown,Shoichi Ida,30
851,Kathan Brown,Sherrie Levine,5
852,Kathan Brown,Alex Katz,5
853,Kathan Brown,Lawrence J. Hamlin,3
854,Kathan Brown,David True,5
855,Kathan Brown,Francesco Clemente,25
856,Kathan Brown,Günter Brus,4
857,Kathan Brown,Hidekatsu Takada,44
858,Kathan Brown,Stephen Thomas,12
859,Kathan Brown,Vito Acconci,32
860,Kathan Brown,Ed Ruscha,5
861,Kathan Brown,Robert Kushner,39
862,Kathan Brown,Joyce Kozloff,4
863,Kathan Brown,Sol LeWitt,40
864,Kathan Brown,Renee Bott,3
865,Kathan Brown,Richard Diebenkorn,3
866,Kathan Brown,Elaine de Kooning,12
867,Kathan Brown,Wayne Thiebaud,9
868,Keith Anden Achepohl,Keith Anden Achepohl,6
869,Ken Hakuta,Nam June Paik,13
870,"Kohler Foundation, Inc.",Barbara Rossi,4
871,Lee and Maria Friedlander,Lee Friedlander,20
872,Lee and Maria Friedlander,Manuel Álvarez Bravo,3
873,Lee and Maria Friedlander,Garry Winogrand,13
874,Leon Polk Smith Foundation,Leon Polk Smith,5
875,Leonard Vernon,Max Yavno,4
876,Lessing Julius Rosenwald,John Henry Rock,7
877,Lessing Julius Rosenwald,Sheigla Hartman,3
878,Lessing Julius Rosenwald,Marko Spalatin,26
879,Lessing Julius Rosenwald,Fred Cain,6
880,Lessing Julius Rosenwald,Peter Lipman-Wulf,25
881,Lessing Julius Rosenwald,Stanley William Hayter,3
882,Lessing Julius Rosenwald,Louise Nevelson,26
883,Lessing Julius Rosenwald,John D. McLaughlin,15
884,Lessing Julius Rosenwald,Claire Van Vliet,15
885,Lessing Julius Rosenwald,Robert Allan Cale,15
886,Lessing Julius Rosenwald,Misch Kohn,3
887,Lessing Julius Rosenwald,Frank Wright,16
888,Lessing Julius Rosenwald,Bohuslav Horak,3
889,Lessing Julius Rosenwald,Jason Leese,21
890,Lessing Julius Rosenwald,Leonard Lehrer,21
891,Lessing Julius Rosenwald,Larry Spaid,3
892,Lessing Julius Rosenwald,Karl Schrag,22
893,Lessing Julius Rosenwald,Peter Takal,22
894,Lessing Julius Rosenwald,Helen Siegl,3
895,Lessing Julius Rosenwald,Ben Shahn,3
896,Lessing Julius Rosenwald,John Hultberg,20
897,Lessing Julius Rosenwald,Galleria Schwarz,20
898,Lessing Julius Rosenwald,Leonard Baskin,7
899,Lessing Julius Rosenwald,Alfred Bendiner,7
900,Lessing Julius Rosenwald,Colin Connor,5
901,Lessing Julius Rosenwald,Jean Charlot,3
902,Lessing Julius Rosenwald,Kyu-Baik Hwang,5
903,Lessing Julius Rosenwald,John Dowell,23
904,Lessing Julius Rosenwald,Ansei Uchima,5
905,Lessing Julius Rosenwald,Henry Moore,5
906,Lessing Julius Rosenwald,Paolo Boni,19
907,Lessing Julius Rosenwald,Associated American Artists,5
908,Lessing Julius Rosenwald,Mordecai Moreh,5
909,Lessing Julius Rosenwald,Ruth Fine,5
910,Lessing Julius Rosenwald,Sid Hammer,18
911,Lessing Julius Rosenwald,Terry Haass,24
912,Lessing Julius Rosenwald,Richard John Haas,3
913,Lessing Julius Rosenwald,Elaine Breiger,3
914,Lessing Julius Rosenwald,Marc Chagall,3
915,Lessing Julius Rosenwald,Gianni Cacciarini,3
916,Lessing Julius Rosenwald,Chaim Goldberg,3
917,Lessing Julius Rosenwald,Matt Phillips,5
918,Lessing Julius Rosenwald,Tadeusz Lapinski,4
919,Lessing Julius Rosenwald,Valerie Thornton,4
920,Lessing Julius Rosenwald,Diane Conard MacDermott,14
921,Lessing Julius Rosenwald,The Meriden Gravure Company,44
922,Lessing Julius Rosenwald,Dante Alighieri,44
923,Lessing Julius Rosenwald,Jerome Kaplan,13
924,Lessing Julius Rosenwald,Moishe Smith,10
925,Lessing Julius Rosenwald,Mario Avati,9
926,Lessing Julius Rosenwald,John Ciardi,44
927,Lessing Julius Rosenwald,Rudy Pozzatti,44
928,Lessing Julius Rosenwald,Aris Koutroulis,9
929,Lessing Julius Rosenwald,Ronald Netsky,9
930,Lessing Julius Rosenwald,Murray Zimiles,11
931,Lessing Julius Rosenwald,Haku Maki,3
932,Lessing Julius Rosenwald,Joan Rosenwald Scott,4
933,Lessing Julius Rosenwald,George Bunker,4
934,Lessing Julius Rosenwald,Ann Brunskill,9
935,Lessing Julius Rosenwald,Burton Wasserman,4
936,Lessing Julius Rosenwald,Connie Benham,4
937,Lessing Julius Rosenwald,Mark Karnes,6
938,Lessing Julius Rosenwald,Imre Reiner,14
939,Lessing Julius Rosenwald,Wallace Bradstreet Putnam,12
940,Lessing Julius Rosenwald,Rico Lebrun,44
941,Lessing Julius Rosenwald,Atelier Georges Leblanc,3
942,Lessing Julius Rosenwald,Hector Saunier,3
943,Lessing Julius Rosenwald,Tony Rosati,3
944,Lessing Julius Rosenwald,James McGarrell,6
945,Lessing Julius Rosenwald,David MacDermott,14
946,Lessing Julius Rosenwald,Kanthos Press,44
947,Lessing Julius Rosenwald,Donald Carlisle Greason,6
948,Lessing Julius Rosenwald,Avon Neal,45
949,Lessing Julius Rosenwald,Barry Lewis,8
950,Lessing Julius Rosenwald,Tamarind Institute,68
951,Lessing Julius Rosenwald,John Paul Jones,6
952,Lessing Julius Rosenwald,Bernard Greenwald,4
953,Lessing Julius Rosenwald,Fritz Eichenberg,11
954,Lessing Julius Rosenwald,Benton Spruance,71
955,Lessing Julius Rosenwald,Phillip Fike,11
956,Lessing Julius Rosenwald,Sam Francis,11
957,Lessing Julius Rosenwald,"Wilford Wayne Kimball, Jr.",3
958,Lessing Julius Rosenwald,Ann Parker,45
959,Lessing Julius Rosenwald,Jay Moon,14
960,Lessing Julius Rosenwald,Harry Hoehn,8
961,Lessing Julius Rosenwald,Albert Edgar Yersin,10
962,Lessing Julius Rosenwald,Arthur L. Flory,73
963,Lila Acheson Wallace National Gallery of Art Fund,Cy Twombly,3
964,Lou Stovall,Robert Adams,13
965,Lynn K. Altman,Alexander Calder,3
966,Lynn K. Altman,Robert Motherwell,3
967,Malcolm Rice,Malcolm Rice,4
968,Mark Ruwedel,John Divola,10
969,Mark Stock,Mark Stock,5
970,Mark Stock,Graphicstudio,4
971,Marvin Hoshino,Helen Levitt,4
972,Mary Robinson,Robert Adams,3
973,Maryland Institute College of Art,Raoul Middleman,13
974,Michael and Jane Wilson,Bruce Davidson,48
975,Miriam Schapiro,Miriam Schapiro,11
976,Mobil Corporation,Styria Studio,7
977,Mobil Corporation,APC Editions,13
978,Mr. Charles Parkhurst,Sirocco Screenprints,11
979,Mr. Charles Parkhurst,Ives-Sillman,11
980,Mr. Charles Parkhurst,Josef Albers,11
981,Mr. Cornelius Van Schaak Roosevelt,M.C. Escher,20
982,Mr. David Mahoney,Mike Mandel,55
983,Mr. Eric Ceputis,Lynne Cohen,4
984,Mr. George Erion,Joan Miró,3
985,Mr. George Stephanopoulos,Thomas Barrow,5
986,Mr. George Stephanopoulos,Garry Winogrand,3
987,Mr. John L. Eastman,M. Knoedler & Company,17
988,Mr. John L. Eastman,Willem de Kooning,21
989,Mr. John L. Eastman,Xavier Fourcade Gallery,4
990,Mr. John L. Eastman,Hollander Graphic Workshop,21
991,Mr. John Simmons,Roy Lichtenstein,3
992,Mr. Larry Dale Arnold,Rudy Pozzatti,5
993,Mr. Lawrence D. Hite,Bill Brandt,4
994,Mr. Lawrence Zicklin,Dayton's Gallery 12,46
995,Mr. Lawrence Zicklin,Styria Studio,46
996,Mr. Lawrence Zicklin,Robert Rauschenberg,46
997,Mr. Lawrence Zicklin,Castelli Graphics,46
998,Mr. Lee Lozowick,Louis Lozowick,5
999,Mr. Lee V. Eastman,Xavier Fourcade Gallery,4
1000,Mr. Lee V. Eastman,M. Knoedler & Company,17
1001,Mr. Lee V. Eastman,Willem de Kooning,21
1002,Mr. Lee V. Eastman,Hollander Graphic Workshop,21
1003,Mr. Lloyd Rigler,Ed Hamilton,14
1004,Mr. Lloyd Rigler,Tamarind Institute,26
1005,Mr. Lloyd Rigler,June Wayne,36
1006,Mr. Marc Freidus,Robert Fichter,14
1007,Mr. Merrill C. Berman,Joseph Beuys,11
1008,Mr. Neal Turtell,"Griffelkunstvereinigung, Hamburg",7
1009,Mr. Neal Turtell,Robert Ryman,7
1010,Mr. Neal Turtell,Lee Funderburg,10
1011,Mr. Neal Turtell,Universal Limited Art Editions,5
1012,Mr. Neal Turtell,James Rosenquist,5
1013,Mr. Neal Turtell,Jim Dine,3
1014,Mr. Neal Turtell,Robert Motherwell,4
1015,Mr. Neal Turtell,Roger Campbell,9
1016,Mr. Neal Turtell,Tyler Graphics Ltd.,20
1017,Mr. Neal Turtell,Fred Sandback,8
1018,Mr. Neal Turtell,Kathan Brown,5
1019,Mr. Neal Turtell,"Pyramid Arts, Ltd.",6
1020,Mr. Neal Turtell,Mel Bochner,6
1021,Mr. Neal Turtell,Joan Mitchell,5
1022,Mr. Neal Turtell,Parasol Press,12
1023,Mr. Neal Turtell,Crown Point Press,12
1024,Mr. Neal Turtell,Ed Ruscha,12
1025,Mr. Peter M. Brant,Styria Studio,10
1026,Mr. Peter M. Brant,Studio Heinrici,20
1027,Mr. Peter M. Brant,Castelli Graphics,30
1028,Mr. Peter M. Brant,Andy Warhol,30
1029,Mr. Raphael Bernstein,Mary Frank,8
1030,Mr. Raphael Bernstein,Alex Katz,4
1031,Mr. Robert B. Menschel,LIGHT Gallery,5
1032,Mr. Robert B. Menschel,Minor White,6
1033,Mr. Robert B. Menschel,Aaron Siskind,14
1034,Mr. William M. Speiller,Gemini G.E.L.,4
1035,Mr. William M. Speiller,Jasper Johns,4
1036,Mr. William M. Speiller,Richard Hamilton,17
1037,Mr. William M. Speiller,Petersburg Press,6
1038,Mr. William M. Speiller,Kelpra Studio,5
1039,Mr. and Mrs. Benjamin B. Smith,Arthur Secunda,4
1040,Mr. and Mrs. Benjamin B. Smith,Erwin Erickson,4
1041,Mr. and Mrs. Benjamin B. Smith,Enrique E. Montenegro,4
1042,Mr. and Mrs. Benjamin B. Smith,Wendell Black,5
1043,Mr. and Mrs. Benjamin B. Smith,Kenjilo Nanao,5
1044,Mr. and Mrs. Benjamin B. Smith,Anthony Ko,4
1045,Mr. and Mrs. Benjamin B. Smith,Charles White,5
1046,Mr. and Mrs. Benjamin B. Smith,Mario Avati,4
1047,Mr. and Mrs. Benjamin B. Smith,William Turnbull,6
1048,Mr. and Mrs. Benjamin B. Smith,Jules Engel,4
1049,Mr. and Mrs. Benjamin B. Smith,Thomas H. Minkler,4
1050,Mr. and Mrs. Benjamin B. Smith,Tamarind Institute,1947
1051,Mr. and Mrs. Benjamin B. Smith,Robert Partin,6
1052,Mr. and Mrs. Benjamin B. Smith,Gabriel Kohn,17
1053,Mr. and Mrs. Benjamin B. Smith,Sonia Gechtoff,17
1054,Mr. and Mrs. Benjamin B. Smith,Kinji Akagawa,18
1055,Mr. and Mrs. Benjamin B. Smith,Paul Harris,18
1056,Mr. and Mrs. Benjamin B. Smith,Ed Ruscha,19
1057,Mr. and Mrs. Benjamin B. Smith,Nicholas Krushenick,19
1058,Mr. and Mrs. Benjamin B. Smith,Ernst Van Leyden,19
1059,Mr. and Mrs. Benjamin B. Smith,Hitoshi Takatsuki,19
1060,Mr. and Mrs. Benjamin B. Smith,Dick Wray,20
1061,Mr. and Mrs. Benjamin B. Smith,Eugene Larkin,6
1062,Mr. and Mrs. Benjamin B. Smith,Masuo Ikeda,20
1063,Mr. and Mrs. Benjamin B. Smith,Alfred Jensen,20
1064,Mr. and Mrs. Benjamin B. Smith,Herbert Bayer,20
1065,Mr. and Mrs. Benjamin B. Smith,Josef Albers,20
1066,Mr. and Mrs. Benjamin B. Smith,George Sugarman,21
1067,Mr. and Mrs. Benjamin B. Smith,Leon Polk Smith,16
1068,Mr. and Mrs. Benjamin B. Smith,Gio Pomodoro,16
1069,Mr. and Mrs. Benjamin B. Smith,Ed Moses,16
1070,Mr. and Mrs. Benjamin B. Smith,Robert Cremean,16
1071,Mr. and Mrs. Benjamin B. Smith,William Pettet,12
1072,Mr. and Mrs. Benjamin B. Smith,Donald Kelley,13
1073,Mr. and Mrs. Benjamin B. Smith,Maurice Sánchez,13
1074,Mr. and Mrs. Benjamin B. Smith,Clifford Smith,13
1075,Mr. and Mrs. Benjamin B. Smith,Sam Francis,14
1076,Mr. and Mrs. Benjamin B. Smith,Aris Koutroulis,14
1077,Mr. and Mrs. Benjamin B. Smith,Allen Jones,14
1078,Mr. and Mrs. Benjamin B. Smith,Irene Siegel,21
1079,Mr. and Mrs. Benjamin B. Smith,Burhan Cahit Dogancay,14
1080,Mr. and Mrs. Benjamin B. Smith,Karl Kasten,15
1081,Mr. and Mrs. Benjamin B. Smith,Paul Henry Brach,15
1082,Mr. and Mrs. Benjamin B. Smith,Hugo Weber,15
1083,Mr. and Mrs. Benjamin B. Smith,Walasse Ting,15
1084,Mr. and Mrs. Benjamin B. Smith,Anthony Stoeveken,15
1085,Mr. and Mrs. Benjamin B. Smith,James Kelly,15
1086,Mr. and Mrs. Benjamin B. Smith,John Grillo,16
1087,Mr. and Mrs. Benjamin B. Smith,Nathan Oliveira,14
1088,Mr. and Mrs. Benjamin B. Smith,Bruce Conner,12
1089,Mr. and Mrs. Benjamin B. Smith,Henry C. Pearson,21
1090,Mr. and Mrs. Benjamin B. Smith,Salvador Bru,22
1091,Mr. and Mrs. Benjamin B. Smith,Frank Lobdell,33
1092,Mr. and Mrs. Benjamin B. Smith,Michael Mazur,33
1093,Mr. and Mrs. Benjamin B. Smith,James Strombotne,33
1094,Mr. and Mrs. Benjamin B. Smith,Rodolfo Abularach,33
1095,Mr. and Mrs. Benjamin B. Smith,Eleanore Mikus,36
1096,Mr. and Mrs. Benjamin B. Smith,Ynez Johnston,36
1097,Mr. and Mrs. Benjamin B. Smith,Louise Nevelson,38
1098,Mr. and Mrs. Benjamin B. Smith,Lee Mullican,38
1099,Mr. and Mrs. Benjamin B. Smith,Jan Stussy,38
1100,Mr. and Mrs. Benjamin B. Smith,Garo Antreasian,39
