,target,source,value
208,Corcoran Gallery of Art,Gilles Peress,4
209,Corcoran Gallery of Art,Sirocco Screenprints,35
210,Corcoran Gallery of Art,Joel Meyerowitz,3
211,Corcoran Gallery of Art,Alma Thomas,5
212,Corcoran Gallery of Art,Jim Goldberg,35
213,Corcoran Gallery of Art,George C. Miller & Son,4
214,Corcoran Gallery of Art,Henry Mitchell,4
215,Corcoran Gallery of Art,Jimmy Ernst,5
216,Corcoran Gallery of Art,Crown Point Press,3
217,Corcoran Gallery of Art,Alexander Calder,8
218,Corcoran Gallery of Art,Richard Diebenkorn,3
219,Corcoran Gallery of Art,Emiliano Sorini,3
220,Corcoran Gallery of Art,Tom Wesselmann,3
221,Corcoran Gallery of Art,Robert Indiana,3
222,Corcoran Gallery of Art,Wayne Thiebaud,7
223,Corcoran Gallery of Art,Universal Limited Art Editions,6
224,Corcoran Gallery of Art,Graciela Iturbide,9
225,Corcoran Gallery of Art,Richard Misrach,6
226,Corcoran Gallery of Art,Ed Ruscha,3
227,Corcoran Gallery of Art,Lois Conner,3
228,Corcoran Gallery of Art,Dennis Oppenheim,9
229,Corcoran Gallery of Art,Gemini G.E.L.,7
230,Corcoran Gallery of Art,Robert Stackhouse,6
231,Corcoran Gallery of Art,Ralph Steiner,3
232,Corcoran Gallery of Art,Stephen Poleskie,3
233,Corcoran Gallery of Art,Richard Anuszkiewicz,6
234,Corcoran Gallery of Art,Associated American Artists,9
235,Corcoran Gallery of Art,Lou Stovall,6
236,Corcoran Gallery of Art,John Sirica,7
237,Corcoran Gallery of Art,Manuel Álvarez Bravo,6
238,Corcoran Gallery of Art,Robert Rauschenberg,7
239,Corcoran Gallery of Art,Sam Francis,4
240,Corcoran Gallery of Art,Danny Lyon,7
241,Corcoran Gallery of Art,Tamarind Institute,7
242,Corcoran Gallery of Art,Printmaker's Workshop,7
243,Corcoran Gallery of Art,Roy Lichtenstein,8
244,Corcoran Gallery of Art,Jim Sundquist,7
245,Corcoran Gallery of Art,Robert Morris,3
246,Corcoran Gallery of Art,Raphael Soyer,4
247,Corcoran Gallery of Art,Ed Grazda,77
248,Corcoran Gallery of Art,Nathan Oliveira,3
249,Corcoran Gallery of Art,Leonard Horowitz,3
250,Corcoran Gallery of Art,Lee Bontecou,3
251,Corcoran Gallery of Art,Anne Truitt,3
252,Corcoran Gallery of Art,Stanley William Hayter,3
253,Corcoran Gallery of Art,James Rosenquist,3
254,Corcoran Gallery of Art,Alex Katz,6
255,Corcoran Gallery of Art,Ed McGowin,8
256,Corcoran Gallery of Art,Joseph Cornell,7
257,Corcoran Gallery of Art,Anni Albers,4
258,Corcoran Gallery of Art,Landfall Press,3
259,Corcoran Gallery of Art,Nicholas Nixon,3
260,Corcoran Gallery of Art,Jacob Kainen,6
261,Corcoran Gallery of Art,Joseph Hirsch,3
262,Corcoran Gallery of Art,Mitchell Jamieson,3
263,Corcoran Gallery of Art,Louise Nevelson,4
264,Corcoran Gallery of Art,Sam Gilliam,7
265,Corcoran Gallery of Art,Bob Thompson,3
266,Corcoran Gallery of Art,Atelier Mourlot,7
267,Corcoran Gallery of Art,Lee Friedlander,4
268,Corcoran Gallery of Art,Larry Rivers,12
269,Corcoran Gallery of Art,William Clift,3
270,Corcoran Gallery of Art,Jeff Wasserman,3
271,Corcoran Gallery of Art,Paul Reed,3
272,Corcoran Gallery of Art,Juan Downey,12
273,Corcoran Gallery of Art,Kelpra Studio,13
274,Corcoran Gallery of Art,Rupert Jasen Smith,6
275,Corcoran Gallery of Art,Avigdor Arikha,3
276,Corcoran Gallery of Art,Niki de Saint Phalle,3
277,Corcoran Gallery of Art,Lewis Baltz,39
278,Corcoran Gallery of Art,"Multiples, Inc.",3
279,Corcoran Gallery of Art,Editions Schellmann & Klüser,3
280,Corcoran Gallery of Art,Robert Mapplethorpe,4
281,Corcoran Gallery of Art,Mike Mandel,13
282,Corcoran Gallery of Art,Lorillard Company,11
283,Corcoran Gallery of Art,Gene Davis,11
284,Corcoran Gallery of Art,Larry Fink,7
285,Corcoran Gallery of Art,Ida Applebroog,11
286,Corcoran Gallery of Art,Anna Hyatt Huntington,3
287,Corcoran Gallery of Art,Richard Gordon,48
288,Corcoran Gallery of Art,Mark Leithauser,6
289,Corcoran Gallery of Art,Willem de Kooning,10
290,Corcoran Gallery of Art,Leo Rubinfien,3
291,Corcoran Gallery of Art,Albin Uldry,3
292,Corcoran Gallery of Art,Kathan Brown,4
293,Corcoran Gallery of Art,Andy Warhol,167
294,Corcoran Gallery of Art,Dokumenta,3
295,Corcoran Gallery of Art,Robert Adams,3
296,Corcoran Gallery of Art,Aaron Siskind,10
297,Corcoran Gallery of Art,Sally Mann,10
298,Corcoran Gallery of Art,André Kertész,4
299,Corcoran Gallery of Art,Ron McPherson,3
300,Corcoran Gallery of Art,Ben Shahn,6
301,Corcoran Gallery of Art,Parasol Press,4
302,Corcoran Gallery of Art,Anthony Hernandez,6
303,Corcoran Gallery of Art,Sea Cliff Press,3
304,Corcoran Gallery of Art,Gordon Parks,44
305,Corcoran Gallery of Art,Styria Studio,10
306,Corcoran Gallery of Art,Thomas Downing,7
307,Crown Point Press,Daniel Buren,26
308,Crown Point Press,Crown Point Press,39
309,Crown Point Press,John Cage,6
310,Crown Point Press,Richard Diebenkorn,13
311,Dan and Mary Solomon,Kyoichi Sawada,6
312,Dan and Mary Solomon,Frank Gohlke,5
313,Dan and Mary Solomon,Deborah Turbeville,3
314,Dan and Mary Solomon,Horst Faas,5
315,Dan and Mary Solomon,James McDivitt,3
316,Dan and Mary Solomon,Anthony Friedkin,6
317,Dan and Mary Solomon,Jo Ann Callis,3
318,Dan and Mary Solomon,Robert Adams,15
319,Dan and Mary Solomon,Lewis Baltz,4
320,Dan and Mary Solomon,James William Altgens,4
321,Dan and Mary Solomon,Abraham Zapruder,4
322,Dan and Mary Solomon,Neil Armstrong,8
323,Dan and Mary Solomon,National Aeronautics and Space Administration,65
324,Dan and Mary Solomon,Cecil Stoughton,4
325,Dan and Mary Solomon,Steve Kahn,38
326,Dan and Mary Solomon,Associated Press,83
327,Dan and Mary Solomon,United Press International,43
328,Dan and Mary Solomon,Boris Yaro,3
329,Dan and Mary Solomon,"Unknown, 20th Century",7
330,Dan and Mary Solomon,National Broadcasting Company,5
331,Dan and Mary Solomon,American 20th Century,87
332,Dave H. and Reba W. Williams,James DeWoody,3
333,Dave H. and Reba W. Williams,Craig McPherson,4
334,Dave H. and Reba W. Williams,Andy Warhol,11
335,Dave H. and Reba W. Williams,Factory Additions,11
336,Dave H. and Reba W. Williams,Aetna Silkscreen Products,11
337,Dave H. and Reba W. Williams,Associated American Artists,3
338,Dave H. and Reba W. Williams,Shirley Witebsky,3
339,David Gensburg,Robert Dressen,4
340,David Gensburg,Frank Stella,6
341,David Gensburg,Richard Ewen,4
342,David Gensburg,Ron McPherson,4
343,David Gensburg,Robbin Geiger,3
344,David Gensburg,Daniel Freeman,4
345,David Gensburg,Ellsworth Kelly,6
346,David Gensburg,Roy Lichtenstein,3
347,David Gensburg,Jeff Wasserman,14
348,David Gensburg,Edward Henderson,3
349,David Gensburg,Ron Adams,4
350,David Gensburg,Charles Ritt,6
351,David Gensburg,David Hockney,5
352,David Gensburg,William Crutchfield,5
353,David Gensburg,Serge Lozingot,8
354,David Gensburg,Barbara Thomason,8
355,David Gensburg,Anthony Zepeda,7
356,David Gensburg,Ken Price,5
357,David Gensburg,Gemini G.E.L.,37
358,David Gensburg,James Webb,6
359,David Knaus,Doris Derby,11
360,"Dedalus Foundation, Inc.",Robert Motherwell,6
361,Director's Discretionary Fund,Barry Le Va,3
362,Director's Discretionary Fund,Patrizia della Porta,3
363,Director's Discretionary Fund,Roy Lichtenstein,6
364,Dr. Albert Scaglione,Laszlo Dus,3
365,Dr. Christopher Graf,Michael Berdan,4
366,Dr. Christopher Graf,Jeannette Pasin Sloan,5
367,Dr. Christopher Graf,William T. Wiley,14
368,Dr. Christopher Graf,Jack Lemon,4
369,Dr. Christopher Graf,Landfall Press,22
370,Dr. Christopher Graf,Timothy F. Berry,14
371,Dr. Christopher Graf,Brian Lynch,4
372,Dr. Michael Louis Schiffman,M.C. Escher,3
373,Dr. Pat Kennedy,Milton Rogovin,45
374,Dr. Pat Kennedy,John Divola,26
375,Dr. Richard A. Simms,Jim Dine,3
376,Dr. Ruth B. Benedict,Simo Pertii Hannula,4
377,Dr. Thomas A. Mathews,Peter Milton,3
378,Dr. and Mrs. Kent Minichiello,Walker Evans,5
379,Dr. and Mrs. Maclyn E. Wade,Sirocco Screenprints,15
380,Dr. and Mrs. Maclyn E. Wade,Josef Albers,49
381,Dr. and Mrs. Maclyn E. Wade,Ron McPherson,3
382,Dr. and Mrs. Maclyn E. Wade,Serge Lozingot,4
383,Dr. and Mrs. Maclyn E. Wade,Robert Indiana,7
384,Dr. and Mrs. Maclyn E. Wade,Jasper Johns,5
385,Dr. and Mrs. Maclyn E. Wade,George Page,4
386,Dr. and Mrs. Maclyn E. Wade,Frank Stella,8
387,Dr. and Mrs. Maclyn E. Wade,Tyler Graphics Ltd.,28
388,Dr. and Mrs. Maclyn E. Wade,Roy Lichtenstein,8
389,Dr. and Mrs. Maclyn E. Wade,James Webb,5
390,Dr. and Mrs. Maclyn E. Wade,Jeff Wasserman,6
391,Dr. and Mrs. Maclyn E. Wade,Ives-Sillman,15
392,Dr. and Mrs. Maclyn E. Wade,Dan Gualdoni,5
393,Dr. and Mrs. Maclyn E. Wade,Kenneth Tyler,3
394,Dr. and Mrs. Maclyn E. Wade,Gemini G.E.L.,31
395,Dr. and Mrs. Webster Gelman,Leonardo Lasansky,5
396,Dr. and Mrs. William H. Gerdts,Cartoonist's Co-op Press,3
397,Dr. and Mrs. William H. Gerdts,Trina Robbins,15
398,Dr. and Mrs. William H. Gerdts,Victor Moscoso,12
399,Dr. and Mrs. William H. Gerdts,Robert Crumb,57
400,Dr. and Mrs. William H. Gerdts,Art Spiegelman,9
401,Dr. and Mrs. William H. Gerdts,Charles Dallas,3
402,Dr. and Mrs. William H. Gerdts,Various Artists,103
403,Dr. and Mrs. William H. Gerdts,Leo Dee,5
404,Dr. and Mrs. William H. Gerdts,Spain Rodriguez,26
405,Dr. and Mrs. William H. Gerdts,Alan Shenker,3
406,Dr. and Mrs. William H. Gerdts,Justin Green,23
407,Dr. and Mrs. William H. Gerdts,Rory Hayes,19
408,Dr. and Mrs. William H. Gerdts,Patrick Cosgrove,3
409,Dr. and Mrs. William H. Gerdts,Willy Mendes,7
410,Dr. and Mrs. William H. Gerdts,Jack Jackson,18
411,Dr. and Mrs. William H. Gerdts,Greg Irons,25
412,Dr. and Mrs. William H. Gerdts,Bobby London,3
413,Dr. and Mrs. William H. Gerdts,"Richard ""Dormouse"" Noe",3
414,Dr. and Mrs. William H. Gerdts,Dave Sheridan,16
415,Dr. and Mrs. William H. Gerdts,David Anderson,3
416,Dr. and Mrs. William H. Gerdts,Company & Sons,3
417,Dr. and Mrs. William H. Gerdts,Kim Deitch,25
418,Dr. and Mrs. William H. Gerdts,Al Davoren,3
419,Dr. and Mrs. William H. Gerdts,Daniel Clyne,5
420,Dr. and Mrs. William H. Gerdts,Joe Roberts,4
421,Dr. and Mrs. William H. Gerdts,Ted Richards,3
422,Dr. and Mrs. William H. Gerdts,Robert Inwood,4
423,Dr. and Mrs. William H. Gerdts,Rick Pflug,3
424,Dr. and Mrs. William H. Gerdts,Kitchen Sink Enterprises,17
425,Dr. and Mrs. William H. Gerdts,R.K. Sloane,3
426,Dr. and Mrs. William H. Gerdts,Johnny Chambers,4
427,Dr. and Mrs. William H. Gerdts,Jay Lynch,17
428,Dr. and Mrs. William H. Gerdts,Apex Novelties,17
429,Dr. and Mrs. William H. Gerdts,"The Print Mint, Inc.",50
430,Dr. and Mrs. William H. Gerdts,Dave Geiser,6
431,Dr. and Mrs. William H. Gerdts,Willy Murphy,4
432,Dr. and Mrs. William H. Gerdts,Michael McMillan,4
433,Dr. and Mrs. William H. Gerdts,Wendell Pugh,5
434,Dr. and Mrs. William H. Gerdts,Jim Evans,4
435,Dr. and Mrs. William H. Gerdts,Bill Griffith,17
436,Dr. and Mrs. William H. Gerdts,Larry S. Todd,5
437,Dr. and Mrs. William H. Gerdts,Rip Off Press,23
438,Dr. and Mrs. William H. Gerdts,Rick Griffin,17
439,Dr. and Mrs. William H. Gerdts,Peter Poplaski,4
440,Dr. and Mrs. William H. Gerdts,Last Gasp Eco Funnies,17
441,Dr. and Mrs. William H. Gerdts,Dave Dozier,3
442,Dr. and Mrs. William H. Gerdts,"Krupp Comic Works, Inc.",4
443,Dr. and Mrs. William H. Gerdts,John Thompson,3
444,Dr. and Mrs. William H. Gerdts,Robert Williams,13
445,Dr. and Mrs. William H. Gerdts,Dan O'Neill,4
446,Dr. and Mrs. William H. Gerdts,Fred Schrier,8
447,Dr. and Mrs. William H. Gerdts,Tim Boxell,4
448,Dr. and Mrs. William H. Gerdts,Gary Arlington,8
449,Dr. and Mrs. William H. Gerdts,Geoffrey Hayes,3
450,Dr. and Mrs. William H. Gerdts,Leslie Cabarga,3
451,Dr. and Mrs. William H. Gerdts,Tom Veitch,8
452,Dr. and Mrs. William H. Gerdts,Robert Armstrong,3
453,Dr. and Mrs. William H. Gerdts,Dale Kuipers,3
454,Dr. and Mrs. William H. Gerdts,Jim Osborne,21
455,Dr. and Mrs. William H. Gerdts,Peter Loft,3
456,Dr. and Mrs. William H. Gerdts,Gary Grimshaw,3
457,Dr. and Mrs. William H. Gerdts,Don Glassford,5
458,Dr. and Mrs. William H. Gerdts,Evert Geradts,3
459,Dr. and Mrs. William H. Gerdts,Dave L. Herring,3
460,Dr. and Mrs. William H. Gerdts,Gilbert Shelton,20
461,Dr. and Mrs. William H. Gerdts,S. Clay Wilson,30
462,Dr. and Mrs. William H. Gerdts,Denis Kitchen,10
463,Dr. and Mrs. William H. Gerdts,Mervinius,5
464,Dr. and Mrs. William H. Gerdts,George Metzger,10
465,Dr. and Mrs. William H. Gerdts,San Francisco Comic Book Company,10
466,Dr. and Mrs. William H. Gerdts,Jay Kinney,11
467,Dr. and Mrs. William H. Gerdts,Frank Stack,4
468,Dr. and Mrs. William H. Gerdts,Skip Williamson,10
469,Dr. and Mrs. William H. Gerdts,Bruce Walthers,6
470,Dr. and Mrs. William H. Gerdts,Roger Brand,13
471,Dr. and Mrs. William H. Gerdts,Joel Beck,6
472,Dr. and Mrs. William H. Gerdts,Simon Deitch,6
473,Dr. and Mrs. William H. Gerdts,Richard Corben,14
474,Dr. and Mrs. William H. Gerdts,Jim Mitchell,6
475,Dr. and Mrs. William H. Gerdts,Larry Welz,14
476,Dr. and Mrs. William H. Gerdts,Eric Fromm,10
477,Dunlevy Milbank Foundation,Ilya Kabakov,43
478,Eberhard W. Kornfeld,Roy Lichtenstein,3
479,Eberhard W. Kornfeld,Eberhard W. Kornfeld,3
480,Edward E. MacCrone Fund,Barry Le Va,3
481,Edward E. MacCrone Fund,Patrizia della Porta,3
482,Edward E. MacCrone Fund,James Castle,4
483,Eileen and Michael Cohen,Robert Smithson,3
484,Elaine and James D. Wolfensohn,Ilya Kabakov,43
485,Elizabeth Kellogg,Robert Frank,5
486,Estate of George R. Bunker,George Bunker,45
487,Estate of Nathan Lerner,Nathan Lerner,13
488,Estate of Robert Smithson,Robert Smithson,10
489,Esther Cattell Schmitt,Nancy Graves,10
490,Ethel Baziotes,William Baziotes,3
491,Eugene L. and Marie-Louise Garbáty Fund,James Castle,5
492,Eugene L. and Marie-Louise Garbáty Fund,Crown Point Press,55
493,Eugene L. and Marie-Louise Garbáty Fund,Richard Diebenkorn,86
494,Eugene L. and Marie-Louise Garbáty Fund,Shiundo Print Shop,4
495,Evelyn Stefansson Nef,Marc Chagall,43
496,Evelyn Stefansson Nef,Charles Sorlier,4
497,Evelyn Stefansson Nef,Dame Elisabeth Frink,4
498,Fern Schad,Linda Connor,4
499,Fern Schad,Roger Mertin,6
500,Fern Schad,Aaron Siskind,3
501,Fern Schad,Nancy Rexroth,4
502,Fern Schad,Emmet Gowin,6
503,Fern Schad,Garry Winogrand,3
504,Firestone Art Endowment,Lynda Benglis,3
505,Florian Carr Fund,Ellsworth Kelly,5
506,Florian Carr Fund,Robert Motherwell,4
507,Florian Carr Fund,Andy Warhol,8
508,Florian Carr Fund,Robert Indiana,14
509,Florian Carr Fund,Rupert Jasen Smith,3
510,Florian Carr Fund,Richard Basil Mock,4
511,Florian Carr Fund,Irwin Hollander,4
512,Florian Carr Fund,Red Grooms,5
513,Florian Carr Fund,Hollander Graphic Workshop,5
514,Florian Carr Fund,Ives-Sillman,10
515,Florian Carr Fund,Edition Domberger,11
516,Florian Carr Fund,Robert Kushner,23
517,Florian Carr Fund,Richard Bosman,4
518,Florian Carr Fund,Lee Krasner,20
519,Florian Carr Fund,Alex Katz,3
520,Florian Carr Fund,Domberger KG,11
521,Florian Carr Fund,Wadsworth Atheneum Museum of Art,10
522,Francine Schear Linde,Original Editions,12
523,Francine Schear Linde,Knickerbocker Machine & Foundry,12
524,Frank Lobdell Trust,Frank Lobdell,22
525,Frederick Sommer,Frederick Sommer,12
526,Gallery Girls,Guerrilla Girls,4
527,Gary S. Davis,Allen Ginsberg,210
528,Gemini G.E.L.,Mari Andrews,10
529,Gemini G.E.L.,Larry Mantello,3
530,Gemini G.E.L.,Terry Van Brunt,6
531,Gemini G.E.L.,Peter Wirth,6
532,Gemini G.E.L.,Dirk Walter,8
533,Gemini G.E.L.,Robert Bigelow,10
534,Gemini G.E.L.,Robert de la Rocha,11
535,Gemini G.E.L.,Edward Henderson,63
536,Gemini G.E.L.,Kenneth Tyler,35
537,Gemini G.E.L.,Saul Steinberg,8
538,Gemini G.E.L.,Timothy Pharr,6
539,Gemini G.E.L.,James Turrell,13
540,Gemini G.E.L.,Timothy Huchthausen,10
541,Gemini G.E.L.,Michael Heizer,46
542,Gemini G.E.L.,Robert Petersen,14
