,target,source,value
91,Dr. Richard A. Simms,Emmanuel Lansyer,1
92,Dr. Richard A. Simms,Marc Louis Emanuel Solon,1
93,Dr. Richard A. Simms,Victor Giraud,1
94,Dr. Richard A. Simms,Jean-Léon Gérôme,1
95,Dr. Richard A. Simms,"George Howard, 9th Earl of Carlisle",1
96,Dr. Richard A. Simms,Maxime Lalanne,1
97,Dr. Richard A. Simms,François-Louis Français,1
98,Dr. Richard A. Simms,Francis Seymour Haden,1
99,Dr. Richard A. Simms,Félix Bracquemond,1
100,Dr. Richard A. Simms,Edmond Hédouin,1
101,Dr. Richard A. Simms,French 19th Century,1
102,Dr. Richard A. Simms,Johan Barthold Jongkind,1
103,Dr. Richard A. Simms,Francois Emile Ehrmann,1
104,Dr. Richard A. Simms,Charles Courtry,1
105,Dr. Richard A. Simms,Jim Dine,1
106,Dr. Richard A. Simms,Émile Boilvin,1
107,Dr. Richard A. Simms,Jean-Baptiste-Camille Corot,1
108,Dr. Richard A. Simms,Joseph Victor Ranvier,1
109,Dr. Richard A. Simms,Charles-François Daubigny,1
110,Dr. Richard A. Simms,Edouard Manet,1
111,Dr. Richard A. Simms,Augustin Théodule Ribot,1
112,Dr. Richard A. Simms,Felix Régamey,1
113,Dr. Ruth B. Benedict,Auguste Clot,1
114,Dr. Ruth B. Benedict,Edouard Vuillard,2
115,Dr. Ruth B. Benedict,Michael Clark,1
116,Dr. and Mrs. George Benjamin Green,Alexander Lawson,4
117,Dr. and Mrs. George Benjamin Green,Alexander Wilson,4
118,Dr. and Mrs. George Benjamin Green,John G. Warnicke,4
119,Dr. and Mrs. George Benjamin Green,Mark Catesby,20
120,Dr. and Mrs. George Benjamin Green,Titian Ramsay Peale,4
121,Dr. and Mrs. George Benjamin Green,British 18th Century,1
122,Dr. and Mrs. George Benjamin Green,Georg Ehret,1
123,Dr. and Mrs. George Benjamin Green,Johannes Jacob Haid,1
124,Dr. and Mrs. George Benjamin Green,Johannes Elias Haid,1
125,Dr. and Mrs. George H. Alexander Clowes,Venetian 16th Century,1
126,Duncan Phillips,Augustus Vincent Tack,1
127,E.J.L. Hallstrom,John James Audubon,14
128,E.J.L. Hallstrom,Anonymous Artist,1
129,E.J.L. Hallstrom,Joseph Bartholomew Kidd,4
130,E.J.L. Hallstrom,John Woodhouse Audubon,14
131,E.J.L. Hallstrom,John T. Bowen,13
132,Edward E. MacCrone Fund,Alessandro Algardi,1
133,Estate of Frank Crowninshield,Edouard Vuillard,7
134,Estate of Frank Crowninshield,Luc Albert Moreau,1
135,Estate of Frank Crowninshield,Jean-Émile Laboureur,1
136,Estate of Frank Crowninshield,Tristan Bernard,1
137,Estate of Frank Crowninshield,Demetrius-Emmanuel Galanis,1
138,Estate of Frank Crowninshield,Paul Nash,1
139,Estate of Frank Crowninshield,Henry Jean Laroche,1
140,Estate of Frank Crowninshield,Gustave Flaubert,1
141,Estate of Frank Crowninshield,Louise Hervieu,1
142,Estate of Frank Crowninshield,Roland Dorgeles,8
143,Estate of Frank Crowninshield,Claudinet (pseud.),1
144,Estate of Frank Crowninshield,Jules Romains,1
145,Estate of Frank Crowninshield,Fernand Divoire,1
146,Estate of Frank Crowninshield,Charles Louis Philippe,1
147,Estate of Frank Crowninshield,Georges Courteline,1
148,Estate of Frank Crowninshield,André Dignimont,1
149,Estate of Frank Crowninshield,André Villeboeuf,7
150,Estate of Frank Crowninshield,Jean-Gabriel Daragnes,2
151,Estate of Frank Crowninshield,Robert Bonfils,1
152,Estate of Frank Crowninshield,Amédée Ozenfant,1
153,Estate of Frank Crowninshield,Anonymous Artist,5
154,Estate of Frank Crowninshield,Various Artists,3
155,Estate of Frank Crowninshield,Edgard Tytgat,1
156,Estate of Frank Crowninshield,Régis François Gignoux,1
157,Estate of Frank Crowninshield,Marie Laurencin,1
158,Estate of Frank Crowninshield,Marcel Gromaire,1
159,Estate of Frank Crowninshield,Claude Roger-Marx,1
160,Estate of Frank Crowninshield,Colette,5
161,Estate of Frank Crowninshield,André Dunoyer de Segonzac,373
162,Gemini G.E.L.,Kenneth Farley,1
163,Gemini G.E.L.,Gemini G.E.L.,4
164,Gemini G.E.L.,Roy Lichtenstein,1
165,Gemini G.E.L.,Serge Lozingot,2
166,Gemini G.E.L.,Dan Gualdoni,1
167,Gemini G.E.L.,James Rosenquist,1
168,Gemini G.E.L.,Frank Stella,1
169,Gemini G.E.L.,James Webb,1
170,Gemini G.E.L.,Susan Rothenberg,1
171,Gemini G.E.L.,George Page,1
172,Gemini G.E.L.,James Reid,2
173,George Matthew Adams,Michelangelo,1
174,George Matthew Adams,Alphonse Legros,101
175,George Matthew Adams,William Strang,1
176,George Matthew Adams,Félix Bracquemond,2
177,Georgia O'Keeffe,Marsden Hartley,1
178,Georgia O'Keeffe,Edward Steichen,2
179,Georgia O'Keeffe,Arthur Dove,1
180,Georgia O'Keeffe,John Marin,3
181,Georgia O'Keeffe,Alfred Stieglitz,718
182,Herbert L. Pratt,Thomas Sully,1
183,"Herbert L. Pratt, Jr.",Charles B. J. Févret de Saint-Mémin,2
184,Hermann Wunderlich,Paul Delaroche,1
185,Hermann Wunderlich,Pieter Claesz Soutman,3
186,Hermann Wunderlich,Jean-Baptiste Van Loo,1
187,Hermann Wunderlich,Nicolas de Larmessin IV,1
188,Hermann Wunderlich,Gerrit van Honthorst,1
189,Hermann Wunderlich,Louis-Pierre Henriquel,1
190,Hermann Wunderlich,Pieter Stevens van Gunst,1
191,Hermann Wunderlich,Francesco Bartolozzi,2
192,Hermann Wunderlich,Federico Zuccaro,1
193,Hermann Wunderlich,Hieronymus Wierix,1
194,Hermann Wunderlich,Robert Walker,1
195,Hermann Wunderlich,Hans Holbein the Younger,1
196,Hermann Wunderlich,George Vertue,2
197,Hermann Wunderlich,Sir Robert Strange,1
198,Hermann Wunderlich,Carle Van Loo,1
199,Hermann Wunderlich,Jonas Suyderhoff,3
200,Hermann Wunderlich,Jacob Louis,1
201,Hermann Wunderlich,Laurent Cars,1
202,Joseph E. Widener,Jean-Baptiste Greuze,1
203,Joseph E. Widener,Charles Emmanuel Patas,2
204,Joseph E. Widener,Jan Miel,1
205,Joseph E. Widener,Frans van Mieris,1
206,Joseph E. Widener,Adriaen van de Velde,1
207,Joseph E. Widener,Joseph-Marie Vien,1
208,Joseph E. Widener,Adriaen van der Werff,1
209,Joseph E. Widener,Philips Wouwerman,1
210,Joseph E. Widener,Louis Binet,1
211,Joseph E. Widener,Jan Brueghel the Elder,1
212,Joseph E. Widener,Gabriel de Saint-Aubin,1
213,Joseph E. Widener,Willem van de Velde the Younger,1
214,Joseph E. Widener,Claude-Joseph Vernet,1
215,Joseph E. Widener,Pierre-Charles Baquoy,1
216,Joseph E. Widener,Pierre-François Basan,1
217,Joseph E. Widener,Carl Guttenberg,1
218,Joseph E. Widener,Louis-Michel Halbou,1
219,Joseph E. Widener,Francois-Robert Ingouf,1
220,Joseph E. Widener,Louis Germain,1
221,Joseph E. Widener,Pierre-Philippe Choffard,1
222,Joseph E. Widener,Nicolas Delaunay,1
223,Joseph E. Widener,Karel Dujardin,1
224,Joseph E. Widener,Balthasar Anton Dunker,1
225,Joseph E. Widener,Jeanne Deny,1
226,Joseph E. Widener,Philippe Louis Parizeau,2
227,Joseph E. Widener,Paulus Potter,2
228,Joseph E. Widener,Remi-Henri-Joseph Delvaux,2
229,Joseph E. Widener,Jean Massard,1
230,Joseph E. Widener,Jan van der Heyden,1
231,Joseph E. Widener,Louis-Joseph Masquelier,1
232,Joseph E. Widener,Pierre Maleuvre,1
233,Joseph E. Widener,Louis Le Nain,1
234,Joseph E. Widener,Gabriel Metsu,1
235,Joseph E. Widener,Bartolomé Esteban Murillo,1
236,Joseph E. Widener,Peeter Neeffs the Elder,1
237,Joseph E. Widener,Adriaen van Ostade,1
238,Joseph E. Widener,Sir Anthony van Dyck,1
239,Joseph E. Widener,Gerard ter Borch the Younger,1
240,Joseph E. Widener,Claude Lorrain,1
241,Joseph E. Widener,Gerrit Dou,1
242,Joseph E. Widener,Nicolaes Pietersz Berchem,1
243,Joseph E. Widener,Rembrandt van Rijn,1
244,Joseph E. Widener,Hubert Robert,1
245,Joseph E. Widener,Sir Peter Paul Rubens,1
246,Joseph E. Widener,Jacob van Ruisdael,1
247,Joseph E. Widener,Jan Steen,1
248,Joseph E. Widener,David Teniers the Younger,1
249,Joseph E. Widener,Titian,1
250,Joseph E. Widener,Bartholomeus Breenbergh,1
251,Joseph E. Widener,Nicolas Ponce,1
252,Joseph E. Widener,Noël Pruneau,1
253,Joseph E. Widener,Antoine Louis Romanet,1
254,Joseph E. Widener,Jean Francois Rousseau,1
255,Joseph E. Widener,Pierre Charles Levesque,1
256,Joseph E. Widener,Charles Louis Lingée,1
257,Joseph E. Widener,Joseph-C. Maillet,1
258,Joseph E. Widener,Pietro Antonio Martini,1
259,Joseph E. Widener,Salvator Rosa,1
260,Joseph E. Widener,Carl Wilhelm Weisbrod,2
261,Joseph E. Widener,Robert Daudet,1
262,Joseph E. Widener,Vény,1
263,Joseph E. Widener,B. A. Wieilh,1
264,Joseph E. Widener,Jean Baptiste Liénard,1
265,Joseph E. Widener,Jacques Philippe LeBas,1
266,Joseph E. Widener,Various Artists,7
267,Kaiser Aluminum Fund,Alessandro Algardi,1
268,Kerr Eby,Kerr Eby,1
269,Lessing Julius Rosenwald,Raphael Lamar West,1
270,Lessing Julius Rosenwald,Hieronymus Wierix,1
271,Lessing Julius Rosenwald,Ronau William Woiceske,1
272,Lessing Julius Rosenwald,Louis-Marin Bonnet,1
273,Lessing Julius Rosenwald,Jan Both,1
274,Lessing Julius Rosenwald,John Boyne,1
275,Lessing Julius Rosenwald,Master of the E-Series Tarocchi,1
276,Lessing Julius Rosenwald,Fred Becker,1
277,Lessing Julius Rosenwald,Cornelis Bega,1
278,Lessing Julius Rosenwald,Philips Wouwerman,1
279,Lessing Julius Rosenwald,Jakob Binck,1
280,Lessing Julius Rosenwald,Karl H. Blast,1
281,Lessing Julius Rosenwald,Wallerant Vaillant,1
282,Lessing Julius Rosenwald,Ángel Bracho,1
283,Lessing Julius Rosenwald,Anton Maria Zanetti I,1
284,Lessing Julius Rosenwald,Baron Louis-Albert-Guillain Bacler d'Albe,1
285,Lessing Julius Rosenwald,Agostino dei Musi,1
286,Lessing Julius Rosenwald,Hermann Struck,1
287,Lessing Julius Rosenwald,Thomas Stothard,1
288,Lessing Julius Rosenwald,Ferdinand Springer,1
289,Lessing Julius Rosenwald,Jakob Steinhardt,1
290,Lessing Julius Rosenwald,Federico Zuccaro,1
291,Lessing Julius Rosenwald,British 18th Century,1
292,Lessing Julius Rosenwald,French 18th Century,1
293,Lessing Julius Rosenwald,Hans Wechtlin I,1
294,Lessing Julius Rosenwald,Virgil Solis,1
295,Lessing Julius Rosenwald,Bartholomaeus Spranger,1
296,Lessing Julius Rosenwald,Willem van de Velde the Younger,1
297,Lessing Julius Rosenwald,Antonio da Trento,1
298,Lessing Julius Rosenwald,Pierre-Alexandre Aveline,1
299,Lessing Julius Rosenwald,Giorgio Vasari,1
300,Lessing Julius Rosenwald,James Barry,1
301,Lessing Julius Rosenwald,John Buckland Wright,1
302,Lessing Julius Rosenwald,Dirk Jacobsz Vellert,1
303,Lessing Julius Rosenwald,Albert Urban,1
304,Lessing Julius Rosenwald,Charles Vernier,1
305,Lessing Julius Rosenwald,Théodore Gericault,1
306,Lessing Julius Rosenwald,Isack van Ostade,1
307,Lessing Julius Rosenwald,Giovanni Paolo Panini,1
308,Lessing Julius Rosenwald,Nicolas Poussin,1
309,Lessing Julius Rosenwald,Pierre Puvis de Chavannes,1
310,Lessing Julius Rosenwald,Sir Thomas Lawrence,1
311,Lessing Julius Rosenwald,Salvador Dalí,1
312,Lessing Julius Rosenwald,Leonardo da Vinci,1
313,Lessing Julius Rosenwald,Associated American Artists,1
314,Lessing Julius Rosenwald,Richard Parkes Bonington,1
315,Lessing Julius Rosenwald,Georges Braque,1
316,Lessing Julius Rosenwald,Annibale Carracci,1
317,Lessing Julius Rosenwald,Jacob van Ruisdael,1
318,Lessing Julius Rosenwald,Jacques de Gheyn II,1
319,Lessing Julius Rosenwald,Louis Casimir Ladislas Marcoussis,1
320,Lessing Julius Rosenwald,Jan van Goyen,1
321,Lessing Julius Rosenwald,Ernst Ludwig Kirchner,1
322,Lessing Julius Rosenwald,Jan van Huysum,1
323,Lessing Julius Rosenwald,Edward Vernon Utterson,1
324,Lessing Julius Rosenwald,James Swann,1
325,Lessing Julius Rosenwald,Max Unold,1
326,Lessing Julius Rosenwald,Julian Trevelyan,1
327,Lessing Julius Rosenwald,Peter Trumm,1
328,Lessing Julius Rosenwald,"Henry Richard Greville, 3rd earl of Warwick",1
329,Lessing Julius Rosenwald,Franz Edmund Weirotter,1
330,Lessing Julius Rosenwald,Johann Martin Weis I,1
331,Lessing Julius Rosenwald,Mileta Vitorovic,1
332,Lessing Julius Rosenwald,Wigerus Vitringa,1
333,Lessing Julius Rosenwald,Hans Vredeman de Vries,1
334,Lessing Julius Rosenwald,George Walker,1
335,Lessing Julius Rosenwald,Robert Walters,1
336,Lessing Julius Rosenwald,Lynd Kendall Ward,1
337,Lessing Julius Rosenwald,Guercino,1
338,Lessing Julius Rosenwald,Adriaen Pietersz van de Venne,1
339,Lessing Julius Rosenwald,Louis de Surugue de Surgis,1
340,Lessing Julius Rosenwald,Hercules Seghers,1
341,Lessing Julius Rosenwald,Francesco Bassano II,1
342,Lessing Julius Rosenwald,Netherlandish 14th Century,1
343,Lessing Julius Rosenwald,Netherlandish 16th Century,1
344,Lessing Julius Rosenwald,Daniel H. Kahnweiler,1
345,Lessing Julius Rosenwald,Gustave Pellet,1
346,Lessing Julius Rosenwald,Caspar Wolf,1
347,Lessing Julius Rosenwald,Jean Baptiste de Champaigne,1
348,Lessing Julius Rosenwald,Italian 14th Century,1
349,Lessing Julius Rosenwald,Atelier Mourlot,1
350,Lessing Julius Rosenwald,André Marty,1
351,Lessing Julius Rosenwald,Elizabeth Howitt,1
352,Lessing Julius Rosenwald,Emil Richter Verlag,1
353,Lessing Julius Rosenwald,Johannes van den Aveele,1
354,Lessing Julius Rosenwald,Master of Girart de Roussillon,1
355,Lessing Julius Rosenwald,Elizabeth Jackson,1
356,Lessing Julius Rosenwald,Edouard Ancourt,1
357,Lessing Julius Rosenwald,Italian 13th Century,1
358,Lessing Julius Rosenwald,Lucas van Doetechum,1
359,Lessing Julius Rosenwald,Johannes van Doetechum the Elder,1
360,Lessing Julius Rosenwald,Print Club of Cleveland,1
361,Lessing Julius Rosenwald,Curt Valentin,1
362,Lessing Julius Rosenwald,Fra Gregorio Mutii da Montalcino,1
363,Lessing Julius Rosenwald,First Master of the Cortona Antiphonaries,1
364,Lessing Julius Rosenwald,California Society of Printmakers,1
365,Lessing Julius Rosenwald,R. Rushworth,1
366,Lessing Julius Rosenwald,Georges Hugnet,1
367,Lessing Julius Rosenwald,George Witterborn,1
368,Lessing Julius Rosenwald,Marian Willard Gallery,1
369,Lessing Julius Rosenwald,Etienne Charpentier,1
370,Lessing Julius Rosenwald,Alfred Herbert Palmer,1
371,Lessing Julius Rosenwald,Heinrich Sebastian Hüsgen,1
372,Lessing Julius Rosenwald,Johann Georg Sturm,1
373,Lessing Julius Rosenwald,Master of Imola,1
374,Lessing Julius Rosenwald,Louis Fort,1
375,Lessing Julius Rosenwald,Chambolle-Duru,1
376,Lessing Julius Rosenwald,Campbell Dodgson,1
377,Lessing Julius Rosenwald,Louis Arthur Holman,1
378,Lessing Julius Rosenwald,Willem Danielsz van Tetrode,1
379,Lessing Julius Rosenwald,Napoleon Sarony,1
380,Lessing Julius Rosenwald,Conrad Martin Metz,1
381,Lessing Julius Rosenwald,Ambroise Vollard,1
382,Lessing Julius Rosenwald,Paul de la Houve,1
383,Lessing Julius Rosenwald,G. Sherlock,1
384,Lessing Julius Rosenwald,John Keyse Sherwin,1
385,Lessing Julius Rosenwald,Henry Singleton,1
386,Lessing Julius Rosenwald,John Skippe,1
387,Lessing Julius Rosenwald,Eric Slater,1
388,Lessing Julius Rosenwald,John Thomas Serres,1
389,Lessing Julius Rosenwald,Gustave Baumann,1
390,Lessing Julius Rosenwald,Carl M. Schultheiss,1
391,Lessing Julius Rosenwald,Richard Seewald,1
392,Lessing Julius Rosenwald,Girolamo dai Libri,1
393,Lessing Julius Rosenwald,Antoine-François Sergent,1
394,Lessing Julius Rosenwald,Henri Merke,1
395,Lessing Julius Rosenwald,Luke Sullivan,1
396,Lessing Julius Rosenwald,Georges Hurtrel,1
397,Lessing Julius Rosenwald,Ferdinand Schmutzer,1
398,Lessing Julius Rosenwald,Francois-Antoine Aveline,1
399,Lessing Julius Rosenwald,Francois Morellon de La Cave,1
400,Lessing Julius Rosenwald,Charles Mosley,1
401,Lessing Julius Rosenwald,Antonio Zucchi,1
402,Lessing Julius Rosenwald,John Nixon,1
403,Lessing Julius Rosenwald,James Gillray,1
404,Lessing Julius Rosenwald,Hans Holbein the Elder,1
405,Lessing Julius Rosenwald,Margery Austen Ryerson,1
406,Lessing Julius Rosenwald,Herman Saftleven,1
407,Lessing Julius Rosenwald,George Samuel,1
408,Lessing Julius Rosenwald,Karl Rössing,1
409,Lessing Julius Rosenwald,Jusepe de Ribera,1
410,Lessing Julius Rosenwald,Cristofano Robetta,1
411,Lessing Julius Rosenwald,Samuel Collings,1
412,Lessing Julius Rosenwald,Niccolò Schiavonetti,1
413,Lessing Julius Rosenwald,Richard Scholz,1
414,Lessing Julius Rosenwald,Hugo van der Goes,1
415,Lessing Julius Rosenwald,George Grosz,1
416,Lessing Julius Rosenwald,Arthur William Heintzelman,1
417,Lessing Julius Rosenwald,Master WI,1
418,Lessing Julius Rosenwald,Master S,1
419,Lessing Julius Rosenwald,Master PW of Cologne,1
420,Lessing Julius Rosenwald,Master NS,1
421,Lessing Julius Rosenwald,Master N.H. with the Dagger,1
422,Lessing Julius Rosenwald,Master MF,1
423,Lessing Julius Rosenwald,Master M.,1
424,Lessing Julius Rosenwald,Charles Maurin,1
425,Lessing Julius Rosenwald,George Joseph Mess,1
426,Lessing Julius Rosenwald,Felix Meseck,1
427,Lessing Julius Rosenwald,John Conway Menihan,1
428,Lessing Julius Rosenwald,Paul Raphael Meltsner,1
429,Lessing Julius Rosenwald,Hans Meid,1
430,Lessing Julius Rosenwald,Anton Prinner,1
431,Lessing Julius Rosenwald,Anton Joseph Prenner,1
432,Lessing Julius Rosenwald,Alessandro Mastro-Valerio,1
433,Lessing Julius Rosenwald,Paul Sandby Munn,1
434,Lessing Julius Rosenwald,Hans Alexander Mueller,1
435,Lessing Julius Rosenwald,Jean Morin,1
436,Lessing Julius Rosenwald,Georges Malbeste,1
437,Lessing Julius Rosenwald,Albert Edelfelt,1
438,Lessing Julius Rosenwald,Ralph Fabri,1
439,Lessing Julius Rosenwald,Fritz Eichenberg,1
440,Lessing Julius Rosenwald,Franz Joseph Manskirch,1
441,Lessing Julius Rosenwald,Franz Marc,1
442,Lessing Julius Rosenwald,Marco Dente,1
443,Lessing Julius Rosenwald,Mario Prassinos,1
444,Lessing Julius Rosenwald,Louis Lozowick,1
445,Lessing Julius Rosenwald,Boris Margo,1
446,Lessing Julius Rosenwald,Master of the Die,1
447,Lessing Julius Rosenwald,Stephen Csoka,1
448,Lessing Julius Rosenwald,Lucas Cranach the Younger,1
449,Lessing Julius Rosenwald,Olga Costa,1
450,Lessing Julius Rosenwald,William Alfred Delamotte,1
451,Lessing Julius Rosenwald,Elisha Kirkall,1
452,Lessing Julius Rosenwald,Luigi Lucioni,1
453,Lessing Julius Rosenwald,Domenichino,1
454,Lessing Julius Rosenwald,José Guadalupe Posada,1
455,Lessing Julius Rosenwald,A. Provost,1
456,Lessing Julius Rosenwald,Lionel Lindsay,1
457,Lessing Julius Rosenwald,Ludwig Krug,1
458,Lessing Julius Rosenwald,Leon Kroll,1
459,Lessing Julius Rosenwald,Julius Kroll,1
460,Lessing Julius Rosenwald,Paul Kleinschmidt,1
461,Lessing Julius Rosenwald,Carlo Lasinio,1
462,Lessing Julius Rosenwald,John Laporte,1
463,Lessing Julius Rosenwald,Master of the Berlin Passion,1
464,Lessing Julius Rosenwald,Master AG,1
465,Lessing Julius Rosenwald,André Masson,1
466,Lessing Julius Rosenwald,Master i.e.,1
467,Lessing Julius Rosenwald,Master H.W.G.,1
468,Lessing Julius Rosenwald,Master of the Housebook,1
469,Lessing Julius Rosenwald,Master of 1565,1
470,Lessing Julius Rosenwald,Master F.B.,1
471,Lessing Julius Rosenwald,German 12th Century,1
472,Lessing Julius Rosenwald,Frederick Christian Lewis I,1
473,Lessing Julius Rosenwald,Niccolò di Giacomo da Bologna,1
474,Lessing Julius Rosenwald,Clare Leighton,1
475,Lessing Julius Rosenwald,Samuel Rawle,1
476,Lessing Julius Rosenwald,Abraham Rattner,1
477,Lessing Julius Rosenwald,Abraham Rademaker,1
478,Lessing Julius Rosenwald,William Henry Pyne,1
479,Lessing Julius Rosenwald,Walter Joseph Phillips,1
480,Lessing Julius Rosenwald,Gilles Neyts,1
481,Lessing Julius Rosenwald,Emil Orlik,1
482,Lessing Julius Rosenwald,Sir Robert Ker Porter,1
483,Lessing Julius Rosenwald,Louis Novak,1
484,Lessing Julius Rosenwald,Master of the Murano Gradual,1
485,Lessing Julius Rosenwald,Master of the Gerona Martyrology,1
486,Lessing Julius Rosenwald,Master of the Dutuit Mount of Olives,1
487,Lessing Julius Rosenwald,Joshua Master,1
488,Lessing Julius Rosenwald,Belbello da Pavia,1
489,Lessing Julius Rosenwald,Renée Elisabeth Marlié-Lépicié,1
490,Lessing Julius Rosenwald,Master H.L.,1
491,Lessing Julius Rosenwald,Peregrino da Cesena,1
492,Lessing Julius Rosenwald,Master E.S.,1
493,Lessing Julius Rosenwald,Warren Mack,1
494,Lessing Julius Rosenwald,Francisco Dosamantes,1
495,Lessing Julius Rosenwald,Jean de Gourmont I,1
496,Lessing Julius Rosenwald,Simon Gribelin II,1
497,Lessing Julius Rosenwald,Hedwig Weiss,1
498,Lessing Julius Rosenwald,Douglas Warner Gorsline,1
499,Lessing Julius Rosenwald,Peter Grippe,1
500,Lessing Julius Rosenwald,Rudolf Grossman,1
501,Lessing Julius Rosenwald,Felix Albrecht Harta,1
502,Lessing Julius Rosenwald,Rodolphe Bresdin,1
503,Lessing Julius Rosenwald,Peter Flötner,1
504,Lessing Julius Rosenwald,Félix Bracquemond,1
505,Lessing Julius Rosenwald,Auguste Rodin,1
506,Lessing Julius Rosenwald,Joseph Fischer,1
507,Lessing Julius Rosenwald,Pierre Firens I,1
508,Lessing Julius Rosenwald,Michel Fingesten,1
509,Lessing Julius Rosenwald,Jacopo Francia,1
510,Lessing Julius Rosenwald,Théodore Chassériau,1
511,Lessing Julius Rosenwald,Agostino Carracci,1
512,Lessing Julius Rosenwald,Cosmè Tura,1
513,Lessing Julius Rosenwald,David Teniers the Younger,1
514,Lessing Julius Rosenwald,Cock van Gent,1
515,Lessing Julius Rosenwald,Allart van Everdingen,1
516,Lessing Julius Rosenwald,Paul Gavarni,1
517,Lessing Julius Rosenwald,Jacques Androuet du Cerceau,1
518,Lessing Julius Rosenwald,Maxime Lalanne,1
