,id,sum,group
104,Fern Schad,26,1
105,Virginia Dwan,25,1
106,Mr. Robert B. Menschel,25,1
107,Seymour Lipton,24,1
108,Mr. and Mrs. Will Barnet,24,1
109,Francine Schear Linde,24,1
110,Pace/MacGill Gallery,24,1
111,Charina Endowment Fund,24,1
112,Mr. and Mrs. Werner H. Kramarsky,24,1
113,"The Andy Warhol Foundation for the Visual Arts, Inc.",23,1
114,"Gerhard E. Pinkus and Marianne Pinkus Trustees of the Community Trust created under the Gerhard E. Pinkus and Marianne Pinkus inter, vivos Trust Agreement, dated 10/28/97",22,1
115,The Ahmanson Foundation,22,1
116,Frank Lobdell Trust,22,1
117,William O'Reilly,22,1
118,George and Frances Armour Foundation,21,1
119,Jacob Kainen,20,1
120,Jonathan Borofsky,20,1
121,Arakawa,20,1
122,Mobil Corporation,20,1
123,Mr. Cornelius Van Schaak Roosevelt,20,1
124,Victoria Cassis,19,1
125,Gerald Cerny,18,1
126,Ms. Eileen Cohen,18,1
127,John Randolph Carter,18,1
128,James Rosenquist,18,1
129,Seth Neubardt,16,1
130,Mr. and Mrs. Robert B. Eichholz,16,1
131,Richard Diebenkorn,16,1
132,Paul Mellon,15,1
133,Herbert and Paula Molner,15,1
134,Mr. and Mrs. Miles Rubin,14,1
135,Mr. Marc Freidus,14,1
136,Robert Mapplethorpe,14,1
137,Randi and Bob Fisher,14,1
138,Mr. and Mrs. Lee Fensterstock,14,1
139,Ken Hakuta,13,1
140,Lou Stovall,13,1
141,Maryland Institute College of Art,13,1
142,Estate of Nathan Lerner,13,1
143,Harry Callahan,13,1
144,Blavatnik Family Foundation,12,1
145,Chuck Close,12,1
146,Jane P. Watkins,12,1
147,Mr. and Mrs. Robert Edelson,12,1
148,Frederick Sommer,12,1
149,Jenny Holzer Studio,12,1
150,Mr. Raphael Bernstein,12,1
151,Director's Discretionary Fund,12,1
152,Christo,12,1
153,Richard A. Simms Fund,12,1
154,Professor and Mrs. Daniel Bell,11,1
155,R. K. Mellon Family Foundation,11,1
156,Miriam Schapiro,11,1
157,David Knaus,11,1
158,Mr. Merrill C. Berman,11,1
159,Mrs. Charles E. Slatkin,11,1
160,Sandra Phillips,10,1
161,Estate of Robert Smithson,10,1
162,Esther Cattell Schmitt,10,1
163,Edward E. MacCrone Fund,10,1
164,Mark Ruwedel,10,1
165,Ruth Fine,10,1
166,Bill Hodges Gallery,10,1
167,Mr. and Mrs. Jacob Kainen,9,1
168,Mark Stock,9,1
169,Paul Genega,8,1
170,Professor Armando Nocentini,8,1
171,Rudolf Sikora,8,1
172,Aaron Fink,8,1
173,Ingrid Rose,8,1
174,Jack Stern,8,1
175,Joseph M. Cohen,8,1
176,Mr. George Stephanopoulos,8,1
177,Brian Halsey,7,1
178,William Carter,7,1
179,"Joseph H. Hazen Foundation, Inc.",7,1
180,"Mr. and Mrs. Harry H. Lunn, Jr.",7,1
181,"Dedalus Foundation, Inc.",6,1
182,Judith Walsh,6,1
183,Susan Steinhauser,6,1
184,Keith Anden Achepohl,6,1
185,Sandro Chia,6,1
186,Lynn K. Altman,6,1
187,Robert Fichter,6,1
188,Eberhard W. Kornfeld,6,1
189,Mrs. Michael H. Egnal,6,1
190,Paul Stenzel,6,1
191,Mrs. Maria Petschek Smith,6,1
192,Neelon Crawford,6,1
193,Paul Kanev,6,1
194,Elizabeth Kellogg,5,1
195,William Christenberry,5,1
196,Untitled Press,5,1
197,The Very Reverend and Mrs. Charles U. Harris,5,1
198,John Wilson,5,1
199,Leon Polk Smith Foundation,5,1
200,Dr. and Mrs. Kent Minichiello,5,1
201,Mr. Larry Dale Arnold,5,1
202,Mr. Lee Lozowick,5,1
203,Charles J. Tanenbaum,5,1
204,Oliver Lee Jackson,5,1
205,Mr. and Mrs. William N. Cafritz,5,1
206,Dr. and Mrs. Webster Gelman,5,1
207,Mr. and Mrs. Raymond W. Merritt,5,1
208,Mr. and Mrs. Jem Hom,5,1
209,"Ralph T. Millet, Jr.",5,1
210,Malcolm Rice,4,1
211,Mrs. Ansel Adams,4,1
212,Walter Reinhardt,4,1
213,Gallery Girls,4,1
214,Jane Haslem Gallery,4,1
215,Mrs. Lessing J. Rosenwald,4,1
216,"The Brown Foundation, Inc.",4,1
217,Dr. Ruth B. Benedict,4,1
218,Leonard Vernon,4,1
219,Barbara Fendrick,4,1
220,Charles S. and Elynne B. Zucker,4,1
221,Marvin Hoshino,4,1
222,Mrs. Joanna T. Steichen,4,1
223,Mr. and Mrs. Christopher Middendorf,4,1
224,Mr. Lawrence D. Hite,4,1
225,"Kohler Foundation, Inc.",4,1
226,Mr. Eric Ceputis,4,1
227,Mr. George Erion,3,1
228,"Smithsonian Institution, Resident Associate Program",3,1
229,Mrs. William C. Seitz,3,1
230,William Jaffe,3,1
231,Mary Robinson,3,1
232,Ms. Brenda Edelson,3,1
233,Werner Drewes,3,1
234,Mr. and Mrs. Harry Le Bovit,3,1
235,Waitzkin Memorial Library Trust,3,1
236,Mr. and Mrs. Seymour Schwartz,3,1
237,Eileen and Michael Cohen,3,1
238,Robert Menschel and the Vital Projects Fund,3,1
239,Ames Charitable Trust Fund,3,1
240,Andrew Lugg,3,1
241,Mr. John Simmons,3,1
242,Jeffrey Hugh Newman,3,1
243,The Morris and Gwendolyn Cafritz Foundation,3,1
244,Mrs. John Powers,3,1
245,Dr. Richard A. Simms,3,1
246,Brian and Paula Ballo Dailey,3,1
247,Dr. Michael Louis Schiffman,3,1
248,Nancy Rutter Clark,3,1
249,Firestone Art Endowment,3,1
250,Dr. Thomas A. Mathews,3,1
251,Dr. Albert Scaglione,3,1
252,Ethel Baziotes,3,1
253,Lila Acheson Wallace National Gallery of Art Fund,3,1
254,Souls Grown Deep Foundation,3,1
255,Mr. and Mrs. Klaus G. Perls,3,1
256,Edgar Degas,3,2
257,Chris Killip,3,2
258,Herbert Tomkins,3,2
259,Mark Kostabi,3,2
260,Helen Siegl,3,2
261,Mark Tobey,3,2
262,Markus Lüpertz,3,2
263,Hector Saunier,3,2
264,Clayton Pond,3,2
265,Harold Jones,3,2
266,Colorcraft,3,2
267,Company & Sons,3,2
268,Hans Haacke,3,2
269,Cy Twombly,3,2
270,Dale Kuipers,3,2
271,Haku Maki,3,2
272,Robert Whitman,3,2
273,Gy Szabo Bela,3,2
274,Dave Dozier,3,2
275,Michael Clark,3,2
276,Chiron Press,3,2
277,Chester Higgins Jr.,3,2
278,Charles Ringness,3,2
279,Lois Conner,3,2
280,Larry Spaid,3,2
281,Bob Thompson,3,2
282,Bobby London,3,2
283,Bohuslav Horak,3,2
284,Boris Yaro,3,2
285,Laszlo Dus,3,2
286,Leo Rubinfien,3,2
287,Shirley Witebsky,3,2
288,Jack Levine,3,2
289,Dave L. Herring,3,2
290,Bruce Porter,3,2
291,Bryan Hunt,3,2
292,Shawn Walker,3,2
293,Sea Cliff Press,3,2
294,Jack Bush,3,2
295,Cartoonist's Co-op Press,3,2
296,Leslie Cabarga,3,2
297,Chaim Goldberg,3,2
298,Charles Clough,3,2
299,Charles Dallas,3,2
300,Leonard Horowitz,3,2
301,James DeWoody,3,2
302,David Anderson,3,2
303,Michael H. Stone,3,2
304,Editions Schellmann & Klüser,3,2
305,G. Ray Kerciu,3,2
306,Neil Selkirk,3,2
307,Elaine Breiger,3,2
308,Niki de Saint Phalle,3,2
309,Franz Hitzler,3,2
310,Oldrich Kulhánek,3,2
311,Peter Loft,3,2
312,Peter Bodnar,3,2
313,Emiliano Sorini,3,2
314,Emma Amos,3,2
315,"Peter Blum Gallery/Blumarts, Inc.",3,2
316,Francois Lafranca,3,2
317,Pete Hoefer,3,2
318,Pavel Nesleha,3,2
319,Pablo Picasso,3,2
320,Paul Reed,3,2
321,Felix Droese,3,2
322,Patrick Cosgrove,3,2
323,John Gutmann,3,2
324,Gary Grimshaw,3,2
325,R.K. Sloane,3,2
326,Eberhard W. Kornfeld,3,2
327,Robert Arneson,3,2
328,Robert Armstrong,3,2
329,Rick Pflug,3,2
330,Deborah Turbeville,3,2
331,Giovanni Anselmo,3,2
332,Michael Jang,3,2
333,Dennis Kardon,3,2
334,Michael Knigin,3,2
335,"Richard ""Dormouse"" Noe",3,2
336,Graphic Press,3,2
337,Gianni Cacciarini,3,2
338,Dokumenta,3,2
339,George Segal,3,2
340,Raul Guerrero,3,2
341,Miriam Beerman,3,2
342,Geoffrey Hayes,3,2
343,Misch Kohn,3,2
344,Mitchell Jamieson,3,2
345,Dorothea Rockburne,3,2
346,Dorothy Dehner,3,2
347,Michelle Ries,3,2
348,Sirkka-Liisa Konttinen,3,2
349,Louis Draper,3,2
350,Bill Owens,3,2
351,Jan Krejci,3,2
352,Keysor-Century Records,3,2
353,Tod Papageorge,3,2
354,Kennedy Galleries,3,2
355,Tom Wesselmann,3,2
356,Tony Rosati,3,2
357,Tony Smith,3,2
358,Stanislav Kolíbal,3,2
359,Anne Truitt,3,2
360,Anna Hyatt Huntington,3,2
361,Ann Johnston,3,2
362,Vladimir Gazovic,3,2
363,Wayne Nielsen,3,2
364,Ana Mendieta,3,2
365,Werner Drewes,3,2
366,Joseph Hirsch,3,2
367,"Wilford Wayne Kimball, Jr.",3,2
368,John Beckley,3,2
369,Joel Meyerowitz,3,2
370,Ad Reinhardt,3,2
371,Adja Yunkers,3,2
372,Adolph Rischner,3,2
373,Al Davoren,3,2
374,Atelier Georges Leblanc,3,2
375,Alan Shenker,3,2
376,John Thompson,3,2
377,Albin Uldry,3,2
378,Jo Baer,3,2
379,Josep Royo,3,2
380,William Baziotes,3,2
381,Allan McCollum,3,2
382,Albert Christ-Janer,3,2
383,Theodoros Stamos,3,2
384,Jean Charlot,3,2
385,Evert Geradts,3,2
386,Bertrand Lavier,3,2
387,Larry Mantello,3,2
388,James McDivitt,3,2
389,Ted Richards,3,2
390,James Lesesne Wells,3,2
391,Steve Keister,3,2
392,Avigdor Arikha,3,2
393,Stephen Poleskie,3,2
394,Stella Waitzkin,3,2
395,Klaus Rinke,3,2
396,Raphael Soyer,4,2
397,Raul Mendez,4,2
398,Ming Wang,4,2
399,George C. Miller & Son,4,2
400,Jim Evans,4,2
401,White Ink Ltd.,4,2
402,Joyce Kozloff,4,2
403,Bernar Venet,4,2
404,Richard Basil Mock,4,2
405,Judy Fiskin,4,2
406,Jack Youngerman,4,2
407,Richard Bosman,4,2
408,Gilles Peress,4,2
409,Jules Engel,4,2
410,Julian Stanczak,4,2
411,Susan Rothenberg,4,2
412,Michael Heindorff,4,2
413,Jörg Schmeisser,4,2
414,Burton Wasserman,4,2
415,Michael McMillan,4,2
416,Gene Kloss,4,2
417,Bernard Greenwald,4,2
418,Sid Kaplan,4,2
419,John Harding,4,2
420,Erwin Erickson,4,2
421,Abraham Zapruder,4,2
422,Bill Brandt,4,2
423,Enrique E. Montenegro,4,2
424,Adriena Simotová,4,2
425,Wolfgang Gäfgen,4,2
426,Willy Murphy,4,2
427,Joel Fisher,4,2
428,Oscar Bailey,4,2
429,Frank Stack,4,2
430,Joe Roberts,4,2
431,Peter Poplaski,4,2
432,Joan Rosenwald Scott,4,2
433,Simo Pertii Hannula,4,2
434,Edward Steichen,4,2
435,James Allen,4,2
436,Brian Lynch,4,2
437,GHJ Graphics,4,2
438,Pierre Clerk,4,2
439,Nancy Rexroth,4,2
440,Johnny Chambers,4,2
441,Carel Balth,4,2
442,Bernard Bleha,4,2
443,Valerie Thornton,4,2
444,James William Altgens,4,2
445,Robert Cumming,4,2
446,Craig McPherson,4,2
447,Connie Benham,4,2
448,Hans Hartung,4,2
449,Arnaldo Pomodoro,4,2
450,Cecil Stoughton,4,2
451,Clare Romano,4,2
452,Ronald Bladen,4,2
453,Kevin MacDonald,4,2
454,Rosalind Solomon,4,2
455,Tim Boxell,4,2
456,Sarabhai Family,4,2
457,Arthur Secunda,4,2
458,Thomas H. Minkler,4,2
459,Henry Mitchell,4,2
460,Barbara Rossi,4,2
461,Malcolm Rice,4,2
462,Jan Groover,4,2
463,"Krupp Comic Works, Inc.",4,2
464,Chicago Decal Company,4,2
465,Charles Sorlier,4,2
466,Charles Ross,4,2
467,Patti Dunham,4,2
468,Roy C. Judd,4,2
469,Hamish Fulton,4,2
470,Sharon Cox,4,2
471,Max Yavno,4,2
472,Robert Keyser,4,2
473,Anthony Ko,4,2
474,Dan O'Neill,4,2
475,Guerrilla Girls,4,2
476,Ansel Adams,4,2
477,David Becker,4,2
478,Robert Inwood,4,2
479,Michael Goldberg,4,2
480,Jay McCafferty,4,2
481,Robert Hudson,4,2
482,Karl Wirsum,4,2
483,Rockne Krebs,4,2
484,Dame Elisabeth Frink,4,2
485,Karen Knorr,4,2
486,Günter Brus,4,2
487,Oliver Lee Jackson,5,2
488,James Browning Wyeth,5,2
489,Horst Faas,5,2
490,Larry S. Todd,5,2
491,Iain Baxter,5,2
492,Lucio Pozzi,5,2
493,Michael Hafftka,5,2
494,Graham Smith,5,2
495,Henry Moore,5,2
496,Larry B. Wright,5,2
497,Kyu-Baik Hwang,5,2
498,Mei-mei Berssenbrugge,5,2
499,Keith Martin,5,2
500,George Holzer,5,2
501,Kenjilo Nanao,5,2
502,Mordecai Moreh,5,2
503,Jimmy Ernst,5,2
504,Jonathan Grant Meader,5,2
505,Jeannette Pasin Sloan,5,2
506,Mervinius,5,2
507,Jirí John,5,2
508,Nancy Reddin Kienholz,5,2
509,Leo Dee,5,2
510,Matt Phillips,5,2
511,H.K.L. Ltd.,5,2
512,National Broadcasting Company,5,2
513,Joan Mitchell,5,2
514,LIGHT Gallery,5,2
515,Nancy Jones,5,2
516,Leonardo Lasansky,5,2
517,John Diniakos,5,2
518,Sigmar Polke,5,2
519,Roy DeCarava,5,2
520,Daryl Trivieri,5,2
521,Thomas Barrow,5,2
522,Cinda Sparling,5,2
523,Thomas Joshua Cooper,5,2
524,Ralph Gibson,5,2
525,Colin Connor,5,2
526,Don Glassford,5,2
527,"The Workshop, Inc.",5,2
528,Totti D'Angelo,5,2
529,Alma Thomas,5,2
530,Wendell Pugh,5,2
531,Delphic Arts,5,2
532,Wendell Black,5,2
533,David True,5,2
534,David Storey,5,2
535,Wayne Bryan,5,2
536,Robert Bechtle,5,2
537,Daniel Clyne,5,2
538,William T. Williams,5,2
539,Ansei Uchima,5,2
540,Eugene Feldman,5,2
541,Sherrie Levine,5,2
542,Erich Heckel,5,2
543,Sandy Skoglund,5,2
544,Elaine Sturtevant,5,2
545,Bob Marks,5,2
546,Cestmir Kafka,5,2
547,Patrizia della Porta,6,2
548,Anthony Hernandez,6,2
549,Keith Anden Achepohl,6,2
550,Brad Read,6,2
551,Anthony Friedkin,6,2
552,Robert Partin,6,2
553,Darryl Cowherd,6,2
554,Charles Hinman,6,2
555,"James ""Son Ford"" Thomas",6,2
556,Bruce Walthers,6,2
557,Sheigla Hartman,6,2
558,Mel Bochner,6,2
559,Anthony Barboza,6,2
560,Lou Stovall,6,2
561,Rodney Konopaki,6,2
562,Roger Mertin,6,2
563,Marie Porter,6,2
564,Kyoichi Sawada,6,2
565,Terry Van Brunt,6,2
566,Marisol,6,2
567,Stuart Egnal,6,2
568,James McGarrell,6,2
569,Hugh MacKay’s Atelier 52,6,2
570,Larry Bell,6,2
571,Theo Wujcik,6,2
572,Rosamund Felsen,6,2
573,Simon Deitch,6,2
574,Samia Asaad Halaby,6,2
575,Timothy Pharr,6,2
576,Romare Bearden,6,2
577,Rolf Winnewisser,6,2
578,Sandro Chia,6,2
579,Bill Dane,6,2
580,Mark Karnes,6,2
581,Eugene Larkin,6,2
582,Sidney B. Felsen,6,2
583,William Clift,6,2
584,Valter Rossi,6,2
585,Joan Miró,6,2
586,Pierre Alechinsky,6,2
587,William Turnbull,6,2
588,Philip Hanson,6,2
589,William Weege,6,2
590,Edward Koterba,6,2
591,John Paul Jones,6,2
592,Fred Martin,6,2
593,Fred Cain,6,2
594,Peter Wirth,6,2
595,Joel Beck,6,2
596,Eleanor Dube,6,2
597,Eleonora Rossi,6,2
598,Elizabeth Mahoney,6,2
599,Frank Kicherer,6,2
600,Wolfgang Volz,6,2
601,Enzo Cucchi,6,2
602,Francesca Woodman,6,2
603,Patrick Caulfield,6,2
604,"Pyramid Arts, Ltd.",6,2
605,Mr. and Mrs. Stanley Grinstein,6,2
606,Dave Geiser,6,2
607,Mikki Ferrill,6,2
608,George Rickey,6,2
609,Moriyama Daidō,6,2
610,Minor White,6,2
611,Donald Carlisle Greason,6,2
612,Alvin Langdon Coburn,6,2
613,Ralston Crawford,6,2
614,Rauschenberg Overseas Culture Interchange,6,2
615,Richard John Haas,6,2
616,Ralph Steiner,6,2
617,Dorothea Lange,6,2
618,Dorothy Alexander,6,2
619,Julie McPherson,6,2
620,Alexander Zhitomirsky,6,2
621,Jim Mitchell,6,2
622,Karel Malich,7,2
623,John Henry Rock,7,2
624,Jake Berthot,7,2
625,Brian Halsey,7,2
626,Willy Mendes,7,2
627,Joel-Peter Witkin,7,2
628,Thomas Downing,7,2
629,"Unknown, 20th Century",7,2
630,Jim Sundquist,7,2
631,Larry Poons,7,2
632,John Sirica,7,2
633,William Brice,7,2
634,Tadeusz Lapinski,7,2
635,Kenneth Herrand,7,2
636,Jaroslav Kaiser,7,2
637,William Carter,7,2
638,Kieth Stevens,7,2
639,Alfred Bendiner,7,2
640,Jo Ann Callis,7,2
641,Judy Chicago,7,2
642,Michael Berdan,7,2
643,Robert Morris,7,2
644,"Griffelkunstvereinigung, Hamburg",7,2
645,Lawrence J. Hamlin,7,2
646,Michael Byron,7,2
647,Dave Heath,7,2
648,David Richard Smyth,7,2
649,Mark di Suvero,7,2
650,Christopher Rauschenberg,7,2
651,Roy De Forest,7,2
652,Henry Wessel,7,2
653,Robert Ryman,7,2
654,Oskar Kokoschka,7,2
655,Renee Bott,7,2
656,Maurice Payne,7,2
657,Michelle Stuart,7,2
658,Donna Rae Hirt,7,2
659,Donna Shulman,7,2
660,Malcolm Morley,7,2
661,Printmaker's Workshop,7,2
662,Lynne Cohen,7,2
663,Christian Boltanski,7,2
664,"Multiples, Inc.",7,2
665,John Roberts,8,2
666,Pietro Parigi,8,2
667,William Padien,8,2
668,Ed McGowin,8,2
669,Dirk Walter,8,2
670,Fred Sandback,8,2
671,Richard Smith,8,2
672,Gary Arlington,8,2
673,Diane Arbus,8,2
674,Reclam Verlag,8,2
675,Václav Zykmund,8,2
676,Judith Solodkin,8,2
677,Fred Schrier,8,2
678,Al Held,8,2
679,Carol Weaver,8,2
680,Library Fellows of the Whitney Museum of American Art,8,2
681,Yasutoshi Ishibashi,8,2
682,Xavier Fourcade Gallery,8,2
683,Cheryl Olsen Bowers,8,2
684,Stephen Shore,8,2
685,Felix Harlan,8,2
686,Hope Weiss,8,2
687,Matthias Mansen,8,2
688,Marcia Bartholme,8,2
689,Barry Lewis,8,2
690,Rudolf Sikora,8,2
691,Chuck Endo,8,2
692,Peter Kneubühler,8,2
693,Martin Klein,8,2
694,Mary Frank,8,2
695,Harry Hoehn,8,2
696,Tom Holland,8,2
697,Tom Veitch,8,2
698,Neil Armstrong,8,2
699,Mario Diacono,8,2
700,Patricia Branstead,9,2
701,John H. Levee,9,2
702,John Randolph Carter,9,2
703,Norman Zammitt,9,2
704,Leon Levinstein,9,2
705,John Slivon,9,2
706,Richard Upton,9,2
707,Robert Stackhouse,9,2
708,Roberto De Lamonica,9,2
709,Ronald Netsky,9,2
710,Sylvia Roth,9,2
711,Rupert Jasen Smith,9,2
712,Steve Anderson,9,2
713,Louisa Chase,9,2
714,Linda Connor,9,2
715,Simmelink/Sukimoto Editions,9,2
716,Photo Impact,9,2
717,Manuel Fuentes,9,2
718,A.R. Penck,9,2
719,Ben Shahn,9,2
720,Brent Kadlatz,9,2
721,Art Spiegelman,9,2
722,Arnulf Rainer,9,2
723,Albin Brunovsky,9,2
724,Ann Brunskill,9,2
725,Cirrus Editions,9,2
726,Jeanne-Claude,9,2
727,Frank Akers,9,2
728,Jean-Marie Pirotte,9,2
729,Eric Fischl,10,2
730,Diana Kingsley,10,2
731,Alfonso Ossorio,10,2
732,Italo Scanga,10,2
733,San Francisco Comic Book Company,10,2
734,Charles White,10,2
735,"Brooke Alexander, Inc.",10,2
736,Edward Kienholz,10,2
737,Paul Clinton,10,2
738,Kate Notman,10,2
739,Richard Nonas,10,2
740,Denis Kitchen,10,2
741,Octavio Pereira,10,2
742,Nancy Graves,10,2
743,Dan Socha,10,2
744,Moishe Smith,10,2
745,Helen Levitt,10,2
746,Marius Péraudeau,10,2
747,Gerhard Richter,10,2
748,Michael Smallwood,10,2
749,Mari Andrews,10,2
750,David Michael Trowbridge,10,2
751,Barbara Kasten,10,2
752,Skip Williamson,10,2
753,Atelier Mourlot,10,2
754,Robert Rogers,10,2
755,John Hutcheson,10,2
756,Katia von den Velden,10,2
757,Mineo Mizuno,10,2
758,George Metzger,10,2
759,Sally Mann,10,2
760,Agnes Denes,10,2
761,Albert Edgar Yersin,10,2
762,George McNeil,10,2
763,Ruth Fine,10,2
764,Eric Fromm,10,2
765,Sam Gilliam,11,2
766,Jan Murdock,11,2
767,Lloyd Baggs,11,2
768,Factory Additions,11,2
769,Leo Castelli Gallery,11,2
770,Fritz Eichenberg,11,2
771,Lilah Toland,11,2
772,Lois Long,11,2
773,Lorillard Company,11,2
774,Ida Applebroog,11,2
775,Atelier Desjobert,11,2
776,Thom O'Connor,11,2
777,"Atelier Laage, Ramatuelle, FR",11,2
778,Hitoshi Kido,11,2
779,Paul Wunderlich,11,2
780,Jay Kinney,11,2
781,Gretchen Ewert,11,2
782,Craig Zammiello,11,2
783,John Sommers,11,2
784,Edition Domberger,11,2
785,Domberger KG,11,2
786,Doris Derby,11,2
787,Will Petersen,11,2
788,Phillip Fike,11,2
789,John Wilson,11,2
790,Roger Brown,11,2
791,Aetna Silkscreen Products,11,2
792,Joe Maloney,11,2
793,Shiundo Print Shop,12,2
794,Juan Downey,12,2
795,Jacob Landau,12,2
796,Jenny Holzer,12,2
797,Sean Scully,12,2
798,Frederick Sommer,12,2
799,William Pettet,12,2
800,John Pfahl,12,2
801,Deli Sacilotto,12,2
802,Joel Shapiro,12,2
803,Robbin Geiger,12,2
804,Manuel Álvarez Bravo,12,2
805,Miguel Cervantes,12,2
806,Graciela Iturbide,12,2
807,Mark Leithauser,12,2
808,Stephen Thomas,12,2
809,Dennis Oppenheim,12,2
810,Fine Creations,12,2
811,Knickerbocker Machine & Foundry,12,2
812,Victor Moscoso,12,2
813,Ann Hamilton,12,2
814,Christina Ramberg,12,2
815,Barry Le Va,12,2
816,Wallace Bradstreet Putnam,12,2
817,Kenneth Josephson,12,2
818,Emmet Gowin,12,2
819,Walker Evans,12,2
820,Raoul Middleman,13,2
821,Richard Kenerson,13,2
822,Robert Williams,13,2
823,Catherine Carine,13,2
824,Joan Jonas,13,2
825,Kathleen Caraccio,13,2
826,Richard Anuszkiewicz,13,2
827,John Berg,13,2
828,Man Ray,13,2
829,Mario Avati,13,2
830,APC Editions,13,2
831,André Kertész,13,2
832,Gunther Uecker,13,2
833,John Deeks,13,2
834,Maurice Sánchez,13,2
835,Roger Brand,13,2
836,Donald Saff,13,2
837,Clifford Smith,13,2
838,Jürgen Partenheimer,13,2
839,Burton Richard Wolf,13,2
840,Paul Drake,13,2
841,Jerome Kaplan,13,2
842,Norman Ackroyd,13,2
843,Donald Kelley,13,2
844,Nathan Lerner,13,2
845,Larry Krueger,13,2
846,Eugene Stuttman,13,2
847,Nam June Paik,13,2
848,Robert Heinecken,14,2
849,Lee Bontecou,14,2
850,Diane Conard MacDermott,14,2
851,Ulfert Wilke,14,2
852,Larry Welz,14,2
853,David MacDermott,14,2
854,Robert Barry,14,2
855,Helen Frankenthaler,14,2
856,Alvin Doyle Moore,14,2
857,Wallace Berman,14,2
858,Allen Jones,14,2
859,William Masi,14,2
860,Jay Moon,14,2
861,Toby Michel,14,2
