,target,source,value
27751,Dave H. and Reba W. Williams,Burgoyne Diller,1
29099,Dave H. and Reba W. Williams,Rudolph Weisenborn,1
28759,Dave H. and Reba W. Williams,Abram Tromka,1
27734,Dave H. and Reba W. Williams,Florence Neal,1
28811,Dave H. and Reba W. Williams,Lois Wilcox,1
27728,Dave H. and Reba W. Williams,Mario De Ferrante,1
27726,Dave H. and Reba W. Williams,Helen Alpiner Blumenstiel,1
28530,Dave H. and Reba W. Williams,Dale William Nichols,3
27942,Dave H. and Reba W. Williams,Louis George Bouche,3
29150,Dave H. and Reba W. Williams,Raymond Creekmore,1
27998,Dave H. and Reba W. Williams,Frank Cassara,3
28531,Dave H. and Reba W. Williams,John A. Noble,3
28855,Dave H. and Reba W. Williams,Joel Rohr,1
28756,Dave H. and Reba W. Williams,Lee Townsend,1
29096,Dave H. and Reba W. Williams,Wanda Miller Matthews,1
29147,Dave H. and Reba W. Williams,Frank Alfred Bicknell,1
27970,Dave H. and Reba W. Williams,Esther Bruton,3
28373,Dave H. and Reba W. Williams,Harriet Keese Lanfair,4
27838,Dave H. and Reba W. Williams,Jean Crawford Adams,1
28995,Dave H. and Reba W. Williams,Donald Campbell,1
27823,Dave H. and Reba W. Williams,Brian Coffey,1
27835,Dave H. and Reba W. Williams,International Graphic Arts Society,1
27722,Dave H. and Reba W. Williams,Elaine de Kooning,1
28697,Dave H. and Reba W. Williams,Lawrence Beall Smith,4
27724,Dave H. and Reba W. Williams,George Beyer,1
27824,Dave H. and Reba W. Williams,Alfred Thompson Bricher,1
27834,Dave H. and Reba W. Williams,William Wegman,1
27833,Dave H. and Reba W. Williams,Edwin Walter Dickinson,1
29095,Dave H. and Reba W. Williams,Maud Cabot Morgan,1
27826,Dave H. and Reba W. Williams,Robert M. Gatrell,1
27832,Dave H. and Reba W. Williams,Albion Bicknell,1
27827,Dave H. and Reba W. Williams,Garner H. Tullis,1
28626,Dave H. and Reba W. Williams,Pierre Sanford Ross,4
28850,Dave H. and Reba W. Williams,Aaron Pyle,1
28856,Dave H. and Reba W. Williams,Olga Lea Rosenson,1
28790,Dave H. and Reba W. Williams,Mildred Waltrip,1
28586,Dave H. and Reba W. Williams,Mina Pulsifer,4
28582,Dave H. and Reba W. Williams,Charles Ernest Pont,4
29098,Dave H. and Reba W. Williams,Paul Whitman,1
28683,Dave H. and Reba W. Williams,Herbert Silberman,3
28380,Dave H. and Reba W. Williams,William Langson Lathrop,3
29097,Dave H. and Reba W. Williams,James Irza Arnold,1
29251,Dave H. and Reba W. Williams,"Radtke, Lauckner & Co.",3
27818,Dave H. and Reba W. Williams,Robert Sanstrom,1
27822,Dave H. and Reba W. Williams,Kurt Seligmann,1
29148,Dave H. and Reba W. Williams,Federal Art Project (New York State),3
29151,Dave H. and Reba W. Williams,Andrew Butler,1
28994,Dave H. and Reba W. Williams,George Elmer Browne,1
29046,Dave H. and Reba W. Williams,Federal Art Project (Ohio),1
29045,Dave H. and Reba W. Williams,Simca Print Artists,1
28376,Dave H. and Reba W. Williams,Margaret Hunt Lansing,4
27733,Dave H. and Reba W. Williams,Julius Mihalik,1
28750,Dave H. and Reba W. Williams,Byron Thomas,1
29044,Dave H. and Reba W. Williams,Makoto Kawano,1
27820,Dave H. and Reba W. Williams,Paul Éluard,1
27821,Dave H. and Reba W. Williams,Maria Bonomi,1
27801,Dave H. and Reba W. Williams,Kenjiro Nonaka,1
28983,Dave H. and Reba W. Williams,Harry Glassgold,1
29092,Dave H. and Reba W. Williams,Vivian Nicholas Holbrook,1
28843,Dave H. and Reba W. Williams,Ruth Appleldoorn Mead,1
28844,Dave H. and Reba W. Williams,Robert Newman,1
29094,Dave H. and Reba W. Williams,Arthur Hall Smith,1
28385,Dave H. and Reba W. Williams,Robert Cranston Lee,3
28776,Dave H. and Reba W. Williams,George Vander Sluis,1
28758,Dave H. and Reba W. Williams,Morton P. Traylor,1
28256,Dave H. and Reba W. Williams,Harry Hering,3
27732,Dave H. and Reba W. Williams,Dorothea Mierisch,1
28788,Dave H. and Reba W. Williams,Bernhardt Wall,1
28845,Dave H. and Reba W. Williams,Joseph Novak,1
27966,Dave H. and Reba W. Williams,Syd J. Browne,3
27665,Dave H. and Reba W. Williams,Miguel Covarrubias,1
27737,Dave H. and Reba W. Williams,Jeanne Taylor,1
28482,Dave H. and Reba W. Williams,Winifred Milius Lubell,3
29162,Dave H. and Reba W. Williams,Charles Dater Weldon,1
28483,Dave H. and Reba W. Williams,Benjamin Miller,3
28769,Dave H. and Reba W. Williams,Muriel Tyler,1
28564,Dave H. and Reba W. Williams,Rudolph T. Pen,3
29161,Dave H. and Reba W. Williams,William Thomas Smedley,1
28993,Dave H. and Reba W. Williams,Yvette Bouchard,1
27650,Dave H. and Reba W. Williams,Anne Ryan,1
28646,Dave H. and Reba W. Williams,Lia Sayers,1
29130,Dave H. and Reba W. Williams,C. Bertram Hartman,3
29073,Dave H. and Reba W. Williams,Maria Boveri Cantarella,1
27651,Dave H. and Reba W. Williams,Margery Austen Ryerson,1
29160,Dave H. and Reba W. Williams,Martin Friedman,1
27715,Dave H. and Reba W. Williams,Kenneth Hayes Miller,3
28789,Dave H. and Reba W. Williams,Carl Albert Walters,3
28676,Dave H. and Reba W. Williams,James Russell Sherman,3
29163,Dave H. and Reba W. Williams,James Butler,1
27649,Dave H. and Reba W. Williams,Ernest D. Roth,1
27461,Dave H. and Reba W. Williams,Albert Edward Sterner,4
29071,Dave H. and Reba W. Williams,Robert J. Freiman,1
28473,Dave H. and Reba W. Williams,Maurice Merlin,3
29152,Dave H. and Reba W. Williams,Robert Randall Burkert,1
28474,Dave H. and Reba W. Williams,Anna Massey Lea Merritt,3
27753,Dave H. and Reba W. Williams,William Bradford,1
29072,Dave H. and Reba W. Williams,Victor De Wilde,1
28574,Dave H. and Reba W. Williams,George A. Picken,3
28647,Dave H. and Reba W. Williams,Rolph Scarlett,1
29164,Dave H. and Reba W. Williams,Richard Miller,1
28477,Dave H. and Reba W. Williams,Ivan Messenger,3
28677,Dave H. and Reba W. Williams,Francis B. Shields,3
29067,Dave H. and Reba W. Williams,Mary Adeline McKibbin,3
27674,Dave H. and Reba W. Williams,Charles H. Woodbury,1
28480,Dave H. and Reba W. Williams,Herman Meyer,3
27645,Dave H. and Reba W. Williams,Larry Rivers,1
28837,Dave H. and Reba W. Williams,Robert A. Eichelberger,1
27644,Dave H. and Reba W. Williams,Frederick T. Reynolds,1
29158,Dave H. and Reba W. Williams,Walter Damon Giffard,1
29143,Dave H. and Reba W. Williams,Theodore Brenson,1
28365,Dave H. and Reba W. Williams,Chet Harmon La More,4
28988,Dave H. and Reba W. Williams,Alice Edith Rumph,1
28762,Dave H. and Reba W. Williams,Nahum Tschacbasov,3
29154,Dave H. and Reba W. Williams,"Brooke Alexander, Inc.",1
28765,Dave H. and Reba W. Williams,Rupert D. Turnbull,1
27684,Dave H. and Reba W. Williams,Robert Rogers,1
28494,Dave H. and Reba W. Williams,Alex Monastersky,3
28989,Dave H. and Reba W. Williams,Barbara Fumagalli,1
27656,Dave H. and Reba W. Williams,Peter Hurd,1
29052,Dave H. and Reba W. Williams,Beulah Stevenson,3
27669,Dave H. and Reba W. Williams,Francis Luis Mora,1
29153,Dave H. and Reba W. Williams,Hal Bruntsch,1
29075,Dave H. and Reba W. Williams,Howard Warshaw,1
29061,Dave H. and Reba W. Williams,Gerhard H. Bakker,1
28371,Dave H. and Reba W. Williams,Bertha Mae Landers,4
28495,Dave H. and Reba W. Williams,Frederick Monhoff,3
27959,Dave H. and Reba W. Williams,Edgar Britton,3
28554,Dave H. and Reba W. Williams,Betty Waldo Parish,3
29070,Dave H. and Reba W. Williams,Gregory Dowler Ivy,1
29106,Dave H. and Reba W. Williams,Joseph Marsh Sheridan,1
28011,Dave H. and Reba W. Williams,Nicolai Cikovsky,3
28768,Dave H. and Reba W. Williams,William H. Tuthill,1
27653,Dave H. and Reba W. Williams,Samuel A. Schneider,1
27543,Dave H. and Reba W. Williams,Sue Fuller,4
27655,Dave H. and Reba W. Williams,Jared French,1
28648,Dave H. and Reba W. Williams,Mathilde Schaefer,1
29074,Dave H. and Reba W. Williams,Joseph E. Bolden,1
28649,Dave H. and Reba W. Williams,William J. Schaldach,1
28655,Dave H. and Reba W. Williams,Felix G. Schmidt,1
28987,Dave H. and Reba W. Williams,Alida Conover,1
27467,Dave H. and Reba W. Williams,Albert Urban,4
28705,Dave H. and Reba W. Williams,Ethel Spears,4
27671,Dave H. and Reba W. Williams,Henry Clarence Pitz,1
29156,Dave H. and Reba W. Williams,Ana Rosa de Ycaza,1
28088,Dave H. and Reba W. Williams,Leon Louis Dolice,3
29155,Dave H. and Reba W. Williams,Lucy H. Doane,1
29107,Dave H. and Reba W. Williams,Dorothy Milne Rising,1
29157,Dave H. and Reba W. Williams,Alexander Harrison,1
29076,Dave H. and Reba W. Williams,Margaret Newland Wenstrup,1
29068,Dave H. and Reba W. Williams,Virginia Kaar,1
28576,Dave H. and Reba W. Williams,Waldo Pierce,3
29051,Dave H. and Reba W. Williams,Frederick Mershimer,1
27739,Dave H. and Reba W. Williams,Kathryn Uhl,1
28016,Dave H. and Reba W. Williams,Richard B. Coe,3
29185,Dave H. and Reba W. Williams,Shirley Witebsky,3
28839,Dave H. and Reba W. Williams,Aries Fayer,1
27803,Dave H. and Reba W. Williams,Edgar Dorsey Taylor,1
27721,Dave H. and Reba W. Williams,George McNeil,1
28867,Dave H. and Reba W. Williams,Beckford Young,1
28866,Dave H. and Reba W. Williams,Thomas Yamamoto,1
28864,Dave H. and Reba W. Williams,Charles A. Wilimovsky,1
29053,Dave H. and Reba W. Williams,John F. Stenvall,1
29054,Dave H. and Reba W. Williams,Patt Vaccaro,1
29144,Dave H. and Reba W. Williams,Robert Angeloch,1
28834,Dave H. and Reba W. Williams,Wilfred M. Zogbaum,1
28710,Dave H. and Reba W. Williams,Clay Edgar Spohn,4
27806,Dave H. and Reba W. Williams,Katherine Sophie Dreier,1
29050,Dave H. and Reba W. Williams,Mildred McMillen,1
29224,Dave H. and Reba W. Williams,H. Paulson Legg,3
28869,Dave H. and Reba W. Williams,Myer Abel,1
29047,Dave H. and Reba W. Williams,Federal Art Project (Wisconsin),1
29145,Dave H. and Reba W. Williams,Frances V. Bear,1
28861,Dave H. and Reba W. Williams,Will S. Taylor,1
29134,Dave H. and Reba W. Williams,Ryah R. Ludins,3
28870,Dave H. and Reba W. Williams,Herman Ilfeld Bacharach,1
28905,Dave H. and Reba W. Williams,Mac LeSueur,3
28985,Dave H. and Reba W. Williams,Barbara Olmsted,1
29055,Dave H. and Reba W. Williams,Maltby Sykes,1
27810,Dave H. and Reba W. Williams,Leon Moran,1
29048,Dave H. and Reba W. Williams,Ruth Chrisman Gannett,1
28046,Dave H. and Reba W. Williams,Charles W. Dahlgreen,3
28986,Dave H. and Reba W. Williams,Fermin Rocker,1
28860,Dave H. and Reba W. Williams,John Theodore Edward Stoll,1
29049,Dave H. and Reba W. Williams,Nat Lowell,1
29169,Dave H. and Reba W. Williams,Frederick Keppel & Co.,1
28717,Dave H. and Reba W. Williams,Alexander Raoul Stavenitz,4
27808,Dave H. and Reba W. Williams,Arnold Friedman,1
28940,Dave H. and Reba W. Williams,Ella Sophonisba Hergesheimer,3
29056,Dave H. and Reba W. Williams,Frederick Bourchier Taylor,1
29057,Dave H. and Reba W. Williams,Zoltan Hecht,1
27660,Dave H. and Reba W. Williams,George Henry Smillie,1
28753,Dave H. and Reba W. Williams,Abraham Joel Tobias,3
28858,Dave H. and Reba W. Williams,John Courtney Sandefur,1
28924,Dave H. and Reba W. Williams,Albert Alexander Smith,3
27679,Dave H. and Reba W. Williams,Kenneth A. Kerslake,1
29062,Dave H. and Reba W. Williams,Ludwig Reiner,1
29167,Dave H. and Reba W. Williams,J. Samuels,1
27742,Dave H. and Reba W. Williams,Donald Sultan,1
27676,Dave H. and Reba W. Williams,Yves Tanguy,1
27840,Dave H. and Reba W. Williams,Abe Ajay,3
28680,Dave H. and Reba W. Williams,Harry Shoulberg,3
29063,Dave H. and Reba W. Williams,Clara Skinner,1
29064,Dave H. and Reba W. Williams,Bessie Rigrodsky,1
27640,Dave H. and Reba W. Williams,Abraham Rattner,1
29065,Dave H. and Reba W. Williams,Frank Reichmann,1
28470,Dave H. and Reba W. Williams,Joseph John Paul Meert,3
28763,Dave H. and Reba W. Williams,George Paul Tsutakawa,3
29066,Dave H. and Reba W. Williams,Jon Edward Peacock,1
29060,Dave H. and Reba W. Williams,LeConte Stewart,1
28616,Dave H. and Reba W. Williams,Paul Rohland,1
27740,Dave H. and Reba W. Williams,Italian 16th Century,1
27685,Dave H. and Reba W. Williams,Doris Seidler,1
27683,Dave H. and Reba W. Williams,Lee Mullican,1
29058,Dave H. and Reba W. Williams,Sid Gotcliffe,1
29168,Dave H. and Reba W. Williams,Alfred De Sauty,1
27630,Dave H. and Reba W. Williams,Margaret Elder Philbrick,1
27635,Dave H. and Reba W. Williams,Max Pollak,1
29113,Dave H. and Reba W. Williams,Frank Raubicheck,3
29059,Dave H. and Reba W. Williams,William Sylvester Gamble,1
28937,Dave H. and Reba W. Williams,Ben Abramowitz,3
27744,Dave H. and Reba W. Williams,Richard Bennett,3
27745,Dave H. and Reba W. Williams,Aline Fruhauf,3
29077,Dave H. and Reba W. Williams,Walter Rogalski,1
28643,Dave H. and Reba W. Williams,Tony Sarg,1
27743,Dave H. and Reba W. Williams,Eva Hesse,1
27639,Dave H. and Reba W. Williams,Howard Raftery,1
29108,Dave H. and Reba W. Williams,Jacinto Placencio Roman,1
27839,Dave H. and Reba W. Williams,Wayman Adams,3
29226,Dave H. and Reba W. Williams,Max McAfee,1
27755,Dave H. and Reba W. Williams,Elizabeth Smith,1
27516,Dave H. and Reba W. Williams,Edward Colker,1
29197,Dave H. and Reba W. Williams,Laura I. Woolsey,1
29198,Dave H. and Reba W. Williams,Doris Meyer,1
28659,Dave H. and Reba W. Williams,Saunders Schultz,1
27515,Dave H. and Reba W. Williams,Warrington Colescott,1
27513,Dave H. and Reba W. Williams,Lee R. Chesney,1
27556,Dave H. and Reba W. Williams,Harry Hoehn,1
28657,Dave H. and Reba W. Williams,Elmer Wayne Schooley,1
28656,Dave H. and Reba W. Williams,Gilbert Schoenbrod,1
27557,Dave H. and Reba W. Williams,Margot Holt Bostick,1
27558,Dave H. and Reba W. Williams,Irwin Hollander,1
28602,Dave H. and Reba W. Williams,Paul Resika,1
27448,Dave H. and Reba W. Williams,Gustave Baumann,3
27622,Dave H. and Reba W. Williams,Max Oppenheimer,1
27621,Dave H. and Reba W. Williams,Robert Hogg Nisbet,1
27620,Dave H. and Reba W. Williams,Barbara Neustadt,1
27612,Dave H. and Reba W. Williams,Seong Moy,1
28615,Dave H. and Reba W. Williams,Jane Rogers,1
28731,Dave H. and Reba W. Williams,Ethel Wall Struss,1
27611,Dave H. and Reba W. Williams,Franklin Townsend Morgan,1
27610,Dave H. and Reba W. Williams,Peter Milton,1
27449,Dave H. and Reba W. Williams,Karl Schrag,3
27517,Dave H. and Reba W. Williams,Robert Freemont Conover,1
28122,Dave H. and Reba W. Williams,Kelly Fearing,3
27518,Dave H. and Reba W. Williams,Jon Corbino,1
29193,Dave H. and Reba W. Williams,Jack Keijo Steele,1
28739,Dave H. and Reba W. Williams,Stanislaus Szukalski,1
27546,Dave H. and Reba W. Williams,Anne Goldthwaite,1
29195,Dave H. and Reba W. Williams,Lola Wheaton,1
27619,Dave H. and Reba W. Williams,Robert von Neumann,3
28625,Dave H. and Reba W. Williams,John Ross,1
28700,Dave H. and Reba W. Williams,Florence Bartley Smithburn,1
29196,Dave H. and Reba W. Williams,Paul Adam Wehr,1
27451,Dave H. and Reba W. Williams,Anton Schutz,3
27538,Dave H. and Reba W. Williams,Alexander Patrick Fleming,1
27599,Dave H. and Reba W. Williams,André Masson,1
27537,Dave H. and Reba W. Williams,Eugene Feldman,1
28736,Dave H. and Reba W. Williams,Jean Donald Swiggett,1
28124,Dave H. and Reba W. Williams,Paul A. Feldhaus,3
28735,Dave H. and Reba W. Williams,Sam Swerdloff,1
28732,Dave H. and Reba W. Williams,Ivan F. Summers,1
27529,Dave H. and Reba W. Williams,John Dowell,1
27522,Dave H. and Reba W. Williams,Ruth Cyril,1
27521,Dave H. and Reba W. Williams,Nathaniel Currier,1
28699,Dave H. and Reba W. Williams,Wuanita Smith,1
27520,Dave H. and Reba W. Williams,Rose Crosman,1
27519,Dave H. and Reba W. Williams,Pierre Courtin,1
27536,Dave H. and Reba W. Williams,Alfred Feinberg,1
29199,Dave H. and Reba W. Williams,Andrew A. Kincannon,1
27596,Dave H. and Reba W. Williams,Robert Mallary,1
29200,Dave H. and Reba W. Williams,Harry Hult,1
27371,Dave H. and Reba W. Williams,American 19th Century,3
27579,Dave H. and Reba W. Williams,Jacob Landau,1
27628,Dave H. and Reba W. Williams,Leon René Pescheret,3
27376,Dave H. and Reba W. Williams,Leonard Baskin,3
29118,Dave H. and Reba W. Williams,Rominer Lovewell,1
27575,Dave H. and Reba W. Williams,Leon Kroll,1
28727,Dave H. and Reba W. Williams,Elinore Stone,1
27571,Dave H. and Reba W. Williams,Norman Kent,1
27570,Dave H. and Reba W. Williams,Corita Kent,1
28829,Dave H. and Reba W. Williams,Arthur Zaidenberg,1
29243,Dave H. and Reba W. Williams,S. Edelson,1
29117,Dave H. and Reba W. Williams,Peter Liechtenstein,1
27502,Dave H. and Reba W. Williams,Louis Bunce,1
28726,Dave H. and Reba W. Williams,Glen Stirling,1
28118,Dave H. and Reba W. Williams,John Mackie Falconer,3
28632,Dave H. and Reba W. Williams,Alexander Peter Russo,1
27377,Dave H. and Reba W. Williams,Alexander Calder,3
28583,Dave H. and Reba W. Williams,Veva Porter,1
28349,Dave H. and Reba W. Williams,Stanley Koppel,3
27501,Dave H. and Reba W. Williams,William Brice,1
28668,Dave H. and Reba W. Williams,David Shapiro,1
28636,Dave H. and Reba W. Williams,Peter Sager,1
27509,Dave H. and Reba W. Williams,Wesley Chamberlin,1
29192,Dave H. and Reba W. Williams,Ina Perham Story,1
27408,Dave H. and Reba W. Williams,Thomas Hovenden,3
27583,Dave H. and Reba W. Williams,Gerson August Leiber,1
27595,Dave H. and Reba W. Williams,Samuel Calman Maitin,1
29201,Dave H. and Reba W. Williams,Mercedes L. Herold,1
27590,Dave H. and Reba W. Williams,Vincent John Longo,1
27589,Dave H. and Reba W. Williams,Robert Fulton Logan,1
28661,Dave H. and Reba W. Williams,James Powell Scott,1
28663,Dave H. and Reba W. Williams,Thomas Seawell,1
29203,Dave H. and Reba W. Williams,Larry C. Rodda,1
27414,Dave H. and Reba W. Williams,Yasuo Kuniyoshi,3
28728,Dave H. and Reba W. Williams,Louis K. Stone,1
27411,Dave H. and Reba W. Williams,Leo Katz,3
28611,Dave H. and Reba W. Williams,Robert N. Robathan,1
27426,Dave H. and Reba W. Williams,Boardman Robinson,3
29190,Dave H. and Reba W. Williams,Frank Whitaker Verrall,1
29241,Dave H. and Reba W. Williams,W. Iler,1
28664,Dave H. and Reba W. Williams,Phyllis Seltzer,1
28614,Dave H. and Reba W. Williams,Walter Paul Robinson,1
27431,Dave H. and Reba W. Williams,Joseph Stella,3
28667,Dave H. and Reba W. Williams,Fred Shane,1
29242,Dave H. and Reba W. Williams,"E. Walsh, Jr.",1
28836,Dave H. and Reba W. Williams,David Burke,3
28116,Dave H. and Reba W. Williams,Ray Euffa,3
27586,Dave H. and Reba W. Williams,Roy Lichtenstein,1
27560,Dave H. and Reba W. Williams,Ian Hugo,1
27617,Dave H. and Reba W. Williams,Reginald H. Neal,3
28638,Dave H. and Reba W. Williams,Elizabeth Saltonstall,3
28718,Dave H. and Reba W. Williams,Juliette Steele,3
29238,Dave H. and Reba W. Williams,Neal Putman,1
28089,Dave H. and Reba W. Williams,Elise Donaldson,3
29222,Dave H. and Reba W. Williams,Margaret Layton,1
29219,Dave H. and Reba W. Williams,Elnore La Caff,1
29239,Dave H. and Reba W. Williams,Helen Wagner,1
29125,Dave H. and Reba W. Williams,Daniel Albert Veresmith,1
29218,Dave H. and Reba W. Williams,Lynn Kipman,1
29206,Dave H. and Reba W. Williams,Annie Lee Ross,1
29215,Dave H. and Reba W. Williams,Margaret E. Hain,1
28307,Dave H. and Reba W. Williams,George Josimovich,3
27343,Dave H. and Reba W. Williams,Perle Fine,3
29204,Dave H. and Reba W. Williams,Mabel Butensky,1
29175,Dave H. and Reba W. Williams,Edward C. Smith,1
29126,Dave H. and Reba W. Williams,Hanns Skolle,1
27350,Dave H. and Reba W. Williams,John Hultberg,3
29213,Dave H. and Reba W. Williams,David Gilbert,1
29127,Dave H. and Reba W. Williams,Henry Bringle Shope,1
29212,Dave H. and Reba W. Williams,Leonard Gerstenfeld,1
29211,Dave H. and Reba W. Williams,Selma Freeman,1
28716,Dave H. and Reba W. Williams,Shirley Staschen,1
27720,Dave H. and Reba W. Williams,Ilya Bolotowsky,3
28707,Dave H. and Reba W. Williams,Niles Spencer,1
29214,Dave H. and Reba W. Williams,D. Green,1
28743,Dave H. and Reba W. Williams,Julius Tanzer,3
29220,Dave H. and Reba W. Williams,Daniel Lang,1
28748,Dave H. and Reba W. Williams,Lura Ann Hedrick Taylor,1
27528,Dave H. and Reba W. Williams,Richard Diebenkorn,3
27527,Dave H. and Reba W. Williams,Arthur Deshaies,3
29227,Dave H. and Reba W. Williams,Marion Miller,1
28130,Dave H. and Reba W. Williams,Stephen James Ferris,3
29228,Dave H. and Reba W. Williams,Ann Curran Turner,1
29229,Dave H. and Reba W. Williams,Marie Kennedy,1
29230,Dave H. and Reba W. Williams,Joseph Rodefer DeCamp,1
29122,Dave H. and Reba W. Williams,Samuel J. Woolf,1
29231,Dave H. and Reba W. Williams,Randy Hemminghaus,1
28709,Dave H. and Reba W. Williams,Harry Spiers,1
29207,Dave H. and Reba W. Williams,Frank Christensen,1
27523,Dave H. and Reba W. Williams,Stuart Davis,3
29121,Dave H. and Reba W. Williams,Titus H. Darrow,1
29225,Dave H. and Reba W. Williams,Isador Margoles,1
27539,Dave H. and Reba W. Williams,Richard Floethe,3
29234,Dave H. and Reba W. Williams,Mavis Pusey,1
29221,Dave H. and Reba W. Williams,Ralph Lawson,1
29235,Dave H. and Reba W. Williams,Hampton M. Ericsson,1
29236,Dave H. and Reba W. Williams,Peggy Frankland,1
27811,Dave H. and Reba W. Williams,James Craig Nicoll,3
29237,Dave H. and Reba W. Williams,Laurette Meier,1
28696,Dave H. and Reba W. Williams,Howard R. Smith,1
29123,Dave H. and Reba W. Williams,Earle B. Winslow,1
27629,Dave H. and Reba W. Williams,Gabor Peterdi,3
27508,Dave H. and Reba W. Williams,Samuel Chamberlain,3
29210,Dave H. and Reba W. Williams,Matt Daniels,1
28141,Dave H. and Reba W. Williams,Susan Willard Flint,3
27367,Dave H. and Reba W. Williams,Jackson Pollock,3
27554,Dave H. and Reba W. Williams,Ernest Haskell,1
27551,Dave H. and Reba W. Williams,Philip Guston,1
27550,Dave H. and Reba W. Williams,Elias M. Grossman,1
29128,Dave H. and Reba W. Williams,Fred Grayson Sayre,1
29188,Dave H. and Reba W. Williams,Dorothea Loewenstein,1
29205,Dave H. and Reba W. Williams,Gerard Cachet,1
28722,Dave H. and Reba W. Williams,Dorothea Stevenson,1
28723,Dave H. and Reba W. Williams,Dorothy N. Stewart,1
29187,Dave H. and Reba W. Williams,Mary Gates,1
28713,Dave H. and Reba W. Williams,Everett Franklin Spruce,1
28744,Dave H. and Reba W. Williams,Carlie Tart,1
28146,Dave H. and Reba W. Williams,Karl Eugene Fortess,3
28147,Dave H. and Reba W. Williams,Frances M. Foy,3
28628,Dave H. and Reba W. Williams,Alfred Rudolph,1
28715,Dave H. and Reba W. Williams,Edward Armen Stasack,3
28692,Dave H. and Reba W. Williams,Thomas Chester Slettehaugh,1
29191,Dave H. and Reba W. Williams,Paul H. Winchell,1
28297,Dave H. and Reba W. Williams,Frederic James,3
27458,Dave H. and Reba W. Williams,Emiliano Sorini,3
28741,Dave H. and Reba W. Williams,Reuben Tam,1
29189,Dave H. and Reba W. Williams,Will Lamm,1
29176,Dave H. and Reba W. Williams,Atelier Desjobert,1
27555,Dave H. and Reba W. Williams,Eugene Higgins,1
28711,Dave H. and Reba W. Williams,William Philip Spratling,3
29177,Dave H. and Reba W. Williams,Arnold R. Southwell,1
29209,Dave H. and Reba W. Williams,Lola E. Dale,1
29208,Dave H. and Reba W. Williams,C. Coleman,1
29178,Dave H. and Reba W. Williams,E. G. Starr,1
28702,Dave H. and Reba W. Williams,William Soles,1
29179,Dave H. and Reba W. Williams,Ernest A. Spuechler,1
28125,Dave H. and Reba W. Williams,Walter Feldman,3
27354,Dave H. and Reba W. Williams,Eastman Johnson,3
27358,Dave H. and Reba W. Williams,Jacob Lawrence,3
29180,Dave H. and Reba W. Williams,Dale Stelar,1
28701,Dave H. and Reba W. Williams,Joan Snyder,1
28585,Dave H. and Reba W. Williams,Garrett Price,1
29181,Dave H. and Reba W. Williams,Stephen S. Story,1
29119,Dave H. and Reba W. Williams,Louis Kinney Harlow,1
27547,Dave H. and Reba W. Williams,Douglas Warner Gorsline,3
29182,Dave H. and Reba W. Williams,Helen Anne Swartz,1
28775,Dave H. and Reba W. Williams,Oscar Van Young,1
27504,Dave H. and Reba W. Williams,Barbara Burrage,1
29184,Dave H. and Reba W. Williams,Marsham Wright,1
28720,Dave H. and Reba W. Williams,Nathaniel P. Steinberg,1
29186,Dave H. and Reba W. Williams,Inez Keister,1
28299,Dave H. and Reba W. Williams,Lucille Jeffries,3
27541,Dave H. and Reba W. Williams,Antonio Frasconi,3
28520,Dave H. and Reba W. Williams,Archie L. Musick,3
28810,Dave H. and Reba W. Williams,John Carleton Wiggins,1
27384,Dave H. and Reba W. Williams,William Zorach,3
28621,Dave H. and Reba W. Williams,Charles Rosen,1
27774,Dave H. and Reba W. Williams,Ben Schonzeit,1
28725,Dave H. and Reba W. Williams,George Stimmel,1
27974,Dave H. and Reba W. Williams,Andrew A. Bucci,3
28352,Dave H. and Reba W. Williams,Saul Kovner,3
27771,Dave H. and Reba W. Williams,John K. Hillers,1
27770,Dave H. and Reba W. Williams,Joseph Nechvatal,1
27769,Dave H. and Reba W. Williams,Louis Prang,1
28591,Dave H. and Reba W. Williams,Charles F. Ramus,4
28433,Dave H. and Reba W. Williams,Ethel Magafan,3
28446,Dave H. and Reba W. Williams,Jack Markow,3
27767,Dave H. and Reba W. Williams,Flora Itwin Schofield,1
27659,Dave H. and Reba W. Williams,Frank Mechau,3
28852,Dave H. and Reba W. Williams,Saul Raskin,1
28799,Dave H. and Reba W. Williams,Julius Weiss,1
28589,Dave H. and Reba W. Williams,Mildred Rackley,4
27766,Dave H. and Reba W. Williams,Tim Rollins + K.O.S.,1
28282,Dave H. and Reba W. Williams,Yvonne Twining Humber,3
28797,Dave H. and Reba W. Williams,Herman Armour Webster,1
29264,Dave H. and Reba W. Williams,Public Works of Art Project,1
28665,Dave H. and Reba W. Williams,Shelby Shackelford,4
28658,Dave H. and Reba W. Williams,Palmer Schoppe,3
27691,Dave H. and Reba W. Williams,Leon Golub,3
28150,Dave H. and Reba W. Williams,Stephen A. Fredericks,3
28456,Dave H. and Reba W. Williams,John Ward McClellan,3
27789,Dave H. and Reba W. Williams,Peter Blume,1
28180,Dave H. and Reba W. Williams,Sam Glankoff,3
27786,Dave H. and Reba W. Williams,Esphyr Slobodkina,1
29254,Dave H. and Reba W. Williams,Andersen-Lamb,1
28622,Dave H. and Reba W. Williams,Ceil Rosenberg,1
29255,Dave H. and Reba W. Williams,Mauritz Frederick Hendrick de Haas,1
27783,Dave H. and Reba W. Williams,Byron Browne,1
29261,Dave H. and Reba W. Williams,Cleve Bissell,1
