,target,source,value
341,Ailsa Mellon Bruce Fund,Gottfried Bernhard Götz,1
342,Ailsa Mellon Bruce Fund,Vincenzo Mazzi,1
343,Ailsa Mellon Bruce Fund,C. Schulgen-Bettendorf,1
344,Ailsa Mellon Bruce Fund,Gallo Gallina,2
345,Ailsa Mellon Bruce Fund,Camillo Boccaccino,2
346,Ailsa Mellon Bruce Fund,Hans Lencker,2
347,Ailsa Mellon Bruce Fund,Giambattista Canal,2
348,Ailsa Mellon Bruce Fund,Salomon Corrodi,2
349,Ailsa Mellon Bruce Fund,Wynand Otto Jan Nieuwenkamp,2
350,Ailsa Mellon Bruce Fund,Carlo Paolo Agazzi,2
351,Ailsa Mellon Bruce Fund,Edwin Scharff,2
352,Ailsa Mellon Bruce Fund,Pietro Sanchini,1
353,Ailsa Mellon Bruce Fund,Ugo da Carpi,1
354,Ailsa Mellon Bruce Fund,Cesare Biseo,1
355,Ailsa Mellon Bruce Fund,E. Tommasi,1
356,Ailsa Mellon Bruce Fund,Giuseppe Cornienti,1
357,Ailsa Mellon Bruce Fund,Frederick George Byron,1
358,Ailsa Mellon Bruce Fund,Hyacinthe-Louis-Victor-Jean-Baptiste Aubry-Lecomte,1
359,Ailsa Mellon Bruce Fund,Antonio Nessi,1
360,Ailsa Mellon Bruce Fund,Netherlandish 17th Century,19
361,Ailsa Mellon Bruce Fund,Calcographia Gastaldi,2
362,Ailsa Mellon Bruce Fund,Carlo Baroni,1
363,Ailsa Mellon Bruce Fund,Claude Vignon,19
364,Ailsa Mellon Bruce Fund,Albert Emil Kirchner,19
365,Ailsa Mellon Bruce Fund,Aurelio Lomi,1
366,Ailsa Mellon Bruce Fund,Eugen Napoleon Neureuther,4
367,Ailsa Mellon Bruce Fund,Francesco Vanni,4
368,Ailsa Mellon Bruce Fund,Valère Bernard,1
369,Ailsa Mellon Bruce Fund,Albrecht Altdorfer,4
370,Ailsa Mellon Bruce Fund,Giuseppe Elena,1
371,Ailsa Mellon Bruce Fund,Ernesto Bazzaro,2
372,Ailsa Mellon Bruce Fund,Carl Barth,1
373,Ailsa Mellon Bruce Fund,Philipp Hieronymus Brinckmann,1
374,Ailsa Mellon Bruce Fund,Ludwig Thiersch,1
375,Ailsa Mellon Bruce Fund,Raphael Sadeler I,4
376,Ailsa Mellon Bruce Fund,Louis-Marin Bonnet,4
377,Ailsa Mellon Bruce Fund,Jean Jacques Le Veau,19
378,Ailsa Mellon Bruce Fund,Herman Saftleven,4
379,Ailsa Mellon Bruce Fund,Pieter Bruegel the Elder,4
380,Ailsa Mellon Bruce Fund,Harlan & Weaver,2
381,Ailsa Mellon Bruce Fund,Pieter Molijn,19
382,Ailsa Mellon Bruce Fund,Julius Adam the Elder,1
383,Ailsa Mellon Bruce Fund,Cadart & Chevalier,2
384,Ailsa Mellon Bruce Fund,Carl Emil Baagöe,1
385,Ailsa Mellon Bruce Fund,Sassoferrato,1
386,Ailsa Mellon Bruce Fund,Jan van de Velde II,19
387,Ailsa Mellon Bruce Fund,Kunstverein München,1
388,Ailsa Mellon Bruce Fund,Peter Stephens,1
389,Ailsa Mellon Bruce Fund,Adolfo De Carolis,1
390,Ailsa Mellon Bruce Fund,Master CR,1
391,Ailsa Mellon Bruce Fund,Fabio Mauroner,1
392,Ailsa Mellon Bruce Fund,Johann Andreas Benjamin Nothnagel,1
393,Ailsa Mellon Bruce Fund,Joannes Plano de,1
394,Ailsa Mellon Bruce Fund,Ricard Canals Llambí,1
395,Ailsa Mellon Bruce Fund,Lukas Stipperger,1
396,Ailsa Mellon Bruce Fund,Johann Jakob Thourneysen,1
397,Ailsa Mellon Bruce Fund,Pierre-Charles Coqueret,1
398,Ailsa Mellon Bruce Fund,Innocente Alessandri,1
399,Ailsa Mellon Bruce Fund,Pierre Gallays,1
400,Ailsa Mellon Bruce Fund,Jean-Baptiste Hutin,1
401,Ailsa Mellon Bruce Fund,Gabrielle-Marie Niel,1
402,Ailsa Mellon Bruce Fund,Theodoor van Hoijtema,1
403,Ailsa Mellon Bruce Fund,Fra Semplice da Verona,1
404,Ailsa Mellon Bruce Fund,Gerrit van Schagen,18
405,Ailsa Mellon Bruce Fund,Rose Angélique Moitte,1
406,Ailsa Mellon Bruce Fund,William Fraser Garden,1
407,Ailsa Mellon Bruce Fund,Paolo Vetri,1
408,Ailsa Mellon Bruce Fund,Alexandre Ubeleski,1
409,Ailsa Mellon Bruce Fund,Andrea Lilio,1
410,Ailsa Mellon Bruce Fund,Pieter Dupont,1
411,Ailsa Mellon Bruce Fund,Armando Cermignani,1
412,Ailsa Mellon Bruce Fund,Piallat,1
413,Ailsa Mellon Bruce Fund,Giacinto Gigante,1
414,Ailsa Mellon Bruce Fund,Siemen Dijkstra,1
415,Ailsa Mellon Bruce Fund,Pieter Claesz Soutman,9
416,Ailsa Mellon Bruce Fund,Adam Buck,2
417,Ailsa Mellon Bruce Fund,Dindga McCannon,2
418,Ailsa Mellon Bruce Fund,Otto Dix,1
419,Ailsa Mellon Bruce Fund,Marcellin-Gilbert Desboutin,1
420,Ailsa Mellon Bruce Fund,Gilles Demarteau the Elder,1
421,Ailsa Mellon Bruce Fund,Pierre Henri Theodore Tetar van Elven,1
422,Ailsa Mellon Bruce Fund,Louis-Joseph Masquelier,1
423,Ailsa Mellon Bruce Fund,Jusepe de Ribera,5
424,Ailsa Mellon Bruce Fund,Prospero Bresciano,1
425,Ailsa Mellon Bruce Fund,Master F.B.,1
426,Ailsa Mellon Bruce Fund,Master F.P.,1
427,Ailsa Mellon Bruce Fund,Master G.G.N.,1
428,Ailsa Mellon Bruce Fund,Master HFE,1
429,Ailsa Mellon Bruce Fund,Master IV,1
430,Ailsa Mellon Bruce Fund,Master MZ,1
431,Ailsa Mellon Bruce Fund,Master RG,1
432,Ailsa Mellon Bruce Fund,Georg Alexander Mathey,1
433,Ailsa Mellon Bruce Fund,Henri Mauperche,1
434,Ailsa Mellon Bruce Fund,Jean-Baptiste Deshays,5
435,Ailsa Mellon Bruce Fund,John Martin,1
436,Ailsa Mellon Bruce Fund,Hans Meid,1
437,Ailsa Mellon Bruce Fund,Agnes Denes,5
438,Ailsa Mellon Bruce Fund,Louis Lombard,1
439,Ailsa Mellon Bruce Fund,Henri-Gabriel Ibels,1
440,Ailsa Mellon Bruce Fund,Jacopo Ligozzi,1
441,Ailsa Mellon Bruce Fund,Dutch 17th Century,5
442,Ailsa Mellon Bruce Fund,Beatrice S. Levy,1
443,Ailsa Mellon Bruce Fund,Girolamo Imperiale I,1
444,Ailsa Mellon Bruce Fund,Francois-Robert Ingouf,1
445,Ailsa Mellon Bruce Fund,George Percy Jacomb-Hood,1
446,Ailsa Mellon Bruce Fund,Nicolas-René Jollain,1
447,Ailsa Mellon Bruce Fund,Philipp Andreas Kilian,1
448,Ailsa Mellon Bruce Fund,Ignaz Sebastian Klauber,1
