,id,sum,group
74,Simo Pertii Hannula,1,2
75,Sidney B. Felsen,1,2
76,Jonathan Borofsky,1,2
77,Jacques Androuet du Cerceau,1,2
78,Jacob Matthias Schmutzer,1,2
79,Ives-Sillman,1,2
80,Irene Siegel,1,2
81,Giorgio Ghisi,1,2
82,Stanislas Lépine,1,2
83,Giovanni da Cavino,1,2
84,Sirocco Screenprints,1,2
85,Gustave Caillebotte,1,2
86,H.C. Westermann,1,2
87,Hans Blum,1,2
88,Joseph Ducreux,1,2
89,Hans Bol,1,2
90,Roelandt Savery,1,2
91,Henri de Toulouse-Lautrec,1,2
92,Henry Fuseli,1,2
93,Henry Webber,1,2
94,Hieronymus Cock,1,2
95,Honoré Daumier,1,2
96,Hubert François Gravelot,1,2
97,Harry E. Westlund,1,2
98,Seymour Rosofsky,1,2
99,Krystine Graziano,1,2
100,Käthe Kollwitz,1,2
101,Ruth Asawa,1,2
102,Roy Lichtenstein,1,2
103,Paul Sandby,1,2
104,Paulus Pontius,1,2
105,Perino del Vaga,1,2
106,Pieter van der Heyden,1,2
107,Raoul Dufy,1,2
108,Otto R. Eggers,1,2
109,Raoul Hague,1,2
110,Rene Pierre Charles Princeteau,1,2
111,René Magritte,1,2
112,Richard Bosman,1,2
113,Richard Wilke,1,2
114,Robert Knisel,1,2
115,Robert Petersen,1,2
116,Ron Olds,1,2
117,Raphael Soyer,1,2
118,Giorgio Fossati,1,2
119,North Italian 17th Century,1,2
120,Norman Lindsay,1,2
121,Leon Golub,1,2
122,Leon Polk Smith,1,2
123,Leon Underwood,1,2
124,Leonard Baskin,1,2
125,Louis Fort,1,2
126,Louis-Marin Bonnet,1,2
127,Lyonel Feininger,1,2
128,North Italian 16th Century,1,2
129,Magdalena van de Passe,1,2
130,Sarabhai Family,1,2
131,Mark Stock,1,2
132,Marsden Hartley,1,2
133,Master H.W.G.,1,2
134,Maurice Utrillo,1,2
135,Nancy Brett,1,2
136,Nathan Oliveira,1,2
137,Mario Avati,1,2
138,Gilles Demarteau the Elder,1,2
139,Hendrick Goltzius,1,2
140,Claes Oldenburg,1,2
141,Benton Spruance,1,2
142,Berthe Morisot,1,2
143,Blair Litho,1,2
144,Bruce Lowney,1,2
145,C. del Sasso,1,2
146,Virgil Solis,1,2
147,Carle Van Loo,1,2
148,Charles-Nicolas Cochin II,1,2
149,Christoph Murer,1,2
150,Christopher Rauschenberg,1,2
151,Gerhard Richter,1,2
152,Claude Monet,1,2
153,Constantin Brâncuși,1,2
154,David Loggan,1,2
155,Doris Simmelink,1,2
156,Ben Nicholson,1,2
157,Tony Rosati,1,2
158,B. Cole,1,2
159,Auguste Clot,1,2
160,William Hogarth,1,2
161,Abraham Mignon,1,2
162,Adja Yunkers,1,2
163,Adolphe Appian,1,2
164,Adriaen van de Velde,1,2
165,Alfred Sisley,1,2
166,American 19th Century,1,2
167,"Andrea Briosco, called Riccio",1,2
168,Andrea del Verrocchio,1,2
169,Andrew Vlady,1,2
170,Willem de Passe,1,2
171,Anonymous Artist,1,2
172,Anthony Gorny,1,2
173,Anthony Stoeveken,1,2
174,Wallace Berman,1,2
175,Augustin Hirschvogel,1,2
176,Edouard Vuillard,1,2
177,Ron McPherson,1,2
178,Francesco Zucchi,1,2
179,Francis Wheatley,1,2
180,Edward Henderson,1,2
181,Thomas Cole,1,2
182,Theo Wujcik,1,2
183,T. Frantisek Simon,1,2
184,Francesco Fontebasso,1,2
185,G. Ray Kerciu,1,2
186,Gabriel Kohn,1,2
187,Gary Reams,1,2
188,Gaspero Ticiani,1,2
189,Stuart Henderson,1,2
190,Eugène Boudin,1,2
191,Felix Droese,1,2
192,George Bellows,1,2
193,Georges Rouault,1,2
194,Ellsworth Kelly,1,2
195,Timothy Isham,1,2
196,Eugene Larkin,1,2
197,Ercole Bazicaluva,1,2
198,Ernst Van Leyden,1,2
199,Frank Stella,1,2
200,André Derain,2,2
201,Frédéric Bazille,2,2
202,William Gropper,2,2
203,Nora Spicer Unwin,2,2
204,Henri Matisse,2,2
205,Richard Wilson,2,2
206,Otto Piene,2,2
207,Giovanni Candida,2,2
208,Antoine Watteau,2,2
209,Norman Zammitt,2,2
210,George Sugarman,2,2
211,Wako Ito,2,2
212,Alfred Stieglitz,2,2
213,Robert Cremean,2,2
214,George Cruikshank,2,2
215,Jean-Louis Forain,2,2
216,Jacopo Nizzola da Trezzo,2,2
217,Edgar Degas,2,2
218,Joe Funk,2,2
219,Dick Wray,2,2
220,Josef Albers,2,2
221,Clinton Adams,2,2
222,Joseph Wright,2,2
223,Joseph-Marie Vien,2,2
224,Everett Shinn,2,2
225,James Boynton,2,2
226,Jacques Callot,2,2
227,Valerio Belli,2,2
228,Leonard Lehrer,2,2
229,Gio Pomodoro,2,2
230,Florentine 15th Century,2,2
231,Jackson Pollock,2,2
232,Italian 16th Century,2,2
233,Mark Leithauser,2,2
234,Thomas Eakins,2,2
235,Francesco Polanzani,2,2
236,Barnett Newman,2,2
237,Martin Klein,2,2
238,Maurice Prendergast,2,2
239,Max Joseph Wagenbauer,2,2
240,Serge Lozingot,3,2
241,Samuel Alken,3,2
242,Salvator Rosa,3,2
243,Vito Acconci,3,2
244,Winslow Homer,3,2
245,Patrick Foy,3,2
246,Abraham Bloemaert,3,2
247,Andrea Palladio,3,2
248,Anker Smith,3,2
249,Aristide Maillol,3,2
250,Arthur Mayger Hind,3,2
251,Ed Ruscha,3,2
252,Emma Crewe,3,2
253,Francesco Piranesi,3,2
254,François Boucher,3,2
255,Frederick O'Hara,3,2
256,Pablo Picasso,3,2
257,Mary Cassatt,3,2
258,John Russell Pope,3,2
259,Kenneth Farley,4,2
260,Frederick P. Nodder,4,2
261,Charles Ritt,4,2
262,Anthony Zepeda,4,2
263,Stefano Della Bella,5,2
264,John Altoon,5,2
265,Thomas Holloway,5,2
266,Camille Pissarro,5,2
267,Walker Evans,5,2
268,Robert Rauschenberg,7,2
269,Graphicstudio,7,2
270,John Marin,10,2
271,James Jones,11,2
272,Gemini G.E.L.,14,2
273,M.C. Escher,15,2
274,Mark Rothko,23,2
275,Tamarind Institute,39,2
276,Giovanni Battista Piranesi,58,2
277,Max Beckmann,224,2
