,id,sum,group
452,Mr. Marc Freidus,14,1
453,Jack Stern,14,1
454,Mr. Philip Benedict,14,1
455,Mr. Merrill C. Berman,14,1
456,Mr. and Mrs. Neil F. Phillips,14,1
457,Jonathan Bober,14,1
458,Galerie Kurt Meissner,14,1
459,Enid Annenberg Haupt,14,1
460,Lawrence Lawver,14,1
461,Richard A. Simms Fund,14,1
462,Monica and Hermen Greenberg,14,1
463,Dr. and Mrs. David S. Pollen,14,1
464,Chester Dale,14,1
465,Randi and Bob Fisher Fund,14,1
466,Mrs. John Powers,14,1
467,William A. Clark Fund,14,1
468,Stephen Robeson Miller,14,1
469,Professor John Wilmerding,14,1
470,Estate of Elizabeth C. Lukacs,14,1
471,Asbjorn R. Lunde,13,1
472,Barry and Gigi Fitzmorris,13,1
473,Ms. Ann R. Vershbow,13,1
474,Ms. Stephanie N. Marcy,13,1
475,Mr. George Kenney,13,1
476,Mrs. Hereward Lester Cooke,13,1
477,E.T. Williams Jr.,13,1
478,Jacob Kainen Memorial Fund,13,1
479,Dr. Michael Louis Schiffman,13,1
480,Leonard Vernon,13,1
481,"The Brown Foundation, Inc.",13,1
482,Dyke Fund,13,1
483,Lin Lougheed,13,1
484,Mr. and Mrs. Paul Gourary,13,1
485,Carl Chiarenza,12,1
486,Jean and Clinton Wright Fund,12,1
487,Dr. Gerd Presler,12,1
488,Dr. Alan Pocinki,12,1
489,Mr. and Mrs. John Davis Hatch,12,1
490,Lila Acheson Wallace National Gallery of Art Fund,12,1
491,Mr. Claes Oldenburg and Ms. Coosje van Bruggen,12,1
492,Ellen von Seggern Richter and Jan Paul Richter,12,1
493,Hiram Butler Gallery,12,1
494,Ruth Benedict Purchase Fund,12,1
495,Mr. Eric Ceputis,12,1
496,Ms. Gay S. Block,12,1
497,Mr. and Mrs. Stuart P. Feld,12,1
498,J-L Ormond Holdings Limited,12,1
499,Mr. Lee Lozowick,12,1
500,John Wilmerding Fund,12,1
501,Mrs. Dorothy Lichtenstein,12,1
502,Maryland Institute College of Art,12,1
503,Jenny Holzer Studio,12,1
504,Giancarlo Tognoni,12,1
505,Mr. Larry Dale Arnold,12,1
506,Mr. Elmar W. Seibel,11,1
507,Michael Jacobs,11,1
508,Mr. and Mrs. Lee G. Rubenstein,11,1
509,Dr. and Mrs. Ronald R. Lubritz,11,1
510,"Washington Printmakers, Inc.",11,1
511,GAO Chu,11,1
512,William Carter,11,1
513,William and Sarah Walton,11,1
514,Dan Fauci,11,1
515,Artemis Fine Arts Inc.,11,1
516,Miriam Schapiro,11,1
517,Elizabeth Kellogg,11,1
518,Mr. George Stephanopoulos,11,1
519,Joseph M. Cohen,11,1
520,Mr. John B. Davidson,11,1
521,Estate of Robert Smithson,10,1
522,Mr. Martin N. Rosen,10,1
523,Mr. and Mrs. William N. Cafritz,10,1
524,Mark Ruwedel,10,1
525,Judith Brodie,10,1
526,Esther Cattell Schmitt,10,1
527,Mr. Robert S. Pirie,10,1
528,Ms. Agnes Gund,10,1
529,Mr. Alexander Vershbow,10,1
530,Washington Print Club,10,1
531,Veverka Family Foundation Fund,10,1
532,Kerry James Marshall,10,1
533,Fine Art Ltd.,10,1
534,Emile E. Wolf,10,1
535,Thomas A. Cox,10,1
536,David and Constance Yates,10,1
537,Mr. and Mrs. David Tunick,10,1
538,Norman and Carolyn Carr,10,1
539,Christopher Cordes,10,1
540,Michael Straus,10,1
541,Robert Rauschenberg Foundation,10,1
542,"Mr. and Mrs. Julian Ganz, Jr.",9,1
543,Lila Oliver Asher,9,1
544,Bert Freidus Fund,9,1
545,The Very Reverend and Mrs. Charles U. Harris,9,1
546,Art Information Volunteers,9,1
547,Doctors Lois and Georges de Ménil,9,1
548,Mark Stock,9,1
549,Ian M. Cumming,9,1
550,Karin Wachtel,9,1
551,Pat Clopper,9,1
552,Paul Genega,9,1
553,Estate of Max Kahn,9,1
554,Leon Polk Smith Foundation,9,1
555,Isabell T Van Merlin,9,1
556,Keith Peoples,9,1
557,Keith Anden Achepohl,9,1
558,Mr. Graham Nash,8,1
559,Mrs. John Jay Ide,8,1
560,"Smithsonian Institution, Resident Associate Program",8,1
561,Mr. and Mrs. Earl A. Powell III,8,1
562,Joel Shapiro,8,1
563,Ms. Jill Newhouse,8,1
564,McNeil Americana Collection,8,1
565,Mr. Harry Grubert,8,1
566,Dr. Klaus Anselm,8,1
567,"Ted Dalziel, Jr.",8,1
568,Rudolf and Lore Heinemann Fund,8,1
569,Estate of John T. Arms IV,8,1
570,Binh Danh,8,1
571,Mrs. Karl Leubsdorf,8,1
572,Jeffrey Fraenkel,8,1
573,Mrs. Tom F. Marsh,8,1
574,Art Seminar Group,8,1
575,Glen Eagles Foundation,8,1
576,Scott Nathan and Laura DeBonis Fund,8,1
577,Josef Albers,8,1
578,Rudolf Sikora,8,1
579,Mr. and Mrs. John H. Steiner,8,1
580,Aaron Fink,8,1
581,Professor Armando Nocentini,8,1
582,"George D. Widener, Jr.",8,1
583,Mr. Richard Solomon,8,1
584,Professor Ann Sutherland Harris,8,1
585,Dr. Thomas A. Mathews,8,1
586,Gallery Luisotti,8,1
587,Dr. and Mrs. Harold P. Morris,8,1
588,Rena Hoisington,8,1
589,Mr. Peter W. Josten,8,1
590,"Hill-Stone, Inc.",8,1
591,Richard Serra,8,1
592,The Honorable John D. Rockefeller IV and Sharon Percy Rockefeller,8,1
593,Mrs. H. Dunscombe Colt,8,1
594,Aldo Crommelynck,8,1
595,Mr. and Mrs. Joel Ehrenkranz,8,1
596,Mrs. Janet Bruce,8,1
597,Mrs. John Hay Whitney,8,1
598,Helen Frankenthaler,8,1
599,Fund in Honor of Marta Horgan,7,1
600,Alfred Leslie,7,1
601,W. Averell Harriman Foundation,7,1
602,Garry Trudeau,7,1
603,"Joseph H. Hazen Foundation, Inc.",7,1
604,Mrs. John H. Steiner,7,1
605,Mrs. DeWitt Wallace,7,1
606,The Howard Gilman Foundation,7,1
607,Ann Waldhauer,7,1
608,Mr. Lawrence Rubin,7,1
609,Anne Lee,7,1
610,Judith Keenan,7,1
611,Mrs. Maria Petschek Smith,7,1
612,Nancy Graves,7,1
613,Gary Sokol,7,1
614,Dr. Ronald H. Cordover,7,1
615,Leslie J. Schreyer Fund,7,1
616,Dr. Ruth Ivor,7,1
617,Richard Spear,7,1
618,Richard and Elaine Kaufman,7,1
619,David Edward and Margaret Eustis Finley Fund,7,1
620,Nancy Rutter Clark,7,1
621,Mr. and Mrs. Robert M. Bass,7,1
622,Jerald Melberg Gallery,7,1
623,Christopher Mendez,7,1
624,Monsieur Pierre Berès,7,1
625,Mrs. Solton Engel,7,1
626,Mr. and Mrs. Sidney R. Yates,7,1
627,Brian Halsey,7,1
628,Mr. Edward D. Wolski,6,1
629,Mr. John Morton Morris,6,1
630,Mr. Lawrence D. Hite,6,1
631,Monroe Warshaw,6,1
632,Mr. Jan Rie Kist,6,1
633,Mars Foundation,6,1
634,Lenka Vilhelmovà,6,1
635,Mr. C.G. Boerner,6,1
636,Krugman Family Fund,6,1
637,Michael Sachs,6,1
638,Mortimer Brandt,6,1
639,Laura Young,6,1
640,"Lucien Goldschmidt, Inc.",6,1
641,Karl Leubsdorf,6,1
642,Mr. Barney A. Ebsworth,6,1
643,Laurence Miller Gallery,6,1
644,Ms. Amy R. Silverman,6,1
645,Mrs. Edward R. Gray,6,1
646,Nell and Robert Weidenhammer Fund,6,1
647,The Honorable Max N. Berry,6,1
648,The Gordon Parks Foundation,6,1
649,Heather and Jim Johnson Fund,6,1
650,Mr. and Mrs. Robert P. Mann,6,1
651,Batuz Foundation Sachsen,6,1
652,Drs. Yvonne and A. Peter Weiss,6,1
653,Susan Rothenberg,6,1
654,Steven E. and Phyllis Gross,6,1
655,Dr. and Mrs. Samuel Bogdonoff,6,1
656,Mr. and Mrs. Paul S. Morgan,6,1
657,Carolyn Brody,6,1
658,Charles van Horne,6,1
659,Dave Heath,6,1
660,Fund in Honor of Christopher With,6,1
661,"Fuller Foundation, Inc.",6,1
662,R. Horace Gallatin,6,1
663,Robert Fichter,6,1
664,"Dedalus Foundation, Inc.",6,1
665,Estate of Charles H. Morgan,6,1
666,Douglas Lewis,6,1
667,The Honorable and Mrs. Walter H. Annenberg,6,1
668,Janine Luk,6,1
669,Nancy Miller,6,1
670,Adolph Caspar Miller Fund,6,1
671,Mr. Stephen Mazoh,6,1
672,Mr. Thomas Harris,6,1
673,William Nelson Cromwell Fund,6,1
674,William Jaffe,6,1
675,Joan Banks Mulcahy,6,1
676,Jenny Holzer,6,1
677,The Horvitz Collection,6,1
678,William F. Stern,6,1
679,Al Held,6,1
680,William Christenberry,6,1
681,Alan Shestack,6,1
682,Elizabeth Lorentz,6,1
683,Ms. Melissa J. Stegeman,6,1
684,Erik Beehn,6,1
685,Estate of Ann Doyle,6,1
686,Peter and Evelyn Kraus,5,1
687,Dr. and Mrs. Webster Gelman,5,1
688,Dr. and Mrs. Charles T. Isaacs,5,1
689,Dr. William Tsiaras,5,1
690,John Wilson,5,1
691,"Ralph T. Millet, Jr.",5,1
692,"Reader's Digest Association, Inc.",5,1
693,Edward Shein,5,1
694,Johnnie Mizell,5,1
695,Renee Harbers Liddell Fund,5,1
696,David A. Brown,5,1
697,William T. Wiley,5,1
698,William B. Jaffe,5,1
699,Wilhelmina F. Jashemski,5,1
700,Amon G. Carter Foundation,5,1
701,The Leger Galleries Ltd.,5,1
702,Malcolm Rice,5,1
703,The Harold and Esther Edgerton Family Foundation,5,1
704,The Estate of Charlotte Loeb,5,1
705,Bill Homer,5,1
706,The A.W. Mellon Educational and Charitable Trust,5,1
707,"C. McKenzie Lewis, III",5,1
708,Carol L. Johnson,5,1
709,Simon Levin,5,1
710,Charles J. Tanenbaum,5,1
711,"David A. Blanton, III",5,1
712,Nicholas Martin,5,1
713,Oliver Lee Jackson,5,1
714,Gerd Stern,5,1
715,Mr. Louis J. Hector,5,1
716,"Frederick Sturges, Jr.",5,1
717,Mrs. Harry G. Steele,5,1
718,Mrs. Elizabeth Klee,5,1
719,Ms. Halley k. Harrisburg and Mr. Michael Rosenfeld,5,1
720,Mr. Lee G. Rubenstein,5,1
721,Mrs. Barnett Newman,5,1
722,Jutta Mosse,5,1
723,Mr. Malcolm H. Wiener,5,1
724,Mrs. Robert M. Weidenhammer,5,1
